Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVQ_M_R
10929,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,NULL
10930,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10931,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
10932,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
10933,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10934,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
10935,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10936,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10937,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10938,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
10939,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10940,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
10941,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10942,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10943,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
10944,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
10945,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
10946,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10947,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10948,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10949,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
10950,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10951,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10952,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10953,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10954,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
10955,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10956,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10957,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
10958,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
10959,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10960,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10961,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10962,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10963,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10964,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10965,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
10966,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10967,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
10968,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
10969,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Forest,NULL
10970,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
10971,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10972,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
10973,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
10974,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10975,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
10976,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
10977,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10978,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10979,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10980,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,NULL
10981,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
10982,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
10983,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
10984,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
10985,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10986,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10987,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10988,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10989,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10990,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10991,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10992,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10993,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10994,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10995,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10996,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10997,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10998,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
10999,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
11000,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11001,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
11002,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
11003,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11004,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11005,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11006,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11007,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11008,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11009,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11010,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11011,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11012,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11013,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11014,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11015,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11016,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11017,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11018,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11019,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11020,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
11021,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11022,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11023,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11024,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11025,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11026,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11027,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11028,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11029,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11030,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11031,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11032,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11033,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11034,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11035,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11036,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11037,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11038,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11039,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11040,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11041,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11042,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11043,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11044,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11045,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11046,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11047,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11048,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11049,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11050,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
11051,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11052,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
11053,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11054,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11055,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11056,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11057,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11058,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11059,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11060,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11061,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
11062,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11063,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11064,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
11065,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11069,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
11070,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
11071,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11072,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11073,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11074,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11075,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11076,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11077,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
11078,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
11079,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11080,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
11081,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11082,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11083,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11084,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,NULL
11085,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
11086,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
11087,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11088,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
11089,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11090,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11091,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
11092,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11093,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
11094,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11095,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11096,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11097,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
11098,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11099,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
11100,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11101,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
11102,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11103,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11104,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11105,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11106,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11107,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11108,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11109,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11110,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11111,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11112,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
11113,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
11114,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11115,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11116,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11117,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11118,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11119,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11120,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11121,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
11122,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
11123,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11124,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11125,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11126,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
11127,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11128,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11129,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
11130,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11131,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11132,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11133,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11134,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
11135,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11136,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11137,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11138,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
11139,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Forest,NULL
11140,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11141,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
11142,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11143,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11144,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11145,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11146,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11147,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11148,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11149,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11150,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11151,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11152,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11153,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11154,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11155,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11156,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11157,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11158,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11159,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11160,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11161,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11162,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11163,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11164,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11165,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
11166,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11167,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11168,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
11169,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11170,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
11171,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11172,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
11173,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11174,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11175,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11176,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11177,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
11178,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11179,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11180,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11181,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11182,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11183,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11184,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11185,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11186,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11187,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11188,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11189,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11190,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11191,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
11192,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11193,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11194,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
11195,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11196,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
11197,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11198,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
11199,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11200,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11201,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11202,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11203,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11204,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11205,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11206,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11207,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11208,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11209,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11210,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11211,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11212,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11213,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11214,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11215,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11216,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11217,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11218,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11219,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
11220,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11221,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11222,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11223,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11224,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11225,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11226,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11227,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11228,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11229,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11230,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11231,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11232,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11233,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11234,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11235,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11236,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11237,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11238,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11239,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11240,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11241,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11242,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11243,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11244,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,NULL
11245,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11246,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11247,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
11248,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
11249,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,NULL
