Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZP_M_R
6132,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Bareland
6133,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
6134,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
6135,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
6136,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
6137,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
6138,Water,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
6139,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
6140,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
6141,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
6142,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Forest
6143,Water,Cropland,Cropland,Water,Non_Wetland,Water,Bareland,Cropland
6144,Water,Cropland,Cropland,Water,Non_Wetland,Water,Built-up,Water
6145,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
6146,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Cropland
6147,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Bareland
6148,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
6149,Water,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Cropland
6150,Water,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Forest
6151,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
6152,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
6153,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
6154,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
6155,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
6156,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6157,Water,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6158,Water,Cropland,Wetland,NULL,Wetland,Forest,Water,Forest
6159,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6160,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6161,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6162,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6163,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
6164,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
6165,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6166,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
6167,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6168,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6169,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
6170,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
6171,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6172,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6173,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
6174,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
6175,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
6176,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
6177,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Bareland
6178,Water,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
6179,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
6180,Water,Cropland,Wetland,Water,Wetland,Forest,Water,Forest
6181,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6182,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
6183,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6184,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6185,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
6186,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
6187,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
6188,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6189,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
6190,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
6191,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6192,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6193,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
6194,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6195,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
6196,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6197,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
6198,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
6199,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6200,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
6201,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
6202,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
6203,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Cropland
6204,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
6205,Water,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Water
6206,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
6207,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6208,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6209,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6210,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
6211,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6212,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6213,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6214,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6215,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
6216,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6217,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6218,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6219,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
6220,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
6221,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
6222,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
6223,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6224,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Cropland
6225,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6226,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6227,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6228,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6229,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6230,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6231,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6232,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6233,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6234,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
6235,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6236,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Water,Water
6237,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
6238,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Cropland
6239,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
6240,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Cropland
6241,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
6242,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Built-up,Water
6243,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Grassland
6244,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Bareland
6245,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Forest
6246,Water,Cropland,Built-up,Water,Non_Wetland,Wetland,Water,Water
6247,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
6248,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
6249,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6250,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
6251,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
6252,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
6253,Water,Cropland,Water,NULL,Water,NULL,Wetland,Water
6254,Water,Cropland,Water,NULL,Water,NULL,Bareland,Grassland
6255,Water,Cropland,Water,NULL,Water,NULL,Bareland,Water
6256,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
6257,Water,Cropland,Water,NULL,Water,NULL,Water,Cropland
6258,Water,Cropland,Water,NULL,Water,NULL,Water,Bareland
6259,Water,Cropland,Water,NULL,Water,NULL,Water,Water
6260,Water,Cropland,Water,NULL,Water,NULL,Water,Forest
6261,Water,Cropland,Water,NULL,Water,NULL,Forest,Forest
6262,Water,Cropland,Water,NULL,Water,Cropland,Water,Cropland
6263,Water,Cropland,Water,NULL,Water,Wetland,NULL,Cropland
6264,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
6265,Water,Cropland,Water,NULL,Water,Wetland,NULL,Forest
6266,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Water
6267,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
6268,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
6269,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
6270,Water,Cropland,Water,NULL,Water,Wetland,Water,Forest
6271,Water,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
6272,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
6273,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Water
6274,Water,Cropland,Water,NULL,Water,Bareland,Built-up,Water
6275,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
6276,Water,Cropland,Water,NULL,Water,Water,NULL,Cropland
6277,Water,Cropland,Water,NULL,Water,Water,NULL,Water
6278,Water,Cropland,Water,NULL,Water,Water,NULL,Forest
6279,Water,Cropland,Water,NULL,Water,Water,Built-up,Water
6280,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
6281,Water,Cropland,Water,NULL,Water,Water,Water,Cropland
6282,Water,Cropland,Water,NULL,Water,Water,Water,Bareland
6283,Water,Cropland,Water,NULL,Water,Water,Water,Water
6284,Water,Cropland,Water,NULL,Water,Forest,NULL,Water
6285,Water,Cropland,Water,NULL,Water,Forest,NULL,Forest
6286,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
6287,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
6288,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
6289,Water,Cropland,Water,Non_Water,Water,NULL,Wetland,Water
6290,Water,Cropland,Water,Non_Water,Water,NULL,Bareland,Water
6291,Water,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
6292,Water,Cropland,Water,Non_Water,Water,NULL,Water,Water
6293,Water,Cropland,Water,Non_Water,Water,NULL,Water,Forest
6294,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
6295,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Water
6296,Water,Cropland,Water,Non_Water,Water,Water,NULL,Water
6297,Water,Cropland,Water,Non_Water,Water,Water,Water,Grassland
6298,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
6299,Water,Cropland,Water,Non_Water,Water,Water,Water,Forest
6300,Water,Cropland,Water,Non_Water,Water,Forest,Water,Forest
6301,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
6302,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
6303,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
6304,Water,Cropland,Water,Water,Water,NULL,NULL,Water
6305,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
6306,Water,Cropland,Water,Water,Water,NULL,Bareland,Water
6307,Water,Cropland,Water,Water,Water,NULL,Water,Grassland
6308,Water,Cropland,Water,Water,Water,NULL,Water,Cropland
6309,Water,Cropland,Water,Water,Water,NULL,Water,Bareland
6310,Water,Cropland,Water,Water,Water,NULL,Water,Water
6311,Water,Cropland,Water,Water,Water,NULL,Water,Forest
6312,Water,Cropland,Water,Water,Water,Cropland,NULL,Water
6313,Water,Cropland,Water,Water,Water,Wetland,NULL,Grassland
6314,Water,Cropland,Water,Water,Water,Wetland,NULL,Cropland
6315,Water,Cropland,Water,Water,Water,Wetland,NULL,Water
6316,Water,Cropland,Water,Water,Water,Wetland,Grassland,Water
6317,Water,Cropland,Water,Water,Water,Wetland,Grassland,Forest
6318,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
6319,Water,Cropland,Water,Water,Water,Wetland,Water,Water
6320,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
6321,Water,Cropland,Water,Water,Water,Built-up,NULL,Water
6322,Water,Cropland,Water,Water,Water,Water,NULL,Water
6323,Water,Cropland,Water,Water,Water,Water,NULL,Forest
6324,Water,Cropland,Water,Water,Water,Water,Bareland,Water
6325,Water,Cropland,Water,Water,Water,Water,Built-up,Water
6326,Water,Cropland,Water,Water,Water,Water,Water,Grassland
6327,Water,Cropland,Water,Water,Water,Water,Water,Bareland
6328,Water,Cropland,Water,Water,Water,Water,Water,Water
6329,Water,Cropland,Water,Water,Water,Water,Water,Forest
6330,Water,Cropland,Water,Water,Water,Forest,Water,Forest
6331,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6332,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6333,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6334,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
6335,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6336,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6337,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6338,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6339,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6340,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
6341,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Water
6342,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6343,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Water
6344,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6345,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
6346,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
6347,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6348,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6349,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Water
6350,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6351,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6352,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6353,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Water
6354,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6355,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
6356,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Water,Water
6357,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6358,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6359,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
6360,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6361,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
6362,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
6363,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6364,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6365,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6366,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6367,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6368,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Cropland
6369,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6370,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6371,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6372,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6373,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6374,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6375,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6376,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6377,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
6378,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Water
6379,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6380,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
6381,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6382,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
6383,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
6384,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6385,Water,Cropland,Forest,NULL,Non_Wetland,Water,Built-up,Water
6386,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
6387,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Cropland
6388,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Bareland
6389,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
6390,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
6391,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
6392,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6393,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
6394,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6395,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Cropland
6396,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
6397,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6398,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6399,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6400,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
6401,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6402,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
6403,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
6404,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6405,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6406,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6407,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6408,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6409,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
6410,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6411,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6412,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6413,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6414,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6415,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Cropland
6416,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Bareland
6417,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6418,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6419,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6420,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
6421,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
6422,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
6423,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6424,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
6425,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6426,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6427,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6428,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6429,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6430,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
6431,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
6432,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
6433,Water,Cropland,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
6434,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Grassland
6435,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Cropland
6436,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Bareland
6437,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
6438,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Forest
6439,Water,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Forest
6440,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
6441,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
6442,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
6443,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Bareland
6444,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6445,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6446,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
6447,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Forest
6448,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Bareland
6449,Water,Cropland,Forest,Water,Non_Wetland,Built-up,NULL,Water
6450,Water,Cropland,Forest,Water,Non_Wetland,Water,NULL,Bareland
6451,Water,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
6452,Water,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6453,Water,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
6454,Water,Cropland,Forest,Water,Non_Wetland,Water,Bareland,Water
6455,Water,Cropland,Forest,Water,Non_Wetland,Water,Built-up,Water
6456,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
6457,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
6458,Water,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
6459,Water,Cropland,Forest,Water,Non_Wetland,Forest,Water,Forest
6460,Water,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Cropland
6461,Water,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
6462,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6463,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6464,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6465,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6466,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6467,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
6468,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6469,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6470,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6471,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6472,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
6473,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
6474,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
6475,Water,Wetland,Built-up,Water,Non_Wetland,NULL,Water,Grassland
6476,Water,Wetland,Water,Water,Water,Water,Wetland,Water
6477,Water,Wetland,Water,Water,Water,Water,Water,Water
6478,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
6479,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
6480,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
