Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHB_M_R
6754,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6755,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6756,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6757,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6758,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6759,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6760,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6761,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6762,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6763,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
6764,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
6765,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Water
6766,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6767,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6768,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6769,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
6770,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6771,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6772,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
6773,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6774,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
6775,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
6776,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6777,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6778,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6779,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6780,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6781,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6782,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
6783,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6784,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
6785,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
6786,Water,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
6787,Water,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Forest
6788,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
6789,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
6790,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6791,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6792,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6793,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6794,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6795,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6796,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6797,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6798,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6799,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
6800,Water,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
6801,Water,NULL,Wetland,NULL,Wetland,Cropland,Water,Bareland
6802,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6803,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
6804,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6805,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6806,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6807,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6808,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
6809,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6810,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
6811,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6812,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
6813,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
6814,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6815,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6816,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6817,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
6818,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
6819,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6820,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
6821,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6822,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6823,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6824,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6825,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
6826,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6827,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
6828,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
6829,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6830,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
6831,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
6832,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6833,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Forest
6834,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6835,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6836,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6837,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6838,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6839,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6840,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6841,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6842,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6843,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6844,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6845,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6846,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6847,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6848,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6849,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6850,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6851,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
6852,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6853,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6854,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6855,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6856,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6857,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
6858,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6859,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
6860,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6861,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6862,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6863,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6864,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6865,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
6866,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6867,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6868,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Built-up
6869,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6870,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
6871,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6872,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6873,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
6874,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6875,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
6876,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
6877,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6878,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6879,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
6880,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
6881,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
6882,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
6883,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6884,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6885,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6886,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6887,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
6888,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6889,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6890,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6891,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6892,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6893,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6894,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6895,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6896,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
6897,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
6898,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6899,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
6900,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
6901,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
6902,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6903,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6904,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
6905,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
6906,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
6907,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6908,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6909,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6910,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6911,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6912,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
6913,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6914,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6915,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
6916,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6917,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
6918,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6919,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6920,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6921,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6922,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
6923,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6924,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
6925,Water,NULL,Water,NULL,Water,Cropland,Water,Water
6926,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
6927,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
6928,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6929,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
6930,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
6931,Water,NULL,Water,NULL,Water,Bareland,Water,Water
6932,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
6933,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
6934,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
6935,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
6936,Water,NULL,Water,NULL,Water,Water,Water,Grassland
6937,Water,NULL,Water,NULL,Water,Water,Water,Wetland
6938,Water,NULL,Water,NULL,Water,Water,Water,Water
6939,Water,NULL,Water,NULL,Water,Water,Water,Forest
6940,Water,NULL,Water,Non_Water,Water,Cropland,Grassland,Grassland
6941,Water,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
6942,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
6943,Water,NULL,Water,Water,Water,Grassland,NULL,Grassland
6944,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
6945,Water,NULL,Water,Water,Water,Grassland,Grassland,Bareland
6946,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
6947,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
6948,Water,NULL,Water,Water,Water,Grassland,Water,Water
6949,Water,NULL,Water,Water,Water,Cropland,Water,Forest
6950,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
6951,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6952,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
6953,Water,NULL,Water,Water,Water,Wetland,Water,Water
6954,Water,NULL,Water,Water,Water,Wetland,Water,Forest
6955,Water,NULL,Water,Water,Water,Wetland,Forest,Water
6956,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
6957,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
6958,Water,NULL,Water,Water,Water,Bareland,Water,Water
6959,Water,NULL,Water,Water,Water,Water,Grassland,Water
6960,Water,NULL,Water,Water,Water,Water,Grassland,Forest
6961,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
6962,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
6963,Water,NULL,Water,Water,Water,Water,Water,Grassland
6964,Water,NULL,Water,Water,Water,Water,Water,Wetland
6965,Water,NULL,Water,Water,Water,Water,Water,Bareland
6966,Water,NULL,Water,Water,Water,Water,Water,Water
6967,Water,NULL,Water,Water,Water,Water,Water,Forest
6968,Water,NULL,Water,Water,Water,Water,Forest,Grassland
6969,Water,NULL,Water,Water,Water,Water,Forest,Water
6970,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6971,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6972,Water,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6973,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6974,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6975,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6976,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6977,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6978,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6979,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6980,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6981,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6982,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
6983,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6984,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6985,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6986,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6987,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
6988,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
6989,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6990,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6991,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
6992,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
6993,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
6994,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
6995,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6996,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6997,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6998,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6999,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
7000,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
7001,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7002,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7003,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7004,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7005,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7006,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7007,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7008,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7009,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7010,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
7011,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7012,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
7013,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7014,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7015,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7016,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7017,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7018,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7019,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7020,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7021,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7022,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7023,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7024,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7025,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7026,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7027,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7028,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7029,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7030,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7031,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
7032,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
7033,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
7034,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7035,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
7036,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7037,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
7038,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7039,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7040,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7041,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7042,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7043,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7044,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7045,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7046,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7047,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7048,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
7049,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
7050,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
7051,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7052,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7053,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7054,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7055,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
7056,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7057,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7058,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7059,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7060,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
7061,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Water
7062,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
7063,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
7064,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
7065,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
7066,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7067,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
7068,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
7069,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
7070,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7071,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
7072,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Water
7073,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Forest
7074,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7075,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7076,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
7077,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Grassland
7078,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Water
7079,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7080,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7081,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7082,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7083,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
7084,Water,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7085,Water,Cropland,Wetland,NULL,Wetland,Cropland,Water,Water
7086,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7087,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7088,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
7089,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Bareland
7090,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
