Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXF_M_R
11359,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
11360,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
11361,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
11362,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
11363,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
11364,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
11365,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
11366,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
11367,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
11368,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
11369,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11370,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
11371,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Grassland
11372,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11373,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
11374,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11375,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11376,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11377,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
11378,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11379,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11380,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
11381,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11382,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11383,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
11384,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11385,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
11386,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11387,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11388,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11389,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11390,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11391,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11392,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
11393,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11394,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11395,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11396,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11397,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
11398,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11399,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11400,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11401,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11402,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11403,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11404,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11405,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11406,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11407,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
11408,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
11409,Forest,NULL,Water,NULL,Water,Shrubland,NULL,NULL
11410,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
11411,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
11412,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
11413,Forest,NULL,Water,NULL,Water,Shrubland,Water,Bareland
11414,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
11415,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
11416,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
11417,Forest,NULL,Water,NULL,Water,Cropland,NULL,Forest
11418,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
11419,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
11420,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
11421,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
11422,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
11423,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
11424,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
11425,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Water
11426,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
11427,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
11428,Forest,NULL,Water,NULL,Water,Water,Shrubland,Wetland
11429,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
11430,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
11431,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
11432,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
11433,Forest,NULL,Water,NULL,Water,Water,Water,Water
11434,Forest,NULL,Water,NULL,Water,Water,Water,Forest
11435,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
11436,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
11437,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
11438,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
11439,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
11440,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
11441,Forest,NULL,Water,Water,Water,Shrubland,Water,NULL
11442,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
11443,Forest,NULL,Water,Water,Water,Wetland,Water,Water
11444,Forest,NULL,Water,Water,Water,Bareland,Water,Water
11445,Forest,NULL,Water,Water,Water,Water,Shrubland,Forest
11446,Forest,NULL,Water,Water,Water,Water,Water,Grassland
11447,Forest,NULL,Water,Water,Water,Water,Water,Wetland
11448,Forest,NULL,Water,Water,Water,Water,Water,Water
11449,Forest,NULL,Water,Water,Water,Water,Water,Forest
11450,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11451,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11452,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11453,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11454,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11455,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11456,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
11457,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11458,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11459,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11460,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11461,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11462,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11463,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11464,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11465,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11466,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11467,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11468,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11469,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11470,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11471,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11472,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11473,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11474,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11475,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11476,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11477,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11478,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11479,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11480,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11481,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11482,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
11483,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11484,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11485,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11486,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11487,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11488,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11489,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11490,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11491,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11492,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11493,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11494,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11495,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11496,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11497,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11498,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11499,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11500,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
11501,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11502,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
11503,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11504,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11505,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11506,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
11507,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11508,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
11509,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11510,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
11511,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
11512,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11513,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11514,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
11515,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
11516,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
11517,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
11518,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
11519,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
11520,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11521,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
11522,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11523,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11524,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11525,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11526,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11527,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11528,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11529,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11530,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11531,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11532,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
11533,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11534,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
11535,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11536,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11537,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11538,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11539,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11540,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11541,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11542,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11543,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11544,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
11545,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11546,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11547,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
11548,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11549,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11550,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11551,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11552,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
11553,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
11554,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
11555,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
11556,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11557,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11558,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11559,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11560,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
11561,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11562,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
11563,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
11564,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11565,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
11566,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11567,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11568,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11569,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11570,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11571,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11572,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
11573,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11574,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11575,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11576,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11577,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11578,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11579,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11580,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11581,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11582,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11583,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
11584,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
11585,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11586,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11587,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11588,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11589,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11590,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11591,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
11592,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
11593,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11594,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11595,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11596,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
11597,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11598,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11599,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11600,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
11601,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11602,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
11603,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
11604,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11605,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
11606,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11607,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11608,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11609,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
11610,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11611,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11612,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11613,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11614,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11615,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11616,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11617,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11618,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11619,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
11620,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11621,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11622,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11623,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11624,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11625,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11626,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
11627,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11628,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11629,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11630,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11631,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11632,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11633,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11634,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11635,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11636,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11637,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11638,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11639,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11640,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11641,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
11642,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11643,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11644,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11645,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11646,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11647,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11648,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
11649,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11650,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
11651,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11652,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11653,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
11654,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
11655,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11656,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11657,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
11658,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
11659,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
11660,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
11661,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
11662,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
11663,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
11664,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
11665,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
11666,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
11667,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11668,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
11669,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11670,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11671,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11672,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
11673,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11674,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11675,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
11676,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11677,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
11678,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11679,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11680,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
11681,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11682,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
11683,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
11684,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11685,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
11686,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11687,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11688,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11689,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11690,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11691,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
11692,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11693,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
11694,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
