Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBQ_M_R
2001,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2002,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2003,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2004,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2005,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2006,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2007,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2008,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2009,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2010,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2011,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2012,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2013,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2014,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2015,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2016,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2017,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2018,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2019,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2020,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2021,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2022,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2023,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2024,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2025,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2026,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2027,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2028,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2029,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2030,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2031,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2032,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2033,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2034,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2035,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2036,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2037,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2038,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2039,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2040,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
2041,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2042,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2043,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2044,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2045,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
2046,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2047,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2048,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2049,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2050,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2051,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2052,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2053,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2054,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2055,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
2056,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2057,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2058,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2059,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2060,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2061,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2062,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2063,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2064,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2065,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2066,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2067,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2068,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2069,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2070,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2071,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2072,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2073,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2074,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2075,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2076,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2077,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2078,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2079,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2080,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2081,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2082,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2083,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2084,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2085,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2086,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2087,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2088,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2089,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2090,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2091,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2092,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2093,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2094,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2095,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2096,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2097,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2098,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2099,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2100,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2101,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2102,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2103,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2104,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2105,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2106,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2107,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2108,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2109,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2110,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2111,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2112,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2113,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2114,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2115,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2116,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2117,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2118,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2119,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2120,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2121,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2122,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2123,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2124,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2125,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2126,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2127,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2128,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2129,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2130,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2131,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2132,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2133,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2134,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2135,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2136,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2137,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2138,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2139,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2140,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2141,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2142,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2143,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2144,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2145,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2146,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2147,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2148,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2149,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2150,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2151,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2152,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2153,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2154,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2155,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2156,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2157,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2158,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2159,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2160,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2161,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2162,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
2163,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2164,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
2165,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2166,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2167,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2168,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2169,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2170,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2171,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2172,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2173,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2174,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2175,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2176,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2177,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2178,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2179,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2180,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2181,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2182,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2183,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2184,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2185,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2186,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2187,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2188,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2189,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2190,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2191,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2192,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2193,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2194,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2195,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2196,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2197,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2198,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2199,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2200,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2201,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2202,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2203,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2204,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2205,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2206,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2207,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2208,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2209,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2210,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2211,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2212,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2213,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2214,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2215,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2216,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2217,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2218,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2219,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2220,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2221,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2222,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2223,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2224,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2225,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2226,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
2227,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2228,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2229,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2230,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2231,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2232,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2233,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2234,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2235,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2236,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2237,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2238,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2239,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2240,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2241,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2242,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2243,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2244,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2245,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2246,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2247,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2248,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2249,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2250,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2251,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2252,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2253,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2254,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2255,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2256,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2257,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2258,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2259,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2260,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2261,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2262,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2263,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2264,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2265,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2266,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2267,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2268,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2269,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2270,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2271,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2272,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2273,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
2274,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2275,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2276,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2277,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2278,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2279,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
2280,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2281,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2282,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2283,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2284,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2285,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2286,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2287,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2288,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2289,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2290,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
2291,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2292,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2293,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2294,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2295,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2296,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
2297,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
2298,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2299,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
2300,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
2301,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2302,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2303,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2304,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2305,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2306,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2307,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2308,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2309,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2310,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2311,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
2312,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
2313,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2314,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2315,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2316,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2317,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2318,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2319,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2320,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
