Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRM_M_R
14072,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
14073,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
14074,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
14075,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
14076,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
14077,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
14078,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
14079,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
14080,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
14081,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
14082,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
14083,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
14084,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
14085,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
14086,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
14087,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
14088,Forest,Water,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
14089,Forest,Water,Wetland,Water,Wetland,Grassland,Shrubland,Water
14090,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
14091,Forest,Water,Wetland,Water,Wetland,Cropland,Water,Water
14092,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
14093,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
14094,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
14095,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
14096,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
14097,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
14098,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
14099,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
14100,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
14101,Forest,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14102,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
14103,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
14104,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
14105,Forest,Water,Water,NULL,Water,NULL,Shrubland,Forest
14106,Forest,Water,Water,Water,Water,Water,Water,Water
14107,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
14108,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14109,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14110,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
14111,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14112,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14113,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
14114,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14115,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14116,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14117,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14118,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14119,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14120,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14121,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
14122,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
14123,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
14124,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
14125,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
14126,Forest,Water,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
14127,Forest,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
14128,Forest,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Water
14129,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Water,NULL
14130,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
14131,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Water,Water
14132,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
14133,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
14134,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
14135,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14136,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
14137,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
14138,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
14139,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
14140,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14141,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14142,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14143,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14144,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14145,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14146,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
14147,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14148,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
14149,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14150,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14151,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
14152,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
14153,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14154,Forest,Water,Forest,Water,Non_Wetland,Cropland,Water,Water
14155,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
14156,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14157,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14158,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14159,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
14160,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
14161,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14162,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14163,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14164,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
14165,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
14166,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14167,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14168,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14169,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14170,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
14171,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
14172,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14173,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14174,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14175,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
14176,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
14177,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
14178,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14179,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14180,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14181,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14182,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14183,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14184,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
14185,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14186,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14187,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14188,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14189,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14190,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
14191,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
14192,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
14193,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
14194,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
14195,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Water
14196,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
14197,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14198,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14199,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
14200,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14201,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14202,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14203,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14204,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
14205,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14206,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14207,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14208,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14209,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14210,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14211,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14212,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14213,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14214,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
14215,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
14216,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
14217,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
14218,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14219,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14220,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
14221,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14222,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14223,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14224,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14225,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14226,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
14227,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14228,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
14229,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14230,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
14231,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
14232,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
14233,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14234,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
14235,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14236,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14237,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
14238,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14239,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14240,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14241,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
14242,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
14243,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14244,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
14245,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14246,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
14247,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14248,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Wetland
14249,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
14250,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
14251,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14252,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14253,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
14254,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14255,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14256,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14257,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14258,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14259,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14260,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14261,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14262,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14263,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
14264,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
14265,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14266,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
14267,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
14268,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
14269,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14270,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
14271,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14272,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
14273,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
14274,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
14275,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Water
14276,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
14277,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
14278,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14279,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14280,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
14281,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14282,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14283,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14284,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
14285,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
14286,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14287,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14288,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14289,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
14290,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14291,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
14292,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
14293,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
14294,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14295,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14296,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14297,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14298,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14299,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
14300,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
14301,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14302,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14303,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14304,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14305,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14306,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14307,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14308,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14309,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14310,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14311,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14312,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14313,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14314,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14315,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14316,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14317,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
14318,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
14319,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
14320,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
14321,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14322,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
14323,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14324,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14325,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14326,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14327,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
14328,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14329,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14330,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14331,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14332,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
14333,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14334,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14335,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14336,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14337,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14338,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
14339,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
14340,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14341,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14342,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
14343,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
14344,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14345,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14346,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14347,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14348,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
14349,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14350,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
14351,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14352,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
14353,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
14354,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
14355,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14356,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
14357,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
14358,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
14359,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14360,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
14361,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14362,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14363,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14364,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
14365,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
14366,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14367,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
14368,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14369,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14370,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
14371,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14372,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Wetland
14373,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
14374,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
14375,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14376,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
14377,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14378,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14379,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14380,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
14381,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14382,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14383,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14384,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14385,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14386,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14387,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14388,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14389,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
14390,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
14391,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
14392,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
14393,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
14394,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
14395,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
14396,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
14397,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
14398,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
