Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R
14748,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
14749,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
14750,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14751,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14752,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14753,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
14754,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
14755,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
14756,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
14757,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
14758,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
14759,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
14760,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
14761,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
14762,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14763,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
14764,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
14765,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
14766,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
14767,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
14768,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
14769,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
14770,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
14771,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
14772,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
14773,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
14774,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
14775,Forest,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
14776,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
14777,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
14778,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14779,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14780,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14781,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
14782,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
14783,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14784,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14785,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14786,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14787,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
14788,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14789,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14790,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14791,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14792,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
14793,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
14794,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
14795,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14796,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
14797,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
14798,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
14799,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
14800,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
14801,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
14802,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
14803,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
14804,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14805,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14806,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14807,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14808,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14809,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
14810,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14811,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14812,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14813,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14814,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14815,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14816,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14817,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14818,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14819,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14820,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14821,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14822,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14823,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14824,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
14825,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14826,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14827,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14828,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14829,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
14830,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
14831,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14832,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14833,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14834,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14835,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
14836,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
14837,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
14838,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
14839,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14840,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
14841,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14842,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14843,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14844,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14845,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
14846,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
14847,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14848,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14849,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14850,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14851,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
14852,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14853,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14854,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14855,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14856,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14857,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14858,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
14859,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14860,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14861,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
14862,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
14863,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14864,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
14865,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
14866,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
14867,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
14868,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14869,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
14870,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
14871,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14872,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
14873,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
14874,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
14875,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
14876,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14877,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
14878,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
14879,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
14880,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
14881,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14882,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
14883,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
14884,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
14885,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
14886,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
14887,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
14888,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
14889,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
14890,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
14891,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
14892,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
14893,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14894,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14895,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
14896,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14897,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14898,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
14899,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14900,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
14901,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14902,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
14903,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
14904,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
14905,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14906,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
14907,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
14908,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
14909,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
14910,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
14911,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
14912,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
14913,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14914,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14915,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14916,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14917,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
14918,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14919,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14920,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14921,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14922,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14923,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
14924,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14925,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
14926,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14927,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14928,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14929,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
14930,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
14931,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
14932,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14933,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
14934,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
14935,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
14936,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14937,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14938,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
14939,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14940,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
14941,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
14942,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14943,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
14944,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
14945,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
14946,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14947,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14948,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14949,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14950,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14951,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
14952,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
14953,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
14954,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
14955,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
14956,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
14957,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
14958,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
14959,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
14960,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
14961,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
14962,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14963,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
14964,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14965,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14966,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14967,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
14968,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14969,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
14970,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14971,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14972,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
14973,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
14974,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
14975,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14976,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14977,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
14978,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14979,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
14980,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14981,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14982,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14983,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14984,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14985,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
14986,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14987,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
14988,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14989,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14990,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14991,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14992,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14993,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14994,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
14995,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
14996,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
14997,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
14998,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
14999,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15000,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
15001,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15002,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15003,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15004,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15005,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15006,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15007,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15008,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15009,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
15010,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15011,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15013,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
15014,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
15015,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
15016,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
15017,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
15018,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15019,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15020,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15021,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15022,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
15023,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
15024,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15025,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
15026,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
15027,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15028,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
15029,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15030,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
15031,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
15032,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15033,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
15034,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
15035,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
15036,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15037,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15038,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15039,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15040,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
15041,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
15042,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
15043,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15044,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15045,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
15046,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
15047,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
15048,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
15049,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
15050,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15051,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15052,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
15053,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15054,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
15055,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
15056,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
15057,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
15058,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
15059,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
15060,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
15061,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
15062,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
