Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTQ_M_R
2137,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2138,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2139,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2140,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2141,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2142,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2143,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2144,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2145,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2146,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2147,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2148,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2149,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2150,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2151,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2152,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
2153,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2154,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2155,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
2156,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2157,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2158,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2159,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2160,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2161,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2163,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2164,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2165,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2166,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2167,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2168,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2169,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2170,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2171,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2172,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2173,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2174,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2175,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2176,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2177,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2178,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2179,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2180,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2181,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2182,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2183,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2184,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2185,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2186,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2187,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2188,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2189,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2190,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2191,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2192,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2193,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2194,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2195,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2196,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2197,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
2198,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
2199,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2200,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2201,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
2202,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2203,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2204,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2205,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2206,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2207,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
2208,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2209,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2210,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
2211,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2212,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2213,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2214,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2215,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2216,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2217,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2218,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2219,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2220,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2221,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2222,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2223,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2224,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2225,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2226,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2227,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2228,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2229,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2230,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2231,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2232,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2233,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2234,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
2235,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2236,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2237,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2238,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2239,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2240,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2241,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
2242,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2243,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2244,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2245,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
2246,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
2247,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
2248,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2249,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2250,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2251,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2252,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2253,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2254,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2255,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2256,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2257,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2258,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2259,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2260,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2261,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2262,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2263,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2264,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2265,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2266,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2267,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2268,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2269,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2270,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2271,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2272,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2273,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2274,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2275,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2276,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2277,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2278,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2279,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2280,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2281,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2282,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2283,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2284,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2285,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2286,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2287,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2288,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2289,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2290,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2291,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2292,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2293,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2294,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2295,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2296,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2297,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2298,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2299,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2306,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2307,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2308,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2309,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2310,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2311,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2312,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2313,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2314,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2315,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2316,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2317,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2318,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2319,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2320,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2321,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2322,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2323,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2324,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2325,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2326,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2327,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2328,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2329,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2330,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2331,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2332,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2333,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2334,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2335,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2336,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2337,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2338,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2339,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2340,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2341,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2342,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2343,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2344,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2345,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2346,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2347,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2348,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2349,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2350,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2351,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2352,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2353,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2354,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2355,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2356,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2357,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2358,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2359,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2360,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2361,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2362,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2363,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2364,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
2365,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2366,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2367,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2368,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2369,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2370,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2371,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2372,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2373,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2374,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2375,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2376,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2377,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2378,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2379,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2380,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2381,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2382,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2383,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2384,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2385,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2386,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2387,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2388,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2389,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2390,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2391,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2392,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2393,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2394,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2395,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2396,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2397,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2398,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2399,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
2400,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2401,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2402,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2403,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2404,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2405,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
2406,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2407,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2408,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2409,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2410,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2411,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2412,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2413,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2414,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2415,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2416,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2417,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
2418,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2419,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2420,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2421,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2422,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2423,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2424,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2425,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2426,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2427,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2428,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2429,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2430,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2431,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2432,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2433,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2434,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2435,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2436,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2437,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2438,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2439,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2440,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2441,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2442,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2443,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2444,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2445,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2446,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2447,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2448,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2449,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2450,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2451,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2452,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
2453,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2454,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2455,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2456,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2457,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2458,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2459,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2460,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2461,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2462,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2463,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2464,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2465,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
2466,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2467,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2468,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2469,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2470,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2471,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2472,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2473,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2474,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
2475,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2476,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
2477,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2478,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2479,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2480,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
