Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBC_M_R
4880,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4881,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4882,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4883,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
4884,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4885,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4886,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4887,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4888,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4889,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4890,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4891,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4892,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4893,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4894,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4895,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4896,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4897,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4898,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4899,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4900,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4901,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4902,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4903,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4904,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4905,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4906,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4907,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4908,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4909,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4910,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
4911,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4912,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4913,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
4914,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4915,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4916,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4917,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4918,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
4919,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4920,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4921,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4922,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4923,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
4924,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4925,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4926,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
4927,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4928,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
4929,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4930,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4931,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
4932,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
4933,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
4934,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4935,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4936,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4937,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4938,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4939,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4940,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
4941,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
4942,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
4943,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
4944,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4945,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4946,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4947,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4948,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4949,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4950,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4951,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4952,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4953,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4954,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4955,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4956,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
4957,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4958,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4959,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4960,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4961,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4962,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4963,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4964,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
4965,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
4966,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4967,Water,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
4968,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4969,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4970,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4971,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
4972,Water,NULL,Water,NULL,Water,Wetland,Water,Water
4973,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
4974,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
4975,Water,NULL,Water,NULL,Water,Water,Water,Grassland
4976,Water,NULL,Water,NULL,Water,Water,Water,Wetland
4977,Water,NULL,Water,NULL,Water,Water,Water,Water
4978,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4979,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4980,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
4981,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4982,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4983,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
4984,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4985,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
4986,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
4987,Water,NULL,Water,Non_Water,Water,Water,Water,Water
4988,Water,NULL,Water,Water,Water,NULL,Wetland,Wetland
4989,Water,NULL,Water,Water,Water,NULL,Wetland,Water
4990,Water,NULL,Water,Water,Water,Grassland,Water,Water
4991,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4992,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4993,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
4994,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
4995,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
4996,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
4997,Water,NULL,Water,Water,Water,Wetland,Water,Bareland
4998,Water,NULL,Water,Water,Water,Wetland,Water,Water
4999,Water,NULL,Water,Water,Water,Wetland,Water,Forest
5000,Water,NULL,Water,Water,Water,Bareland,Wetland,Wetland
5001,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
5002,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
5003,Water,NULL,Water,Water,Water,Water,Wetland,Water
5004,Water,NULL,Water,Water,Water,Water,Water,Grassland
5005,Water,NULL,Water,Water,Water,Water,Water,Wetland
5006,Water,NULL,Water,Water,Water,Water,Water,Bareland
5007,Water,NULL,Water,Water,Water,Water,Water,Water
5008,Water,NULL,Water,Water,Water,Water,Water,Forest
5009,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5010,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5011,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5012,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5013,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5014,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5015,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5016,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5017,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5018,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5019,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5020,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5021,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5022,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5023,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5024,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5025,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5026,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5027,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5028,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
5029,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5030,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5031,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5032,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
5033,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
5034,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5035,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5036,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5037,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5038,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5039,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5040,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5041,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5042,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5043,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5044,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5045,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
5046,Water,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5047,Water,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5048,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
5049,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5050,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5051,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
5052,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
5053,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
5054,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
5055,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
5056,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
5057,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
5058,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
5059,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
5060,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
5061,Water,Cropland,Water,NULL,Water,Water,Wetland,Wetland
5062,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
5063,Water,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
5064,Water,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
5065,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
5066,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
5067,Water,Cropland,Water,Water,Water,Wetland,Water,Water
5068,Water,Cropland,Water,Water,Water,Water,Wetland,Grassland
5069,Water,Cropland,Water,Water,Water,Water,Wetland,Wetland
5070,Water,Cropland,Water,Water,Water,Water,Wetland,Water
5071,Water,Cropland,Water,Water,Water,Water,Water,Grassland
5072,Water,Cropland,Water,Water,Water,Water,Water,Wetland
5073,Water,Cropland,Water,Water,Water,Water,Water,Water
5074,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5075,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5076,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5077,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5078,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
5079,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
5080,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5081,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5082,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5083,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
5084,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5085,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
5086,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
5087,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
5088,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5089,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5090,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5091,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5092,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5093,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5094,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5095,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5096,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5097,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
5098,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
5099,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
5100,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
5101,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5102,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5103,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5104,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5105,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5106,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5107,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5108,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5109,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5110,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5111,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5112,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5113,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5114,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5115,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5116,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5117,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5118,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5119,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
5120,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
5121,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5122,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
5123,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5124,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
5125,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5126,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5127,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5128,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5129,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
5130,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
5131,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
5132,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
5133,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5134,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5135,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5136,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5137,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5138,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
5139,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
5140,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
5141,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
5142,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
5143,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
5144,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
5145,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
5146,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
5147,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5148,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5149,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
5150,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5151,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
5152,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
5153,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5154,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5155,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5156,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5157,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
5158,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
5159,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
5160,Water,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
5161,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5162,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5163,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5164,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5165,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5166,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5167,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
5168,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
5169,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5170,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
5171,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
5172,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Water
5173,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5174,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
5175,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5176,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
5177,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
5178,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5179,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5180,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
5181,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5182,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5183,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
5184,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5185,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5186,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Wetland
5187,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
5188,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5189,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5190,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
5191,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5192,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5193,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
5194,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
5195,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Grassland
5196,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
5197,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5198,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5199,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5200,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5201,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5202,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5203,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5204,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5205,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5206,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5207,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5208,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5209,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5210,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
5211,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5212,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5213,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
5214,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5215,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5216,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
5217,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5218,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5219,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
5220,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5221,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5222,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
5223,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
