Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMU_M_R
23218,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
23219,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
23220,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
23221,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
23222,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
23223,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
23224,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
23225,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
23226,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
23227,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
23228,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
23229,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
23230,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
23231,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
23232,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
23233,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
23234,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
23235,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
23236,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
23237,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
23238,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
23239,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
23240,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
23241,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
23242,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
23243,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
23244,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
23245,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
23246,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
23247,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
23248,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
23249,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
23250,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
23251,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
23252,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
23253,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
23254,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
23255,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
23256,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
23257,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
23258,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
23259,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
23260,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
23261,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
23262,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
23263,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
23264,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
23265,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
23266,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
23267,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
23268,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
23269,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
23270,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
23271,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
23272,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
23273,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
23274,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
23275,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
23276,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
23277,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
23278,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
23279,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
23280,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
23281,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
23282,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
23283,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
23284,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
23285,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
23286,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
23287,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
23288,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,NULL
23289,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
23290,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
23291,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
23292,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
23293,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
23294,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
23295,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
23296,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
23297,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
23298,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
23299,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
23300,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
23301,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
23302,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
23303,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
23304,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
23305,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
23306,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Forest,Forest
23307,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
23308,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Water
23309,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
23310,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
23311,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
23312,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
23313,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
23314,Forest,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
23315,Forest,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
23316,Forest,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Water
23317,Forest,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
23318,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
23319,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
23320,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
23321,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
23322,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
23323,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
23324,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
23325,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
23326,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
23327,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
23328,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
23329,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
23330,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
23331,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
23332,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
23333,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
23334,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
23335,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
23336,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
23337,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
23338,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
23339,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
23340,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
23341,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
23342,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
23343,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
23344,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
23345,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
23346,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
23347,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
23348,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
23349,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
23350,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
23351,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
23352,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
23353,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
23354,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
23355,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
23356,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
23357,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
23358,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
23359,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
23360,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
23361,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
23362,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
23363,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
23364,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
23365,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
23366,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
23367,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
23368,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
23369,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
23370,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
23371,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
23372,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
23373,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
23374,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
23375,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
23376,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23377,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23378,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
23379,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
23380,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
23381,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
23382,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23383,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
23384,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23385,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
23386,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
23387,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
23388,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
23389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
23390,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
23391,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
23392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
23393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
23394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
23395,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
23396,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
23397,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
23398,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
23399,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
23400,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
23401,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
23402,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
23403,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
23404,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
23405,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
23406,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
23407,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
23408,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
23409,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
23410,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
23411,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
23412,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
23413,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
23414,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
23415,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23416,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
23417,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
23418,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
23419,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
23420,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
23421,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
23422,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
23423,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
23424,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
23425,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
23426,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
23427,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
23428,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
23429,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
23430,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
23431,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
23432,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
23433,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
23434,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
23435,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
23436,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
23437,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
23438,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
23439,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
23440,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
23441,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
23442,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
23443,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
23444,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
23445,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
23446,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
23447,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
23448,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
23449,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
23450,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
23451,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
23452,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
23453,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
23454,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
23455,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
23456,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
23457,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
23458,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
23459,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
23460,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
23461,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
23462,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
23463,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
23464,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
23465,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
23466,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
23467,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
23468,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
23469,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
23470,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
23471,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
23472,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
23473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
23474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
23475,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
23476,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
23477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
23478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
23479,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
23480,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
23481,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
23482,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
23483,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
23484,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
23485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
23486,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
23487,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
23488,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
23489,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
23490,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
23491,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
23492,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
23493,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
23494,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
23495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
23496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
23497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
23498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
23499,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
23500,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
23501,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
23502,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
23503,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
23504,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
23505,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
23506,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
23507,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
23508,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
23509,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
23510,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
23511,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
23512,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
23513,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
23514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
23515,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
23516,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
23517,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
23518,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
23519,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
23520,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
23521,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23522,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
23523,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
23524,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
23525,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
23526,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
23527,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
23528,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
23529,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
23530,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
