Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCN_M_R
3299,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3300,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3301,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
3302,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3303,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
3304,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
3305,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
3306,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
3307,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3308,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3309,Forest,NULL,Cropland,Water,Non_Wetland,Built-up,Wetland,Grassland
3310,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3311,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3312,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3313,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
3314,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3315,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3316,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3317,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3318,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3319,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3320,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3321,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3322,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3323,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
3324,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3325,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3326,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3327,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3328,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
3329,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3330,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3331,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3332,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3333,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3334,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
3335,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3336,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3337,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3338,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3339,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3340,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3341,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3342,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3343,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3344,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3345,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3346,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3347,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3348,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3349,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3350,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3351,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3352,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3353,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3354,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3355,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3356,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3357,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
3358,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3359,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3360,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3361,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3362,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3363,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3364,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3365,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3366,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3367,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
3368,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3369,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3370,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3371,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3372,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3373,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3374,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3375,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3376,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3377,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3378,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3379,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3380,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
3381,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3382,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3383,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3384,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3385,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3386,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
3387,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
3388,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
3389,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3390,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3391,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
3392,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
3393,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3394,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3395,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
3396,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
3397,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3398,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3399,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3400,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3401,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3402,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3403,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3404,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3405,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3406,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3407,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
3408,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
3409,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3410,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3411,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
3412,Forest,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
3413,Forest,NULL,Wetland,Water,Wetland,Built-up,Built-up,Grassland
3414,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3415,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3416,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3417,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3418,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3419,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3420,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
3421,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3422,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3423,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3424,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3425,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3426,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3427,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
3428,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3429,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3430,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3431,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3432,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3433,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3434,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3435,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3436,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3437,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3438,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3439,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3440,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3441,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3442,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3443,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3444,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3445,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3446,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3447,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3448,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3449,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3450,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3451,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3452,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3453,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3454,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3455,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3456,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
3457,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3458,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3459,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3460,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3461,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3462,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3463,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3464,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3465,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3466,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3467,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3468,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3469,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3470,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3471,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3472,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3473,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3474,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3475,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3476,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3477,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
3478,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3479,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3480,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
3481,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
3482,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3483,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3484,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
3485,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
3486,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3487,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
3488,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3489,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
3490,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
3491,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
3492,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3493,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3494,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3495,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
3496,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
3497,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
3498,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3499,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
3500,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3501,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
3502,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
3503,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3504,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Built-up
3505,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3506,Forest,NULL,Water,NULL,Water,Built-up,Bareland,Grassland
3507,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
3508,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
3509,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3510,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
3511,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
3512,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Water
3513,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
3514,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3515,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
3516,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3517,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3518,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
3519,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
3520,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3521,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
3522,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
3523,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
3524,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
3525,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3526,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
3527,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
3528,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
3529,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
3530,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
3531,Forest,NULL,Water,Water,Water,Grassland,Water,Water
3532,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3533,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3534,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
3535,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
3536,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
3537,Forest,NULL,Water,Water,Water,Wetland,Water,Water
3538,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
3539,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
3540,Forest,NULL,Water,Water,Water,Bareland,Water,Water
3541,Forest,NULL,Water,Water,Water,Built-up,Wetland,Grassland
3542,Forest,NULL,Water,Water,Water,Built-up,Bareland,Grassland
3543,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
3544,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
3545,Forest,NULL,Water,Water,Water,Water,Wetland,Water
3546,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
3547,Forest,NULL,Water,Water,Water,Water,Water,Grassland
3548,Forest,NULL,Water,Water,Water,Water,Water,Water
3549,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3550,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3551,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3552,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3553,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3554,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3555,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3556,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3557,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3558,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3559,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3560,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3561,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3562,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3563,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3564,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3565,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3566,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3567,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3568,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3569,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3570,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3571,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3572,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
3573,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3574,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3575,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3576,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3577,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3578,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3579,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3580,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3581,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3582,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3583,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3584,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3585,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3586,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3587,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3588,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3589,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3590,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3591,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3592,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3593,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3594,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3595,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3596,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3597,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3598,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3599,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
3600,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3601,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3602,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3603,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3604,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3605,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3606,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3607,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3608,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3609,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3610,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3611,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3612,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3613,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3614,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3615,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3616,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3617,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3618,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3619,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3620,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3621,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3622,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3623,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3624,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3625,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3626,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3627,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3628,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3629,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3630,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3631,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3632,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3633,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3634,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3635,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
