Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHR_M_R
2421,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2422,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
2423,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2424,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2425,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2426,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2427,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2428,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2429,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2430,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2431,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2432,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2433,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2434,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2435,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2436,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2437,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2438,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2439,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2440,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2441,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2442,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2443,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2444,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2445,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2446,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2447,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
2448,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2449,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2450,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2451,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2452,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
2453,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2454,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2455,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2456,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2457,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2458,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2459,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2460,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2461,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2462,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2463,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2464,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2465,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2466,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2467,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2468,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
2469,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2470,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2471,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2472,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2473,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2474,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2475,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2476,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2477,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2478,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2479,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
2480,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2481,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2482,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2483,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2484,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2485,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2486,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2487,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2488,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
2489,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2490,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2491,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
2492,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2493,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
2494,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2495,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2496,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
2497,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2498,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2499,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2500,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2501,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2502,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2503,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2504,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2505,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2506,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2507,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
2508,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2509,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2510,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
2511,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2512,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
2513,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
2514,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2515,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2516,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2517,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2518,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2519,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2520,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2521,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2522,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2523,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2524,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2525,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2526,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2527,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2528,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2529,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
2530,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2531,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2532,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2533,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2534,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2535,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2536,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
2537,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2538,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
2539,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2540,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2541,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2542,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2543,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2544,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2545,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2546,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
2547,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2548,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2549,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2550,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2551,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2552,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2553,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
2554,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2555,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2556,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
2557,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
2558,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2559,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
2560,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
2561,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
2562,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2563,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2564,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
2565,Forest,Forest,Water,NULL,Water,Water,Water,Water
2566,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2567,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2568,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2569,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2570,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2571,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2572,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
2573,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2574,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2575,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
2576,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
2577,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2578,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
2579,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
2580,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2581,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2582,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2583,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2584,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2585,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
2586,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
2587,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
2588,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
2589,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2590,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2591,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2592,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2593,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2594,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2595,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2596,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2597,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
2598,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2599,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2600,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
2601,Forest,Forest,Water,Water,Water,NULL,Water,Water
2602,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2603,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2604,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
2605,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
2606,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2607,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
2608,Forest,Forest,Water,Water,Water,Grassland,Water,Water
2609,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2610,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2611,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2612,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2613,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2614,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2615,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
2616,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2617,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2618,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2619,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
2620,Forest,Forest,Water,Water,Water,Bareland,Water,Water
2621,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
2622,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2623,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2624,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2625,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2626,Forest,Forest,Water,Water,Water,Water,Water,Bareland
2627,Forest,Forest,Water,Water,Water,Water,Water,Water
2628,Forest,Forest,Water,Water,Water,Water,Water,Forest
2629,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2630,Forest,Forest,Water,Water,Water,Forest,Wetland,Grassland
2631,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2632,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2633,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2634,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2635,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2636,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2637,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2638,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2639,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2640,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2641,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2642,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2643,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2644,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2645,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2646,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2647,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2648,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2649,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2650,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2651,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2652,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
2653,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2654,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2655,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2656,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2657,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2658,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2659,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2660,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2661,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2662,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2663,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
2664,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2665,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2666,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2667,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2668,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2669,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2670,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2671,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2672,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2673,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2674,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2675,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2676,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2677,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2678,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2679,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2680,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2681,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2682,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2683,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2684,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2685,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2686,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2687,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2688,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2689,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2690,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2691,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2692,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2693,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2694,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2695,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2696,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2697,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2698,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2699,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2700,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2701,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2702,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2703,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2704,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2705,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2706,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2707,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2708,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2709,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2710,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2711,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2712,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2713,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2714,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2715,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2716,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2717,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2718,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2719,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2720,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2721,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2722,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2723,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2724,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
2725,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2726,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Grassland
2727,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
2728,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2729,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2730,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2731,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2732,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
2733,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
2734,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2735,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2736,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2737,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2738,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2739,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2740,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
2741,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2742,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2743,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2744,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2745,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2746,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
2747,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2748,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
2749,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2750,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2751,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2752,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2753,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
