Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R
17105,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17106,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
17107,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
17108,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
17109,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,NULL
17110,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
17111,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
17112,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
17113,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
17114,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17115,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
17116,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Bareland,NULL
17117,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
17118,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Bareland,Forest
17119,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
17120,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
17121,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
17122,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
17123,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
17124,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
17125,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
17126,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
17127,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
17128,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
17129,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
17130,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
17131,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
17132,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17133,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
17134,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
17135,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,NULL
17136,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
17137,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,NULL
17138,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
17139,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,NULL
17140,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
17141,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Bareland
17142,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
17143,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
17144,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
17145,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
17146,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
17147,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
17148,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
17149,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
17150,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Water
17151,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
17152,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Water
17153,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
17154,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Water
17155,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
17156,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
17157,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
17158,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Shrubland,Forest
17159,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,NULL
17160,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
17161,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Forest
17162,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
17163,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
17164,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Water
17165,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Water
17166,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
17167,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Water
17168,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
17169,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Water
17170,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
17171,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
17172,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
17173,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
17174,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
17175,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
17176,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
17177,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
17178,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
17179,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
17180,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
17181,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
17182,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Water
17183,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
17184,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
17185,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
17186,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
17187,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
17188,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
17189,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
17190,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
17191,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
17192,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
17193,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
17194,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Water
17195,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
17196,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
17197,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
17198,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
17199,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
17200,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
17201,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
17202,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
17203,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
17204,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
17205,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
17206,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
17207,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
17208,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
17209,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Bareland
17210,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
17211,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
17212,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
17213,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
17214,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
17215,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
17216,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
17217,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
17218,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
17219,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
17220,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
17221,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
17222,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
17223,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
17224,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
17225,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
17226,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
17227,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
17228,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
17229,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
17230,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
17231,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
17232,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
17233,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Bareland
17234,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
17235,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
17236,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,NULL
17237,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
17238,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
17239,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
17240,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
17241,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
17242,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
17243,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
17244,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
17245,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
17246,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
17247,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
17248,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
17249,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
17250,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
17251,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
17252,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
17253,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,NULL
17254,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
17255,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
17256,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
17257,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
17258,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
17259,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
17260,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
17261,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
17262,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
17263,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
17264,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
17265,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,NULL
17266,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
17267,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
17268,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
17269,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,NULL
17270,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
17271,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
17272,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
17273,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,NULL
17274,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
17275,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
17276,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
17277,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
17278,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
17279,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
17280,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
17281,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
17282,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
17283,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,NULL
17284,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
17285,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
17286,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
17287,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
17288,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
17289,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
17290,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
17291,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
17292,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
17293,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
17294,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
17295,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
17296,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
17297,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
17298,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
17299,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
17300,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Water
17301,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
17302,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
17303,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
17304,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
17305,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
17306,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
17307,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
17308,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
17309,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
17310,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
17311,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
17312,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
17313,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
17314,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
17315,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
17316,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
17317,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Grassland
17318,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
17319,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
17320,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
17321,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
17322,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
17323,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
17324,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Forest
17325,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
17326,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
17327,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
17328,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
17329,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
17330,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
17331,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
17332,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17333,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
17334,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
17335,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
17336,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
17337,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
17338,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
17339,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
17340,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
17341,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
17342,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
17343,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
17344,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
17345,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17346,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
17347,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
17348,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
17349,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
17350,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
17351,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
17352,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
17353,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
17354,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
17355,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
17356,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
17357,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
17358,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
17359,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
17360,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
17361,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
17362,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
17363,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
17364,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
17365,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
17366,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
17367,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
17368,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
17369,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
17370,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
17371,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
17372,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
17373,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17374,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
17375,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
17376,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
17377,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Water
17378,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
17379,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
17380,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
17381,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
17382,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
17383,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
17384,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
17385,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
17386,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
17387,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
17388,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
17389,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
17390,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
17391,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
17392,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
17393,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
17394,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
17395,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
17396,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
17397,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
17398,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
17399,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
17400,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
17401,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
17402,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
17403,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
17404,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
17405,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
17406,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
17407,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
17408,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
17409,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
17410,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
17411,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
17412,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
17413,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
17414,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17415,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17416,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
17417,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17418,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17419,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
17420,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
17421,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
17422,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
17423,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
17424,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
17425,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
17426,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
17427,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
17428,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
17429,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
17430,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
17431,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
17432,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
