Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCA_M_R
3213,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
3214,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
3215,Water,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
3216,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
3217,Water,Cropland,Wetland,Water,Wetland,Water,Water,Forest
3218,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3219,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Bareland
3220,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
3221,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
3222,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
3223,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3224,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3225,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3226,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3227,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3228,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3229,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3230,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3231,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3232,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3233,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3234,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3235,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3236,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3237,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3238,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3239,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3240,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3241,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3242,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3243,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3244,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
3245,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3246,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
3247,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3248,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3249,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3250,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3251,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3252,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3253,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3254,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
3255,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3256,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3257,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
3258,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3259,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
3260,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3261,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
3262,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3263,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3264,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3265,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
3266,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3267,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3268,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3269,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3270,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3271,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3272,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3273,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
3274,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3275,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3276,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
3277,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3278,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3279,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3280,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
3281,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3282,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3283,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3284,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3285,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3286,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
3287,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3288,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3289,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3290,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3291,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3292,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
3293,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3294,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3295,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3296,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3297,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3298,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
3299,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
3300,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
3301,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
3302,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3303,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3304,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3305,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
3306,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
3307,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3308,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3309,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
3310,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3311,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3312,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3313,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3314,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
3315,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3316,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3317,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3318,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
3319,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
3320,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
3321,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
3322,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3323,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
3324,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3325,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
3326,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3327,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3328,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3329,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3330,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
3331,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3332,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3333,Water,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
3334,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
3335,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3336,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3337,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3338,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3339,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3340,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3341,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3342,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
3343,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
3344,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
3345,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3346,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Bareland
3347,Water,Wetland,Water,NULL,Water,NULL,Water,Water
3348,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
3349,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
3350,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
3351,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
3352,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
3353,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
3354,Water,Wetland,Water,NULL,Water,Water,Water,Water
3355,Water,Wetland,Water,NULL,Water,Water,Water,Forest
3356,Water,Wetland,Water,NULL,Water,Forest,Wetland,Water
3357,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
3358,Water,Wetland,Water,Non_Water,Water,NULL,Water,Water
3359,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3360,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3361,Water,Wetland,Water,Non_Water,Water,Water,Water,Bareland
3362,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
3363,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
3364,Water,Wetland,Water,Water,Water,NULL,Wetland,Water
3365,Water,Wetland,Water,Water,Water,NULL,Wetland,Forest
3366,Water,Wetland,Water,Water,Water,NULL,Water,Water
3367,Water,Wetland,Water,Water,Water,NULL,Water,Forest
3368,Water,Wetland,Water,Water,Water,Grassland,Water,Water
3369,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
3370,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3371,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
3372,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3373,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
3374,Water,Wetland,Water,Water,Water,Wetland,Water,Bareland
3375,Water,Wetland,Water,Water,Water,Wetland,Water,Water
3376,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
3377,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
3378,Water,Wetland,Water,Water,Water,Bareland,Water,Forest
3379,Water,Wetland,Water,Water,Water,Water,Wetland,Bareland
3380,Water,Wetland,Water,Water,Water,Water,Wetland,Water
3381,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
3382,Water,Wetland,Water,Water,Water,Water,Water,Grassland
3383,Water,Wetland,Water,Water,Water,Water,Water,Bareland
3384,Water,Wetland,Water,Water,Water,Water,Water,Water
3385,Water,Wetland,Water,Water,Water,Water,Water,Forest
3386,Water,Wetland,Water,Water,Water,Forest,Water,Water
3387,Water,Wetland,Water,Water,Water,Forest,Water,Forest
3388,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3389,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
3390,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3391,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3392,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3393,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3394,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
3395,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
3396,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3397,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3398,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3399,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
3400,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3401,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3402,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3403,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3404,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3405,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
3406,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
3407,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
3408,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3409,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3410,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
3411,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
3412,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
3413,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
3414,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
3415,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
3416,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3417,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
3418,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
3419,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
3420,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
3421,Water,Bareland,Water,Water,Water,Water,Water,Water
3422,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
3423,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3424,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3425,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3426,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3427,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3428,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3429,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3430,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3431,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3432,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3433,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3434,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3435,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3436,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3437,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3438,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3439,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3440,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3441,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3442,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3443,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3444,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3445,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3446,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
3447,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3448,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3449,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3450,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3451,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
3452,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3453,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3454,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3455,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
3456,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3457,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3458,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3459,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3460,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3461,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3462,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3463,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3464,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3465,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3466,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3467,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3468,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3469,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3470,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3471,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3472,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3473,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3474,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3475,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
3476,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3477,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3478,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
3479,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
3480,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
3481,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
3482,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3483,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3484,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3485,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3486,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
3487,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
3488,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3489,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
3490,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3491,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3492,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3493,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3494,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
3495,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3496,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3497,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3498,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3499,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3500,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3501,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3502,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3503,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3504,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Water
3505,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3506,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3507,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3508,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3509,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
3510,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3511,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3512,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3513,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3514,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3515,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3516,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3517,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3518,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3519,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3520,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3521,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3522,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3523,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3524,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3525,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3526,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3527,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3528,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3529,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3530,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3531,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3532,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3533,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3534,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3535,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3536,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3537,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3538,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3539,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3540,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3541,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3542,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
3543,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
3544,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
3545,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3546,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3547,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3548,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3549,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3550,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3551,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3552,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
