Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBF_M_R
10544,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10545,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10546,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10547,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
10548,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
10549,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10550,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
10551,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Forest
10552,Forest,Cropland,Wetland,NULL,Wetland,Water,NULL,Forest
10553,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10554,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10555,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10556,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10557,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10558,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10559,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10560,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
10561,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
10562,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10563,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10564,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
10565,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10566,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10567,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
10568,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
10569,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10570,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
10571,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
10572,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10573,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10574,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10575,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10576,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10577,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10578,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
10579,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10580,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10581,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
10582,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10583,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
10584,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
10585,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
10586,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
10587,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10588,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10589,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10590,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10591,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
10592,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10593,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10594,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
10595,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10596,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10597,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10598,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10599,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10600,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
10601,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10602,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
10603,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10604,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10605,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10606,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
10607,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10608,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
10609,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
10610,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
10611,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
10612,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
10613,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
10614,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
10615,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10616,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10617,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10618,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10619,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10620,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10621,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10622,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10623,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10624,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10625,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10626,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10627,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10628,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10629,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10630,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10631,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10632,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Shrubland,Forest
10633,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
10634,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
10635,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
10636,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
10637,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
10638,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10639,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
10640,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
10641,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,NULL
10642,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
10643,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
10644,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Forest
10645,Forest,Cropland,Water,NULL,Water,Water,NULL,Water
10646,Forest,Cropland,Water,Non_Water,Water,Bareland,Water,NULL
10647,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
10648,Forest,Cropland,Water,Water,Water,Wetland,Forest,NULL
10649,Forest,Cropland,Water,Water,Water,Bareland,Forest,Forest
10650,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10651,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10652,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10653,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10654,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10655,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10656,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10657,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10658,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10659,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10660,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10661,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10662,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10663,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10664,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10665,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10666,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10667,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10668,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10669,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10670,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10671,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10672,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10673,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10674,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10675,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10676,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10677,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10678,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10679,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10680,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10681,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10682,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10683,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10684,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10685,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10686,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10687,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10688,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
10689,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10690,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10691,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10692,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10693,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10694,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
10695,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10696,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10697,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10698,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10699,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
10700,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10701,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10702,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10703,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10704,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10705,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10706,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10707,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10708,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10709,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
10710,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10711,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
10712,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10713,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
10714,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10715,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10716,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10717,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10718,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
10719,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10720,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
10721,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10722,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10723,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10724,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
10725,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10726,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10727,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
10728,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
10729,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10730,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10731,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
10732,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10733,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10734,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10735,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10736,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10737,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10738,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10739,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10740,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
10741,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10742,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10743,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10744,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10745,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10746,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10747,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10748,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10749,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10750,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10751,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10752,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10753,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10754,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10755,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10756,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10757,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
10758,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
10759,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
10760,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10761,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10762,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10763,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10764,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10765,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10766,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10767,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10768,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
10769,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10770,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10771,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10772,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
10773,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
10774,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10775,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10776,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10777,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10778,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10779,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10780,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10781,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10782,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
10783,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10784,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10785,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10786,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10787,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10788,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
10789,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10790,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10791,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
10792,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
10793,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10794,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
10795,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10796,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10797,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10798,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10799,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10800,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10801,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10802,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
10803,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
10804,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10805,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10806,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
10807,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10808,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10809,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10810,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
10811,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10812,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10813,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10814,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10815,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
10816,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10817,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10818,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
10819,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10820,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
10821,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10822,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10823,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10824,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
10825,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
10826,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10827,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
10828,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10829,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10830,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
10831,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
10832,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
10833,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
10834,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
10835,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
10836,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10837,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10838,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10839,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
10840,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10841,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10842,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
10843,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
10844,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10845,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
10846,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
10847,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10848,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10849,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
10850,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10851,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10852,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10853,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10854,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10855,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10856,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10857,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
10858,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
