Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQG_M_R
4723,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
4724,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
4725,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4726,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
4727,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Water
4728,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Grassland
4729,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
4730,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
4731,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
4732,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
4733,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
4734,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4735,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4736,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4737,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4738,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
4739,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4740,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
4741,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
4742,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
4743,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
4744,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
4745,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Forest
4746,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Water
4747,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4748,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4749,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4750,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4751,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
4752,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4753,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4754,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
4755,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
4756,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4757,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4758,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
4759,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
4760,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Grassland
4761,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4762,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
4763,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
4764,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
4765,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4766,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
4767,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
4768,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
4769,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4770,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
4771,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
4772,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
4773,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
4774,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
4775,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4776,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
4777,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
4778,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
4779,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
4780,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
4781,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
4782,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4783,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
4784,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
4785,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
4786,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4787,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4788,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
4789,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
4790,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4791,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4792,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4793,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4794,Bareland,Bareland,Water,NULL,Water,Grassland,Wetland,Forest
4795,Bareland,Bareland,Water,NULL,Water,Wetland,Wetland,Grassland
4796,Bareland,Bareland,Water,NULL,Water,Wetland,Water,Forest
4797,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Grassland
4798,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
4799,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
4800,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
4801,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
4802,Bareland,Bareland,Water,Non_Water,Water,Wetland,Water,Grassland
4803,Bareland,Bareland,Water,Non_Water,Water,Wetland,Water,Forest
4804,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Grassland
4805,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
4806,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
4807,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
4808,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Grassland
4809,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Water
4810,Bareland,Bareland,Water,Water,Water,Wetland,Water,Grassland
4811,Bareland,Bareland,Water,Water,Water,Wetland,Water,Forest
4812,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Grassland
4813,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
4814,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
4815,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
4816,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
4817,Bareland,Bareland,Water,Water,Water,Water,Wetland,Forest
4818,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
4819,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
4820,Bareland,Bareland,Water,Water,Water,Water,Water,Water
4821,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
4822,Bareland,Bareland,Water,Water,Water,Water,Forest,Water
4823,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4824,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4825,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
4826,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4827,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4828,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4829,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4830,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4831,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4832,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4833,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4834,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4835,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4836,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
4837,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4838,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
4839,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
4840,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4841,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4842,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4843,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4844,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4845,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
4846,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4847,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4848,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4849,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4850,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4851,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4852,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4853,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4854,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4855,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4856,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4857,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4858,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4859,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4860,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4861,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
4862,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4863,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4864,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4865,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4866,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4867,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4868,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4869,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4870,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4871,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4872,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4873,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
4874,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
4875,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
4876,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
4877,Bareland,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
4878,Bareland,Built-up,Water,Water,Water,Water,Water,Bareland
4879,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4880,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4881,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4882,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
4883,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4884,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4885,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4886,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4887,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4888,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4889,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4890,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4891,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4892,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4893,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4894,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4895,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4896,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4897,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4898,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4899,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4900,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4901,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4902,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4903,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
4904,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4905,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4906,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4907,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4908,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4909,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4910,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
4911,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4912,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4913,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4914,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4915,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4916,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4917,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
4918,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4919,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
4920,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
4921,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4922,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
4923,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4924,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
4925,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
4926,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4927,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4928,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4929,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
4930,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4931,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4932,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4933,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4934,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
4935,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4936,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4937,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4938,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4939,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
4940,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4941,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4942,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4943,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4944,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4945,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4946,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4947,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4948,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4949,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
4950,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4951,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
4952,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4953,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
4954,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4955,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4956,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4957,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4958,Bareland,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
4959,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4960,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4961,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
4962,Bareland,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
4963,Bareland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4964,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4965,Bareland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4966,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4967,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4968,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4969,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4970,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4971,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4972,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
4973,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4974,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4975,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4976,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4977,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4978,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4979,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4980,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4981,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4982,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4983,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4984,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
4985,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
4986,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4987,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
4988,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4989,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4990,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4991,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4992,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
4993,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4994,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4995,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
4996,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4997,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
4998,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
4999,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
5000,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
5001,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
5002,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
5003,Bareland,Water,Water,NULL,Water,Grassland,Wetland,Water
5004,Bareland,Water,Water,NULL,Water,Grassland,Wetland,Forest
5005,Bareland,Water,Water,NULL,Water,Grassland,Water,Bareland
5006,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
5007,Bareland,Water,Water,NULL,Water,Water,Wetland,Grassland
5008,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
5009,Bareland,Water,Water,NULL,Water,Water,Wetland,Forest
5010,Bareland,Water,Water,NULL,Water,Water,Water,Grassland
5011,Bareland,Water,Water,NULL,Water,Water,Water,Water
5012,Bareland,Water,Water,NULL,Water,Water,Water,Forest
5013,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Water
5014,Bareland,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5015,Bareland,Water,Water,Non_Water,Water,Bareland,Wetland,Water
5016,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Grassland
5017,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
5018,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Forest
5019,Bareland,Water,Water,Non_Water,Water,Water,Water,Grassland
5020,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
5021,Bareland,Water,Water,Non_Water,Water,Water,Water,Forest
5022,Bareland,Water,Water,Non_Water,Water,Water,Forest,Water
5023,Bareland,Water,Water,Water,Water,Grassland,Wetland,Grassland
5024,Bareland,Water,Water,Water,Water,Grassland,Wetland,Water
5025,Bareland,Water,Water,Water,Water,Grassland,Water,Water
5026,Bareland,Water,Water,Water,Water,Wetland,Wetland,Water
5027,Bareland,Water,Water,Water,Water,Wetland,Wetland,Forest
5028,Bareland,Water,Water,Water,Water,Wetland,Water,Water
5029,Bareland,Water,Water,Water,Water,Wetland,Water,Forest
5030,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
5031,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
5032,Bareland,Water,Water,Water,Water,Bareland,Forest,Grassland
5033,Bareland,Water,Water,Water,Water,Water,Wetland,Grassland
5034,Bareland,Water,Water,Water,Water,Water,Wetland,Water
5035,Bareland,Water,Water,Water,Water,Water,Wetland,Forest
5036,Bareland,Water,Water,Water,Water,Water,Water,Grassland
5037,Bareland,Water,Water,Water,Water,Water,Water,Bareland
5038,Bareland,Water,Water,Water,Water,Water,Water,Water
5039,Bareland,Water,Water,Water,Water,Water,Water,Forest
