Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVM_M_R
5850,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5851,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5852,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5853,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
5854,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5855,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5856,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5857,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
5858,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
5859,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Water
5860,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5861,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
5862,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
5863,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5864,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
5865,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
5866,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5867,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5868,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5869,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5870,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
5871,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Water
5872,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5873,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
5874,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
5875,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
5876,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
5877,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5878,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5879,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5880,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5881,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5882,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5883,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5884,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5885,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5886,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5887,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5888,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5889,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5890,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5891,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5892,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5893,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5894,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5895,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5896,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5897,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5898,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5899,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5900,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5901,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5902,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5903,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5904,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5905,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5906,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5907,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5908,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5909,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5910,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5911,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5912,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5913,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5914,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5915,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5916,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5917,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5918,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5919,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5920,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5921,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5922,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5923,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5924,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5925,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5926,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5927,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5928,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5929,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5930,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5931,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5932,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5933,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5934,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5935,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5936,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5937,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5938,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5939,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5940,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5941,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5942,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5943,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5944,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5945,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5946,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5947,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5948,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
5949,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5950,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
5951,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5952,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5953,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5954,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
5955,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5956,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5957,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5958,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5959,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5960,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5961,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5962,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5963,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
5964,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5965,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5966,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5967,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5968,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5969,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5970,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
5971,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5972,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
5975,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5976,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5977,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5978,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5979,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5980,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5981,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5982,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5983,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
5984,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5985,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5986,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5987,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5988,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5989,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5990,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5991,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
5992,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5993,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5994,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5995,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
5996,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5997,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
5998,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
5999,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
6000,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6001,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6002,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
6003,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6004,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6005,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
6006,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6007,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6008,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6009,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6010,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6011,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6012,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
6013,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6014,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6015,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6016,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6017,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6018,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6019,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6020,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6021,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6022,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6023,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
6024,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6025,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6026,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6027,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6028,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6029,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6030,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6031,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
6032,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6033,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6034,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6035,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6036,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6037,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6038,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6039,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6040,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6041,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6042,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6043,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
6044,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6045,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6046,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6047,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6048,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6049,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6050,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6051,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
6052,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6053,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6054,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
6055,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6056,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6057,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6058,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6059,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
6060,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6061,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6062,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6063,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6064,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
6065,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6066,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6067,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6068,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6069,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6070,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6071,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6072,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6073,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6074,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6075,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
6076,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6077,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6078,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6079,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6080,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
6081,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6082,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
6083,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
6084,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
6085,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
6086,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
6087,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6088,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
6089,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6090,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6091,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6092,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6093,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6094,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6095,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6096,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6097,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6098,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6099,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6100,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6101,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6102,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6103,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6104,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6105,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6106,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6107,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6108,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6109,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6110,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6111,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
6112,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6113,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6114,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6115,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6116,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6117,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6118,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6119,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6120,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6121,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6122,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
6123,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6124,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6125,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6126,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6127,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6128,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6129,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
6130,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6131,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6132,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6133,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6134,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
6135,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6136,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6137,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
6138,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6139,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6140,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6141,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6142,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
6143,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6144,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6145,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6146,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6147,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
6148,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6149,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6150,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6151,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6152,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6153,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6154,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
6155,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6156,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6157,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6158,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6159,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6160,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
