Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTH_M_R
5865,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5866,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5867,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5868,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5869,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
5870,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5871,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5872,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5873,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
5874,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5875,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5876,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5877,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5878,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5879,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5880,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
5881,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5882,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5883,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5884,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
5885,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5886,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
5887,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5888,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5889,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5890,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5891,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5892,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5893,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5894,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5895,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5896,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
5897,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
5898,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5899,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5900,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5901,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5902,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5903,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5904,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5905,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5906,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
5907,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5908,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5909,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5910,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5911,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5912,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5913,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5914,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5915,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5916,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5917,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5918,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5919,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5920,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
5921,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5922,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5923,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
5924,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
5925,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5926,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
5927,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5928,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5929,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5930,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5931,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5932,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5933,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5934,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5935,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5936,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5937,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5938,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5939,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5940,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5941,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5942,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
5943,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5944,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
5945,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5946,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5947,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5948,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
5949,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5950,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5951,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5952,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
5953,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
5954,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
5955,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5956,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5957,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5958,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5959,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5960,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5961,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5962,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5963,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5964,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5965,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5966,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5967,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5968,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5969,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5970,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5971,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5972,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5973,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5974,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5975,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5976,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5977,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5978,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5979,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5980,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5981,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5982,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5983,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5984,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5985,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5986,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5987,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5988,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5989,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5990,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5991,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5992,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5993,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5994,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5995,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5996,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5997,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5998,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5999,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6000,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6001,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
6002,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6003,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6004,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6005,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6006,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6007,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6008,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6009,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6010,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6011,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6012,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6013,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6014,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6015,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6016,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6017,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6018,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
6019,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6020,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6021,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6022,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6023,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6024,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6025,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6026,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6027,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6028,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6029,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6030,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6031,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6032,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6033,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6034,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6035,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6036,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6037,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6038,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6039,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6040,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6041,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6042,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6043,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6044,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6045,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6046,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6047,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6048,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6049,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
6050,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6051,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6052,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6053,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6054,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6055,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6056,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6057,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6058,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
6059,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6060,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6061,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6062,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
6063,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6064,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
6065,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
6066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
6067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6069,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6070,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6071,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6072,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6073,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6074,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
6075,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6076,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6077,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6078,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6079,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6080,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6081,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6082,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6083,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6084,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
6085,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
6086,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6087,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
6088,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
6089,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6090,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6091,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
6092,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
6093,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
6094,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
6095,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6096,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6097,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6098,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6099,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6100,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6101,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6102,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6103,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6104,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6105,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6106,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6107,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6108,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6109,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6110,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6111,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6112,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6113,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6114,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6115,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6116,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6117,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6118,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6119,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6120,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6121,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6122,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6123,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6124,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6125,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6126,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6127,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6128,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6129,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6130,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6131,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6132,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6133,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6134,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6135,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6136,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6137,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6138,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6139,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6140,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6141,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6142,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6143,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6144,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6145,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6146,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6147,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6148,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6149,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6150,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6151,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6152,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6153,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6154,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6155,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6156,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6157,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6158,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6159,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6160,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6161,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6162,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6163,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6164,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6165,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6166,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6167,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6168,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6169,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6170,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6171,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6172,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6173,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6174,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6175,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6176,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
