Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUP_M_R
2528,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Grassland
2529,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Wetland
2530,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Grassland
2531,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Wetland
2532,Permanent_ice_and_snow,Wetland,Cropland,Water,Non_Wetland,Wetland
2533,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland
2534,Permanent_ice_and_snow,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2535,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Grassland
2536,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2537,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2538,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2539,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water
2540,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2541,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2542,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2543,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Bareland
2544,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Water
2545,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
2546,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
2547,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2548,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland
2549,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland
2550,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
2551,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
2552,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2553,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water
2554,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2555,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2556,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Water
2557,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Wetland
2558,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
2559,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
2560,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Grassland
2561,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Bareland
2562,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Water
2563,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
2564,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland
2565,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
2566,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water
2567,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Permanent_ice_and_snow
2568,Permanent_ice_and_snow,Bareland,Water,Water,Water,Grassland
2569,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
2570,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2571,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2572,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2573,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2574,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
2575,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland
2576,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Water
2577,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2578,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2579,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2580,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2581,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2582,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
2583,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,Bareland
2584,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
2585,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Cropland
2586,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
2587,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up
2588,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
2589,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland
2590,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
2591,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
2592,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Built-up
2593,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Water
2594,Permanent_ice_and_snow,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2595,Permanent_ice_and_snow,Built-up,Bareland,Water,Non_Wetland,Bareland
2596,Permanent_ice_and_snow,Built-up,Bareland,Water,Non_Wetland,Water
2597,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
2598,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2599,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,Bareland
2600,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
2601,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Cropland
2602,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Wetland
2603,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
2604,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
2605,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Built-up
2606,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
2607,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Grassland
2608,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Wetland
2609,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
2610,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water
2611,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland
2612,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
2613,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water
2614,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland
2615,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2616,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
2617,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
2618,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
2619,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
2620,Permanent_ice_and_snow,Water,Water,NULL,NULL,Permanent_ice_and_snow
2621,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
2622,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
2623,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland
2624,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
2625,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2626,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2627,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2628,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
2629,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
2630,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2631,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
2632,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2633,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2634,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2635,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2636,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
2637,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
2638,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Water
2639,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
2640,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2641,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,Bareland
2642,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
2643,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2644,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2645,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2646,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2647,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
2648,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
2649,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
2650,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2651,Permanent_ice_and_snow,Forest,Water,NULL,NULL,Grassland
2652,Permanent_ice_and_snow,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2653,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2654,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2655,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2656,Forest,NULL,NULL,NULL,Non_Wetland,Water
2657,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2658,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2659,Forest,NULL,NULL,Water,Non_Wetland,Water
2660,Forest,NULL,NULL,Water,Non_Wetland,Forest
2661,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2663,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2664,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2665,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2666,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2667,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2668,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2669,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2670,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2671,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2672,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2673,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
2674,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2675,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2676,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2677,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2678,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2679,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2680,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2681,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
2682,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2683,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2684,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2685,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2686,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2687,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2688,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2689,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2690,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2691,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2692,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2693,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2694,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2695,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2696,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2697,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2698,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2699,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2700,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2701,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2702,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2703,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2704,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2705,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2706,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2707,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2708,Forest,NULL,Wetland,NULL,Wetland,NULL
2709,Forest,NULL,Wetland,NULL,Wetland,Grassland
2710,Forest,NULL,Wetland,NULL,Wetland,Wetland
2711,Forest,NULL,Wetland,NULL,Wetland,Bareland
2712,Forest,NULL,Wetland,NULL,Wetland,Water
2713,Forest,NULL,Wetland,NULL,Wetland,Forest
2714,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2715,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2716,Forest,NULL,Wetland,Water,Wetland,Grassland
2717,Forest,NULL,Wetland,Water,Wetland,Wetland
2718,Forest,NULL,Wetland,Water,Wetland,Bareland
2719,Forest,NULL,Wetland,Water,Wetland,Water
2720,Forest,NULL,Wetland,Water,Wetland,Forest
2721,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2722,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2723,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2724,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2725,Forest,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2726,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2727,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2728,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2729,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2730,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2731,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2732,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2733,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2734,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2735,Forest,NULL,Built-up,NULL,Non_Wetland,Water
2736,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2737,Forest,NULL,Water,NULL,NULL,Grassland
2738,Forest,NULL,Water,NULL,NULL,Bareland
2739,Forest,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2740,Forest,NULL,Water,NULL,Water,Grassland
2741,Forest,NULL,Water,NULL,Water,Cropland
2742,Forest,NULL,Water,NULL,Water,Wetland
2743,Forest,NULL,Water,NULL,Water,Bareland
2744,Forest,NULL,Water,NULL,Water,Water
2745,Forest,NULL,Water,NULL,Water,Permanent_ice_and_snow
2746,Forest,NULL,Water,NULL,Water,Forest
2747,Forest,NULL,Water,Non_Water,Water,Wetland
2748,Forest,NULL,Water,Non_Water,Water,Bareland
2749,Forest,NULL,Water,Water,Water,NULL
2750,Forest,NULL,Water,Water,Water,Grassland
2751,Forest,NULL,Water,Water,Water,Cropland
2752,Forest,NULL,Water,Water,Water,Wetland
2753,Forest,NULL,Water,Water,Water,Water
2754,Forest,NULL,Water,Water,Water,Forest
2755,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2756,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2757,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2758,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2759,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2760,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2761,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2762,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2763,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2764,Forest,NULL,Forest,NULL,Non_Wetland,Water
2765,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2766,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2767,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2768,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2769,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2770,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2771,Forest,NULL,Forest,Water,Non_Wetland,Water
2772,Forest,NULL,Forest,Water,Non_Wetland,Forest
2773,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2774,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2775,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2776,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2777,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2778,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2779,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2780,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2781,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2782,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2783,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2784,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2785,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2786,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2787,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2788,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2789,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2790,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2791,Forest,Cropland,Wetland,NULL,Wetland,Forest
2792,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2793,Forest,Cropland,Wetland,Water,Wetland,Wetland
2794,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2795,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2796,Forest,Cropland,Water,Non_Water,Water,Wetland
2797,Forest,Cropland,Water,Water,Water,Wetland
2798,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2799,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2800,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2801,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2802,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2803,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2804,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2805,Forest,Wetland,NULL,NULL,Non_Wetland,Water
2806,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2807,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2808,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2809,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2810,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2811,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2812,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2813,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2814,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2815,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2816,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2817,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2818,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2819,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2820,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
2821,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2822,Forest,Wetland,Grassland,NULL,Non_Wetland,Built-up
2823,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
2824,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2825,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2826,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2827,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2828,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2829,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2830,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
2831,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2832,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
2833,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2834,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2835,Forest,Wetland,Wetland,NULL,Wetland,Water
2836,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2837,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2838,Forest,Wetland,Wetland,Water,Wetland,Grassland
2839,Forest,Wetland,Wetland,Water,Wetland,Wetland
2840,Forest,Wetland,Wetland,Water,Wetland,Water
2841,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2842,Forest,Wetland,Bareland,Water,Non_Wetland,NULL
2843,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland
2844,Forest,Wetland,Water,NULL,Water,Grassland
2845,Forest,Wetland,Water,NULL,Water,Wetland
2846,Forest,Wetland,Water,NULL,Water,Water
2847,Forest,Wetland,Water,NULL,Water,Forest
2848,Forest,Wetland,Water,Non_Water,Water,Grassland
2849,Forest,Wetland,Water,Non_Water,Water,Wetland
2850,Forest,Wetland,Water,Non_Water,Water,Water
2851,Forest,Wetland,Water,Water,Water,Grassland
2852,Forest,Wetland,Water,Water,Water,Wetland
2853,Forest,Wetland,Water,Water,Water,Water
2854,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2855,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2856,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2857,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2858,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2859,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2860,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2861,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2862,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2863,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2864,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2865,Forest,Wetland,Forest,Water,Non_Wetland,Water
2866,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
2867,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
2868,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2869,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2870,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
2871,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2872,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2873,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2874,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2875,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2876,Forest,Bareland,Water,NULL,NULL,Grassland
2877,Forest,Bareland,Water,NULL,NULL,Bareland
2878,Forest,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
2879,Forest,Bareland,Water,NULL,Water,Grassland
2880,Forest,Bareland,Water,NULL,Water,Bareland
2881,Forest,Bareland,Water,NULL,Water,Permanent_ice_and_snow
2882,Forest,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2883,Forest,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2884,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2885,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2886,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2887,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2888,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2889,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2890,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
2891,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2892,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2893,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2894,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2895,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2896,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
2897,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2898,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2899,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2900,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2901,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2902,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2903,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2904,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2905,Forest,Built-up,Wetland,Water,Wetland,Forest
2906,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2907,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
