Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R
2523,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
2524,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
2525,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland
2526,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2527,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2528,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2529,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2530,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2531,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2532,Forest,Cropland,Wetland,NULL,Wetland,NULL
2533,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2534,Forest,Cropland,Wetland,NULL,Wetland,Forest
2535,Forest,Cropland,Wetland,Water,Wetland,Forest
2536,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2537,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2538,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2539,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2540,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2541,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2542,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2543,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2544,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2545,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2546,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2547,Forest,Cropland,Water,NULL,Water,Grassland
2548,Forest,Cropland,Water,NULL,Water,Bareland
2549,Forest,Cropland,Water,NULL,Water,Water
2550,Forest,Cropland,Water,NULL,Water,Forest
2551,Forest,Cropland,Water,Non_Water,Water,Grassland
2552,Forest,Cropland,Water,Water,Water,Grassland
2553,Forest,Cropland,Water,Water,Water,Forest
2554,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2555,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2556,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2557,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2558,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2559,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2560,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2561,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
2562,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2563,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2564,Forest,Cropland,Forest,Water,Non_Wetland,Water
2565,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2566,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2567,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2568,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2569,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2570,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2571,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2572,Forest,Wetland,Water,Non_Water,Water,Forest
2573,Forest,Wetland,Water,Water,Water,Forest
2574,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2575,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2576,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2577,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2578,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2579,Forest,Bareland,NULL,NULL,Non_Wetland,NULL
2580,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
2581,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
2582,Forest,Bareland,NULL,Non_Water,Non_Wetland,Grassland
2583,Forest,Bareland,NULL,Non_Water,Non_Wetland,Bareland
2584,Forest,Bareland,NULL,Water,Non_Wetland,Bareland
2585,Forest,Bareland,NULL,Water,Non_Wetland,Forest
2586,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
2587,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2588,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
2589,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2590,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
2591,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2592,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2593,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2594,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2595,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2596,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland
2597,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
2598,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
2599,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
2600,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2601,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2602,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2603,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2604,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2605,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water
2606,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Forest
2607,Forest,Bareland,Grassland,Water,Non_Wetland,Grassland
2608,Forest,Bareland,Grassland,Water,Non_Wetland,Water
2609,Forest,Bareland,Grassland,Water,Non_Wetland,Forest
2610,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2611,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2612,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2613,Forest,Bareland,Cropland,Water,Non_Wetland,Forest
2614,Forest,Bareland,Wetland,NULL,Wetland,Grassland
2615,Forest,Bareland,Wetland,Water,Wetland,Grassland
2616,Forest,Bareland,Wetland,Water,Wetland,Water
2617,Forest,Bareland,Wetland,Water,Wetland,Forest
2618,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2619,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2620,Forest,Bareland,Bareland,NULL,Non_Wetland,Water
2621,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2622,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2623,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2624,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
2625,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
2626,Forest,Bareland,Bareland,Water,Non_Wetland,Water
2627,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
2628,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2629,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water
2630,Forest,Bareland,Built-up,Water,Non_Wetland,Grassland
2631,Forest,Bareland,Built-up,Water,Non_Wetland,Water
2632,Forest,Bareland,Built-up,Water,Non_Wetland,Forest
2633,Forest,Bareland,Water,NULL,Water,Grassland
2634,Forest,Bareland,Water,NULL,Water,Water
2635,Forest,Bareland,Water,NULL,Water,Forest
2636,Forest,Bareland,Water,Non_Water,Water,Grassland
2637,Forest,Bareland,Water,Non_Water,Water,Bareland
2638,Forest,Bareland,Water,Non_Water,Water,Water
2639,Forest,Bareland,Water,Non_Water,Water,Forest
2640,Forest,Bareland,Water,Water,Water,Grassland
2641,Forest,Bareland,Water,Water,Water,Water
2642,Forest,Bareland,Water,Water,Water,Forest
2643,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2644,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2645,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2646,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
2647,Forest,Bareland,Forest,NULL,Non_Wetland,Water
2648,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2649,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2650,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2651,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2652,Forest,Bareland,Forest,Water,Non_Wetland,Grassland
2653,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
2654,Forest,Bareland,Forest,Water,Non_Wetland,Water
2655,Forest,Bareland,Forest,Water,Non_Wetland,Forest
2656,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2657,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2658,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2659,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
2660,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2661,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2662,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland
2663,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest
2664,Forest,Built-up,NULL,Water,Non_Wetland,Bareland
2665,Forest,Built-up,NULL,Water,Non_Wetland,Forest
2666,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2667,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2668,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2671,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
2672,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2673,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2674,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2675,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2676,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2677,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2678,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2679,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2680,Forest,Built-up,Grassland,NULL,Non_Wetland,Water
2681,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2682,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
2683,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Water
2684,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2685,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland
2686,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
2687,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2688,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2689,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2690,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2691,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2692,Forest,Built-up,Wetland,NULL,Wetland,Forest
2693,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2694,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2695,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2696,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2697,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2698,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2699,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2700,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2701,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2702,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2703,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2704,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2705,Forest,Built-up,Built-up,Water,Non_Wetland,Forest
2706,Forest,Built-up,Water,NULL,Water,Grassland
2707,Forest,Built-up,Water,NULL,Water,Cropland
2708,Forest,Built-up,Water,NULL,Water,Bareland
2709,Forest,Built-up,Water,NULL,Water,Water
2710,Forest,Built-up,Water,NULL,Water,Forest
2711,Forest,Built-up,Water,Non_Water,Water,Forest
2712,Forest,Built-up,Water,Water,Water,Grassland
2713,Forest,Built-up,Water,Water,Water,Bareland
2714,Forest,Built-up,Water,Water,Water,Water
2715,Forest,Built-up,Water,Water,Water,Forest
2716,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2717,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2718,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2719,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2720,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2721,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2722,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2723,Forest,Built-up,Forest,Non_Water,Non_Wetland,Cropland
2724,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water
2725,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2726,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2727,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2728,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2729,Forest,Water,NULL,NULL,Non_Wetland,Built-up
2730,Forest,Water,NULL,NULL,Non_Wetland,Water
2731,Forest,Water,NULL,NULL,Non_Wetland,Forest
2732,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
2733,Forest,Water,NULL,Non_Water,Non_Wetland,Water
2734,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2735,Forest,Water,NULL,Water,Non_Wetland,Grassland
2736,Forest,Water,NULL,Water,Non_Wetland,Bareland
2737,Forest,Water,NULL,Water,Non_Wetland,Forest
2738,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2739,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2740,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2741,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2742,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2743,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2744,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2745,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2746,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2747,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2748,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2749,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2750,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2751,Forest,Water,Shrubland,Water,Non_Wetland,Water
2752,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2753,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2754,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2755,Forest,Water,Grassland,NULL,Non_Wetland,Water
2756,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2757,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2758,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2759,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
2760,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2761,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2762,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2763,Forest,Water,Grassland,Water,Non_Wetland,Water
2764,Forest,Water,Grassland,Water,Non_Wetland,Forest
2765,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2766,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2767,Forest,Water,Cropland,NULL,Non_Wetland,Water
2768,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2769,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2770,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2771,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2772,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2773,Forest,Water,Cropland,Water,Non_Wetland,Water
2774,Forest,Water,Cropland,Water,Non_Wetland,Forest
2775,Forest,Water,Wetland,NULL,Wetland,Grassland
2776,Forest,Water,Wetland,NULL,Wetland,Bareland
2777,Forest,Water,Wetland,NULL,Wetland,Water
2778,Forest,Water,Wetland,NULL,Wetland,Forest
2779,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2780,Forest,Water,Wetland,Non_Water,Wetland,Water
2781,Forest,Water,Wetland,Non_Water,Wetland,Forest
2782,Forest,Water,Wetland,Water,Wetland,Grassland
2783,Forest,Water,Wetland,Water,Wetland,Bareland
2784,Forest,Water,Wetland,Water,Wetland,Water
2785,Forest,Water,Wetland,Water,Wetland,Forest
2786,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2787,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2788,Forest,Water,Bareland,NULL,Non_Wetland,Water
2789,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2790,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2791,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2792,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2793,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2794,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2795,Forest,Water,Bareland,Water,Non_Wetland,Water
2796,Forest,Water,Bareland,Water,Non_Wetland,Forest
2797,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2798,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2799,Forest,Water,Built-up,NULL,Non_Wetland,Built-up
2800,Forest,Water,Built-up,NULL,Non_Wetland,Water
2801,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2802,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
2803,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
2804,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
2805,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2806,Forest,Water,Built-up,Water,Non_Wetland,Water
2807,Forest,Water,Water,NULL,Water,NULL
2808,Forest,Water,Water,NULL,Water,Grassland
2809,Forest,Water,Water,NULL,Water,Bareland
2810,Forest,Water,Water,NULL,Water,Water
2811,Forest,Water,Water,NULL,Water,Forest
2812,Forest,Water,Water,Non_Water,Water,Grassland
2813,Forest,Water,Water,Non_Water,Water,Bareland
2814,Forest,Water,Water,Non_Water,Water,Water
2815,Forest,Water,Water,Non_Water,Water,Forest
2816,Forest,Water,Water,Water,Water,Grassland
2817,Forest,Water,Water,Water,Water,Bareland
2818,Forest,Water,Water,Water,Water,Water
2819,Forest,Water,Water,Water,Water,Forest
2820,Forest,Water,Forest,NULL,Non_Wetland,NULL
2821,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2822,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2823,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2824,Forest,Water,Forest,NULL,Non_Wetland,Built-up
2825,Forest,Water,Forest,NULL,Non_Wetland,Water
2826,Forest,Water,Forest,NULL,Non_Wetland,Forest
2827,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2828,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2829,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2830,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2831,Forest,Water,Forest,Water,Non_Wetland,Grassland
2832,Forest,Water,Forest,Water,Non_Wetland,Bareland
2833,Forest,Water,Forest,Water,Non_Wetland,Water
2834,Forest,Water,Forest,Water,Non_Wetland,Forest
2835,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2836,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2837,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2838,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2839,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2840,Forest,Forest,NULL,NULL,Non_Wetland,Water
2841,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2842,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2843,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
2844,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
2845,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2846,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2847,Forest,Forest,NULL,Water,Non_Wetland,Water
2848,Forest,Forest,NULL,Water,Non_Wetland,Forest
2849,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2850,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2851,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2852,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2853,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2854,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2855,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2856,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2857,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2858,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2859,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
2860,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2861,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2862,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2863,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2864,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2865,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2866,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2867,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2868,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2869,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2870,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2871,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2872,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2873,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2874,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2875,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2876,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2877,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2878,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2879,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2880,Forest,Forest,Grassland,Water,Non_Wetland,Water
2881,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2882,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2883,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2884,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2885,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2886,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2887,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2888,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2889,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2890,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2891,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2892,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2893,Forest,Forest,Cropland,Water,Non_Wetland,Water
2894,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2895,Forest,Forest,Wetland,NULL,Wetland,NULL
2896,Forest,Forest,Wetland,NULL,Wetland,Grassland
2897,Forest,Forest,Wetland,NULL,Wetland,Cropland
2898,Forest,Forest,Wetland,NULL,Wetland,Wetland
2899,Forest,Forest,Wetland,NULL,Wetland,Water
2900,Forest,Forest,Wetland,NULL,Wetland,Forest
2901,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2902,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2903,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2904,Forest,Forest,Wetland,Non_Water,Wetland,Water
2905,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2906,Forest,Forest,Wetland,Water,Wetland,Grassland
2907,Forest,Forest,Wetland,Water,Wetland,Water
2908,Forest,Forest,Wetland,Water,Wetland,Forest
2909,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2910,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2911,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2912,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2913,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2914,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2915,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2916,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2917,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2918,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2919,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2920,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2921,Forest,Forest,Bareland,Water,Non_Wetland,Water
2922,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2923,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2924,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2925,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2926,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2927,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2928,Forest,Forest,Built-up,NULL,Non_Wetland,Water
2929,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2930,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2931,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2932,Forest,Forest,Built-up,Non_Water,Non_Wetland,Built-up
2933,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
2934,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2935,Forest,Forest,Built-up,Water,Non_Wetland,Water
2936,Forest,Forest,Water,NULL,Water,NULL
2937,Forest,Forest,Water,NULL,Water,Grassland
2938,Forest,Forest,Water,NULL,Water,Bareland
2939,Forest,Forest,Water,NULL,Water,Water
2940,Forest,Forest,Water,NULL,Water,Forest
2941,Forest,Forest,Water,Non_Water,Water,NULL
2942,Forest,Forest,Water,Non_Water,Water,Grassland
2943,Forest,Forest,Water,Non_Water,Water,Bareland
2944,Forest,Forest,Water,Non_Water,Water,Water
2945,Forest,Forest,Water,Non_Water,Water,Forest
2946,Forest,Forest,Water,Water,Water,NULL
2947,Forest,Forest,Water,Water,Water,Grassland
2948,Forest,Forest,Water,Water,Water,Bareland
2949,Forest,Forest,Water,Water,Water,Water
2950,Forest,Forest,Water,Water,Water,Forest
2951,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2952,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2953,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2954,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2955,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2956,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2957,Forest,Forest,Forest,NULL,Non_Wetland,Water
2958,Forest,Forest,Forest,NULL,Non_Wetland,Forest
