Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRR_M_R
14324,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14325,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
14326,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
14327,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14328,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14329,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14330,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14331,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
14332,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
14333,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
14334,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14335,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14336,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14337,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
14338,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
14339,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14340,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14341,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
14342,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14343,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14344,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
14345,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
14346,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
14347,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14348,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14349,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14350,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
14351,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
14352,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
14353,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
14354,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14355,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14356,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14357,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14358,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14359,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14360,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14361,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
14362,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14363,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14364,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14365,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14366,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14367,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
14368,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14369,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14370,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14371,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14372,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14373,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
14374,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
14375,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14376,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14377,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14378,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
14379,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14380,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14381,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14382,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
14383,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14384,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14385,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14386,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14387,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14388,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14389,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14390,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14391,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
14392,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14393,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14394,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14395,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14396,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14397,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14398,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
14399,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
14400,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
14401,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14402,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14403,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
14404,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14405,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
14406,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
14407,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14408,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14409,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
14410,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14411,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14412,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
14413,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
14414,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
14415,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14416,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
14417,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
14418,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
14419,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
14420,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
14421,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14422,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14423,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14424,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14425,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14426,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14427,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14428,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14429,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
14430,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14431,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14432,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
14433,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14434,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
14435,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14436,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14437,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
14438,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14439,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14440,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14441,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14442,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14443,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14444,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
14445,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14446,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14447,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14448,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14449,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14450,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
14451,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
14452,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
14453,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
14454,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
14455,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14456,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14457,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14458,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14459,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
14460,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
14461,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14462,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14463,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14464,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14465,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14466,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14467,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14468,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14469,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14470,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14471,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14472,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14473,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14474,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
14475,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14476,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14477,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
14478,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
14479,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
14480,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
14481,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14482,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
14483,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
14484,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
14485,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14486,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
14487,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
14488,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
14489,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
14490,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
14491,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14492,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14493,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
14494,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14495,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14496,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14497,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14498,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14499,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14500,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14501,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14502,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14503,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14504,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14505,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14506,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14507,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
14508,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14509,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
14510,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
14511,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
14512,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
14513,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14514,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
14515,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
14516,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
14517,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14518,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
14519,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14520,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
14521,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14522,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14523,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
14524,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
14525,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14526,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
14527,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14528,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
14529,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Built-up
14530,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14531,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
14532,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14533,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
14534,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
14535,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
14536,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14537,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
14538,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14539,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
14540,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14541,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
14542,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
14543,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
14544,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14545,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
14546,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
14547,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
14548,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
14549,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
14550,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
14551,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14552,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14553,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14554,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14555,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14556,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14557,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14558,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14559,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14560,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14561,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14562,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14563,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
14564,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
14565,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14566,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14567,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
14568,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
14569,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
14570,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
14571,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14572,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
14573,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
14574,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14575,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
14576,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14577,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
14578,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
14579,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
14580,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
14581,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
14582,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
14583,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14584,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
14585,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
14586,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
14587,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
14588,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14589,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14590,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14591,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14592,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14593,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
14594,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14595,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14596,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14597,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
14598,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
14599,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
14600,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14601,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14602,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
14603,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14604,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14605,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14606,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14607,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14608,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14609,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14610,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
14611,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
14612,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
14613,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
14614,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14615,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14616,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14617,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
