Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMA_M_R
4086,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
4087,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4088,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4089,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4090,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
4091,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
4092,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4093,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4094,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4095,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4096,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4097,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4098,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4099,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
4100,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4101,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4102,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4103,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4104,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4105,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4106,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4107,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4108,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4109,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4110,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4111,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4112,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4113,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
4114,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
4115,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
4116,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4117,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4118,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
4119,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
4120,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
4121,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
4122,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
4123,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
4124,Water,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4125,Water,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4126,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4127,Water,Bareland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4128,Water,Bareland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4129,Water,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4130,Water,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Bareland
4131,Water,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Water
4132,Water,Bareland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4133,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
4134,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
4135,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
4136,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4137,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
4138,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4139,Water,Bareland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4140,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4141,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Bareland
4142,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
4143,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4144,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
4145,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
4146,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
4147,Water,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4148,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4149,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4150,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
4151,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
4152,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
4153,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
4154,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
4155,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
4156,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
4157,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
4158,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
4159,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4160,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
4161,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4162,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
4163,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
4164,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Water
4165,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4166,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4167,Water,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4168,Water,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Water
4169,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4170,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Water
4171,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4172,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
4173,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
4174,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
4175,Water,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4176,Water,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Water
4177,Water,Bareland,Water,NULL,Water,Grassland,Water,Grassland
4178,Water,Bareland,Water,NULL,Water,Grassland,Water,Water
4179,Water,Bareland,Water,NULL,Water,Wetland,Water,Grassland
4180,Water,Bareland,Water,NULL,Water,Wetland,Water,Water
4181,Water,Bareland,Water,NULL,Water,Water,Water,Grassland
4182,Water,Bareland,Water,Non_Water,Water,Wetland,Water,Grassland
4183,Water,Bareland,Water,Non_Water,Water,Wetland,Water,Water
4184,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
4185,Water,Bareland,Water,Non_Water,Water,Water,Water,Wetland
4186,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
4187,Water,Bareland,Water,Water,Water,NULL,Water,Wetland
4188,Water,Bareland,Water,Water,Water,Grassland,Water,Grassland
4189,Water,Bareland,Water,Water,Water,Grassland,Water,Wetland
4190,Water,Bareland,Water,Water,Water,Grassland,Water,Bareland
4191,Water,Bareland,Water,Water,Water,Grassland,Water,Water
4192,Water,Bareland,Water,Water,Water,Wetland,Water,Grassland
4193,Water,Bareland,Water,Water,Water,Wetland,Water,Wetland
4194,Water,Bareland,Water,Water,Water,Wetland,Water,Bareland
4195,Water,Bareland,Water,Water,Water,Wetland,Water,Water
4196,Water,Bareland,Water,Water,Water,Wetland,Water,Forest
4197,Water,Bareland,Water,Water,Water,Bareland,Built-up,Water
4198,Water,Bareland,Water,Water,Water,Bareland,Water,Water
4199,Water,Bareland,Water,Water,Water,Built-up,Water,Water
4200,Water,Bareland,Water,Water,Water,Water,Water,Grassland
4201,Water,Bareland,Water,Water,Water,Water,Water,Wetland
4202,Water,Bareland,Water,Water,Water,Water,Water,Bareland
4203,Water,Bareland,Water,Water,Water,Water,Water,Water
4204,Water,Bareland,Water,Water,Water,Water,Water,Forest
4205,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4206,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
4207,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Water
4208,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4209,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4210,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4211,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4212,Water,Bareland,Forest,Water,Non_Wetland,Grassland,Water,Water
4213,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
4214,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4215,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4216,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4217,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4218,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4219,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4220,Water,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4221,Water,Built-up,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4222,Water,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4223,Water,Built-up,NULL,Water,Non_Wetland,Wetland,Water,Forest
4224,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4225,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4226,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4227,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4228,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
4229,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4230,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4231,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4232,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4233,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4234,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
4235,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4236,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4237,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4238,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4239,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
4240,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
4241,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4242,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
4243,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4244,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4245,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4246,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Water
4247,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4248,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
4249,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4250,Water,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4251,Water,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
4252,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4253,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4254,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
4255,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4256,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
4257,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
4258,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4259,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
4260,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Forest
4261,Water,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Grassland
4262,Water,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
4263,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
4264,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
4265,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
4266,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
4267,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
4268,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
4269,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
4270,Water,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
4271,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
4272,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4273,Water,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Water,Water
4274,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
4275,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
4276,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Forest
4277,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
4278,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4279,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4280,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4281,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4282,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4283,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4284,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
4285,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4286,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4287,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
4288,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
4289,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
4290,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
4291,Water,Built-up,Water,Water,Water,Wetland,Bareland,Forest
4292,Water,Built-up,Water,Water,Water,Wetland,Water,Water
4293,Water,Built-up,Water,Water,Water,Bareland,Water,Water
4294,Water,Built-up,Water,Water,Water,Water,Wetland,Forest
4295,Water,Built-up,Water,Water,Water,Water,Built-up,Bareland
4296,Water,Built-up,Water,Water,Water,Water,Water,Bareland
4297,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4298,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4299,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4300,Water,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4301,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4302,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4303,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4304,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4305,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4306,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4307,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4308,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4309,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4310,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4311,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4312,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4313,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
4314,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4315,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4316,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4317,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4318,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4319,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
4320,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4321,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
4322,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4323,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4324,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4325,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4326,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4327,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4328,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4329,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4330,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4331,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4332,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4333,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4334,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4335,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4336,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4337,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4338,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4339,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4340,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4341,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4342,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4343,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4344,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4345,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4346,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4347,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4348,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4349,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4350,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4351,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4352,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4353,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4354,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4355,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4356,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4357,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4358,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
4359,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4360,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4361,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4362,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4363,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Bareland
4364,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
4365,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4366,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4367,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4368,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4369,Water,Water,NULL,Water,Non_Wetland,Wetland,Built-up,Grassland
4370,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4371,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4372,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
4373,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
4374,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
4375,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4376,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4377,Water,Water,NULL,Water,Non_Wetland,Built-up,Wetland,Forest
4378,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4379,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4380,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4381,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4382,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
4383,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4384,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
4385,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4386,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4387,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
4388,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4389,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4390,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4391,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4392,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4393,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4394,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4395,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4396,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4397,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4398,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4399,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4400,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4401,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4402,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4403,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4404,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4405,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4406,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4407,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4408,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
4409,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4410,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4411,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4412,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4413,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
