Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRK_M_R
5982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
5983,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5984,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5985,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5986,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5987,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
5988,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5989,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
5990,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5991,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5992,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5993,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5994,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5995,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5996,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5997,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5998,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
5999,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
6000,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6001,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
6002,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
6003,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
6004,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
6005,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6006,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6007,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6008,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
6009,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6010,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6011,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6012,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
6013,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6014,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
6015,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6016,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6017,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6018,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6019,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
6020,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6021,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6022,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6023,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6024,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6025,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
6026,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6027,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6028,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6029,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6030,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
6031,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
6032,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
6033,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6034,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6035,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
6036,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6037,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
6038,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
6039,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
6040,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6041,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
6042,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
6043,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
6044,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6045,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
6046,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
6047,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
6048,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6049,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
6050,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
6051,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
6052,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
6053,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
6054,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Bareland
6055,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
6056,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Cropland
6057,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
6058,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Bareland
6059,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
6060,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Cropland
6061,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
6062,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Bareland
6063,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Water
6064,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Bareland,Grassland
6065,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
6066,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Bareland
6067,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6068,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
6069,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Bareland
6070,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
6071,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6072,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Cropland
6073,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
6074,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
6075,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
6076,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6077,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
6078,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6079,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
6080,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
6081,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6082,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6083,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
6084,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6085,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6086,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
6087,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
6088,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
6089,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6090,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6091,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Cropland
6092,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
6093,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6094,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6095,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6096,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
6097,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
6098,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6099,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
6100,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
6101,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6102,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6103,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6104,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
6105,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6106,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6107,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6108,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6109,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6110,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6111,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
6112,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
6113,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6114,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
6115,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
6116,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6117,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6118,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
6119,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6120,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6121,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6122,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6123,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6124,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6125,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6126,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6127,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6128,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6129,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6130,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6131,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
6132,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6133,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6134,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6135,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6136,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6137,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6138,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6139,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
6140,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Bareland
6141,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6142,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6143,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
6144,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6145,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6146,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6147,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6148,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6149,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6150,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6151,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6152,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6153,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6154,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6155,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6156,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6157,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6158,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6159,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
6160,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6161,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6162,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6163,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
6164,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
6165,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6166,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6167,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
6168,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
6169,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6170,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6171,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6172,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6173,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
6174,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6175,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6176,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6177,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6178,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6179,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6180,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6181,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6182,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
6183,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6184,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6185,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
6186,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
6187,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
6188,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
6189,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
6190,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Bareland
6191,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Water
6192,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
6193,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6194,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
6195,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
6196,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
6197,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
6198,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
6199,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
6200,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Cropland
6201,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Bareland
6202,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
6203,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Bareland
6204,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
6205,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Cropland
6206,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Bareland
6207,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Water,Grassland
6208,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
6209,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
6210,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6211,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6212,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
6213,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
6214,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
6215,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
6216,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
6217,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
6218,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
6219,Bareland,NULL,Grassland,Water,Non_Wetland,Water,NULL,Grassland
6220,Bareland,NULL,Grassland,Water,Non_Wetland,Water,NULL,Bareland
6221,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6222,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
6223,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6224,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
6225,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
6226,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6227,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6228,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6229,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6230,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6231,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6232,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6233,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6234,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6235,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
6236,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6237,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6238,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
6239,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6240,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6241,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
6242,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6243,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6244,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6245,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6246,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6247,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6248,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6249,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6250,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
6251,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6252,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6253,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6254,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6255,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6256,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6257,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6258,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6259,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6260,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6261,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
6262,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
6263,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6264,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6265,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6266,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6267,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6268,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6269,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6270,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6271,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
6272,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
6273,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
6274,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
6275,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
6276,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
6277,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Wetland
6278,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Bareland
6279,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
6280,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
6281,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
6282,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Wetland
6283,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
6284,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
6285,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
6286,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6287,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
6288,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
6289,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6290,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6291,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6292,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6293,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6294,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6295,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
