Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRU_M_R
2141,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2142,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2143,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2144,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2145,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2146,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2147,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2148,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2149,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2150,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2151,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2152,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2153,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2154,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2155,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2156,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2157,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2158,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2159,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2160,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2161,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2162,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2163,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2164,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2165,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2166,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2167,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2168,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2169,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2170,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2171,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2172,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2173,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2174,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2175,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2176,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2177,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2178,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
2179,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2180,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2181,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2182,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2183,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2184,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2185,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
2186,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2187,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2188,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2189,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2190,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2191,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2192,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2193,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2194,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
2195,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2196,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2197,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2198,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2199,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2200,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2201,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2202,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2203,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2204,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2205,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2206,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2207,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2208,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2209,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2210,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2211,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2212,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2213,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2214,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2215,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2216,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2217,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2218,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2219,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2220,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2221,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2222,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2223,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2224,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2225,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2226,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2227,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2228,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2229,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2230,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2231,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2232,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2233,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2234,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2235,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2236,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2237,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
2238,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2239,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
2240,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2241,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
2242,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2243,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
2244,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
2245,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2246,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2247,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2248,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2249,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2250,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2251,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2252,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2253,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2254,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2255,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2256,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2257,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2258,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2259,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
2260,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2261,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2262,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2263,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2264,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2265,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2266,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2267,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2268,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2269,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2270,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2271,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2272,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2273,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2274,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2275,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2276,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2277,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2278,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2279,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2280,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2281,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2282,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2283,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2284,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2285,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2286,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2287,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2288,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2289,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
2290,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
2291,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
2292,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
2293,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2294,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2295,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2296,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2297,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2298,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2299,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2300,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2301,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
2302,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
2303,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2304,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2305,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
2306,Forest,Wetland,Water,NULL,Water,Forest,Water,Grassland
2307,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
2308,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2309,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2310,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2311,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2312,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2313,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2314,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2315,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
2316,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2317,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2318,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2319,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
2320,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
2321,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2322,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
2323,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2324,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2325,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2326,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
2327,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2328,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2329,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2330,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2331,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2332,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2333,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2334,Forest,Wetland,Water,Water,Water,Water,Water,Water
2335,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2336,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2337,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2338,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2339,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2340,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2341,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2342,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2343,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2344,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2345,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2346,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2347,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2348,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2349,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2350,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2351,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2352,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2353,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
2354,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2355,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2356,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2357,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
2358,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
2359,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2360,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
2361,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2362,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2363,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2364,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2365,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2366,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2367,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2368,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2369,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2370,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2371,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2372,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2373,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2374,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2375,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2376,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2377,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2378,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2379,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2380,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2381,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2382,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2383,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2384,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2385,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2386,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2387,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2388,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2389,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2390,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2391,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2392,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2393,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2394,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2395,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2396,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2397,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2398,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
2399,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2400,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2401,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2402,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2403,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2404,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
2405,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
2406,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2407,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2408,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2409,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2410,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2411,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2412,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2413,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2414,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2415,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2416,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2417,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2418,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2419,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2420,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2421,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2422,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2423,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2424,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2425,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2426,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2427,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2428,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2429,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2430,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2431,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2432,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2433,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2434,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2435,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2436,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2437,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2438,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2439,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2440,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2441,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2442,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2443,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2444,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2445,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
2446,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2447,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2448,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
2449,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2450,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2451,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2452,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2453,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2454,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2455,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2456,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2457,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2458,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2459,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2460,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2461,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2462,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2463,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2464,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2465,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2466,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
2467,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2468,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2469,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2470,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2471,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2472,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2473,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2474,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2475,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2476,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
2477,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2478,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2479,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2480,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2481,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2482,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
