Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXV_M_R
4892,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4893,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4894,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4895,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4896,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4897,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4898,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4899,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4900,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4901,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4902,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4903,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4904,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4905,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4906,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4907,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4908,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4909,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4910,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4911,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4912,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4913,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4914,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4915,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4916,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4917,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4918,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4919,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4920,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4921,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
4922,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
4923,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4924,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4925,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
4926,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4927,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4928,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4929,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4930,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
4931,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4932,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
4933,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4934,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4935,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4936,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4937,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4938,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
4939,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4940,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4941,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4942,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4943,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4944,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
4945,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
4946,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4947,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
4948,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4949,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4950,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4951,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4952,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4953,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4954,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4955,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4956,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4957,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4958,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
4959,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4960,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4961,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
4962,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
4963,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
4964,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
4965,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4966,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
4967,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4968,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4969,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4970,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4971,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4972,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4973,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4974,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4975,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
4976,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4977,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
4978,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4979,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4980,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4981,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
4982,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4983,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4984,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4985,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4986,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
4987,Water,Water,Water,NULL,Water,Grassland,Grassland,Wetland
4988,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
4989,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
4990,Water,Water,Water,NULL,Water,Grassland,Water,Water
4991,Water,Water,Water,NULL,Water,Grassland,Water,Forest
4992,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
4993,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
4994,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4995,Water,Water,Water,NULL,Water,Wetland,Water,Water
4996,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4997,Water,Water,Water,NULL,Water,Wetland,Forest,Water
4998,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
4999,Water,Water,Water,NULL,Water,Water,Grassland,Water
5000,Water,Water,Water,NULL,Water,Water,Grassland,Forest
5001,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
5002,Water,Water,Water,NULL,Water,Water,Wetland,Water
5003,Water,Water,Water,NULL,Water,Water,Wetland,Forest
5004,Water,Water,Water,NULL,Water,Water,Water,Grassland
5005,Water,Water,Water,NULL,Water,Water,Water,Wetland
5006,Water,Water,Water,NULL,Water,Water,Water,Water
5007,Water,Water,Water,NULL,Water,Water,Water,Forest
5008,Water,Water,Water,NULL,Water,Water,Forest,Wetland
5009,Water,Water,Water,NULL,Water,Water,Forest,Water
5010,Water,Water,Water,NULL,Water,Water,Forest,Forest
5011,Water,Water,Water,NULL,Water,Forest,Forest,Water
5012,Water,Water,Water,NULL,Water,Forest,Forest,Forest
5013,Water,Water,Water,Non_Water,Water,Shrubland,Grassland,Wetland
5014,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
5015,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
5016,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
5017,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
5018,Water,Water,Water,Non_Water,Water,Grassland,Water,Bareland
5019,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
5020,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
5021,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
5022,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
5023,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
5024,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
5025,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5026,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
5027,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
5028,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
5029,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
5030,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
5031,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
5032,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
5033,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
5034,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
5035,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
5036,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
5037,Water,Water,Water,Non_Water,Water,Water,Water,Water
5038,Water,Water,Water,Non_Water,Water,Water,Water,Forest
5039,Water,Water,Water,Non_Water,Water,Water,Forest,Water
5040,Water,Water,Water,Non_Water,Water,Forest,Water,Water
5041,Water,Water,Water,Water,Water,Grassland,Water,Wetland
5042,Water,Water,Water,Water,Water,Grassland,Water,Water
5043,Water,Water,Water,Water,Water,Grassland,Water,Forest
5044,Water,Water,Water,Water,Water,Grassland,Forest,Water
5045,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
5046,Water,Water,Water,Water,Water,Wetland,Grassland,Water
5047,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
5048,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
5049,Water,Water,Water,Water,Water,Wetland,Water,Wetland
5050,Water,Water,Water,Water,Water,Wetland,Water,Water
5051,Water,Water,Water,Water,Water,Wetland,Water,Forest
5052,Water,Water,Water,Water,Water,Water,Grassland,Grassland
5053,Water,Water,Water,Water,Water,Water,Grassland,Wetland
5054,Water,Water,Water,Water,Water,Water,Grassland,Water
5055,Water,Water,Water,Water,Water,Water,Grassland,Forest
5056,Water,Water,Water,Water,Water,Water,Wetland,Wetland
5057,Water,Water,Water,Water,Water,Water,Wetland,Water
5058,Water,Water,Water,Water,Water,Water,Wetland,Forest
5059,Water,Water,Water,Water,Water,Water,Water,Grassland
5060,Water,Water,Water,Water,Water,Water,Water,Wetland
5061,Water,Water,Water,Water,Water,Water,Water,Water
5062,Water,Water,Water,Water,Water,Water,Water,Forest
5063,Water,Water,Water,Water,Water,Water,Forest,Wetland
5064,Water,Water,Water,Water,Water,Water,Forest,Water
5065,Water,Water,Water,Water,Water,Water,Forest,Forest
5066,Water,Water,Water,Water,Water,Forest,Water,Water
5067,Water,Water,Water,Water,Water,Forest,Water,Forest
5068,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
5069,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5070,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5071,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5072,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5073,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5074,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5075,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5076,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5077,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5078,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
5079,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5080,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5081,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5082,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5083,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5084,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5085,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5086,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5087,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5088,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
5089,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5090,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5091,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5092,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5093,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5094,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5095,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5096,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5097,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5098,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5099,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5100,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5101,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
5102,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5103,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5104,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5105,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5106,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5107,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
5108,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5109,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5110,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5111,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5112,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5113,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5114,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
5115,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5116,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5117,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
5118,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
5119,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5120,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5121,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
5122,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5123,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5124,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5125,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5126,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5127,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5128,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5129,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5130,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
5131,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5132,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5133,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5134,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5135,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5136,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5137,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5138,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5139,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5140,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5141,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5142,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
5143,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
5144,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5145,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5146,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
5147,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
5148,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
5149,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5150,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
5151,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
5152,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5153,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5154,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5155,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
5156,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
5157,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
5158,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
5159,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
5160,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5161,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
5162,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
5163,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5164,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5165,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5166,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
5167,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
5168,Water,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5169,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5170,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5171,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5172,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5173,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
5174,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5175,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
5176,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
5177,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
5178,Water,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
5179,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
5180,Water,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5181,Water,Forest,Wetland,Water,Wetland,Water,Grassland,Water
5182,Water,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
5183,Water,Forest,Water,NULL,Water,Water,Bareland,Forest
5184,Water,Forest,Water,NULL,Water,Water,Water,Wetland
5185,Water,Forest,Water,NULL,Water,Forest,Grassland,Wetland
5186,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5187,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
5188,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5189,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5190,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5191,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
5192,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
5193,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
5194,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5195,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5196,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5197,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5198,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5199,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5200,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5201,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5203,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5204,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5205,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5206,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5207,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5208,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5209,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5210,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5211,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5212,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5213,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5214,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5215,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5216,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5217,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5218,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5219,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
5220,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5221,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
5222,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5223,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5224,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5225,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5226,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5227,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5228,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5229,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5230,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5231,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5232,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
