Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KED_M_R
19058,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
19059,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
19060,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
19061,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19062,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
19063,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
19064,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
19065,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
19066,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
19067,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
19068,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
19069,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19070,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
19071,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
19072,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
19073,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland,Forest,Forest
19074,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19075,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
19076,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
19077,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19078,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19079,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19080,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
19081,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19082,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
19083,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
19084,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
19085,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
19086,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19087,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
19088,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
19089,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19090,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
19091,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
19092,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
19093,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
19094,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
19095,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
19096,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
19097,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
19098,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
19099,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
19100,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
19101,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
19102,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
19103,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
19104,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
19105,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
19106,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
19107,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
19108,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
19109,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
19110,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
19111,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
19112,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
19113,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
19114,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
19115,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
19116,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
19117,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
19118,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
19119,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
19120,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Water
19121,Forest,Water,Forest,Water,Non_Wetland,Cropland,NULL,Forest
19122,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
19123,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
19124,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
19125,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
19126,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
19127,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
19128,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
19129,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
19130,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
19131,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
19132,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
19133,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
19134,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
19135,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
19136,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
19137,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
19138,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
19139,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
19140,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
19141,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
19142,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
19143,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
19144,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
19145,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
19146,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
19147,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
19148,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
19149,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
19150,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
19151,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
19152,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
19153,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
19154,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
19155,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
19156,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
19157,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
19158,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
19159,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
19160,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
19161,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
19162,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
19163,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
19164,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
19165,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
19166,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
19167,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
19168,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
19169,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Cropland
19170,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
19171,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
19172,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
19173,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
19174,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
19175,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
19176,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
19177,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
19178,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
19179,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
19180,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
19181,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
19182,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
19183,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
19184,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
19185,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19186,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19187,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19188,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19189,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19190,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
19191,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19192,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19193,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
19194,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
19195,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19196,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
19197,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
19198,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
19199,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
19200,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
19201,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
19202,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
19203,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
19204,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
19205,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
19206,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
19207,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
19208,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
19209,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Water
19210,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
19211,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
19212,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19213,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19214,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
19215,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
19216,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
19217,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
19218,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
19219,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
19220,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
19221,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
19222,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
19223,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
19224,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
19225,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
19226,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
19227,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
19228,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
19229,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
19230,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
19231,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
19232,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
19233,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
19234,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
19235,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
19236,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
19237,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
19238,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
19239,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
19240,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19241,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19242,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
19243,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
19244,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
19245,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
19246,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
19247,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
19248,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
19249,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
19250,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
19251,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
19252,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
19253,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
19254,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
19255,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
19256,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
19257,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
19258,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
19259,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19260,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
19261,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
19262,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
19263,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
19264,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
19265,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
19266,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
19267,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
19268,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
19269,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
19270,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
19271,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
19272,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
19273,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
19274,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Built-up
19275,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
19276,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
19277,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
19278,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
19279,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
19280,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
19281,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
19282,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
19283,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
19284,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
19285,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
19286,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
19287,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
19288,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
19289,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19290,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
19291,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
19292,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
19293,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
19294,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
19295,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
19296,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
19297,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
19298,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
19299,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
19300,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
19301,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
19302,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
19303,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
19304,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
19305,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
19306,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
19307,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
19308,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
19309,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
19310,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
19311,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
19312,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
19313,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
19314,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
19315,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
19316,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
19317,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
19318,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
19319,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
19320,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
19321,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
19322,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
19323,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
19324,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
19325,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
19326,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
19327,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
19328,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
19329,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
19330,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
19331,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
19332,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
19333,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
19334,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
19335,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
19336,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
19337,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
19338,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
19339,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
19340,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
19341,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19342,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19343,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
19344,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19345,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
19346,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
19347,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
19348,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
19349,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
19350,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
19351,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
19352,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
19353,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19354,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19355,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19356,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19357,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Built-up
19358,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
19359,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19360,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19361,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19362,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
19363,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
19364,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
19365,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19366,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
19367,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
19368,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
19369,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19370,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
19371,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
19372,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19373,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19374,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
