Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R
4822,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
4823,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Built-up
4824,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Water
4825,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
4826,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
4827,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Water
4828,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
4829,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
4830,Water,Built-up,Wetland,Water,Wetland,Built-up,NULL,Grassland
4831,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Wetland
4832,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
4833,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Built-up
4834,Water,Built-up,Wetland,Water,Wetland,Water,NULL,Water
4835,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
4836,Water,Built-up,Wetland,Water,Wetland,Water,Water,Built-up
4837,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
4838,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4839,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Water
4840,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Water
4841,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Water
4842,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4843,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
4844,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4845,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4846,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4847,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4848,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
4849,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4850,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
4851,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4852,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
4853,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4854,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
4855,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4856,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4857,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
4858,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
4859,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
4860,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
4861,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
4862,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
4863,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
4864,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
4865,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4866,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4867,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4868,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4869,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4870,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4871,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
4872,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4873,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
4874,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4875,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4876,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
4877,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4878,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4879,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4880,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
4881,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4882,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4883,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4884,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
4885,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
4886,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Water
4887,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4888,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Water
4889,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4890,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
4891,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4892,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4893,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
4894,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
4895,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Wetland
4896,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
4897,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
4898,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
4899,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
4900,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
4901,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Water
4902,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
4903,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Water
4904,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
4905,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
4906,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
4907,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
4908,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
4909,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
4910,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
4911,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
4912,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4913,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
4914,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
4915,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4916,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
4917,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4918,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
4919,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
4920,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
4921,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4922,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
4923,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4924,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Water
4925,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
4926,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4927,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
4928,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
4929,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
4930,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Built-up
4931,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
4932,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4933,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
4934,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
4935,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4936,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
4937,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
4938,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
4939,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4940,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
4941,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
4942,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
4943,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,NULL,Grassland
4944,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,NULL,Built-up
4945,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
4946,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
4947,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
4948,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
4949,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
4950,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
4951,Water,Built-up,Built-up,Water,Non_Wetland,Water,NULL,Water
4952,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
4953,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
4954,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Built-up
4955,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
4956,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
4957,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Built-up
4958,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
4959,Water,Built-up,Water,NULL,NULL,Bareland,Water,Built-up
4960,Water,Built-up,Water,NULL,NULL,Bareland,Water,Water
4961,Water,Built-up,Water,NULL,NULL,Built-up,Water,Built-up
4962,Water,Built-up,Water,NULL,NULL,Water,Built-up,Built-up
4963,Water,Built-up,Water,NULL,NULL,Water,Water,Built-up
4964,Water,Built-up,Water,NULL,Water,NULL,Built-up,Water
4965,Water,Built-up,Water,NULL,Water,NULL,Water,Grassland
4966,Water,Built-up,Water,NULL,Water,NULL,Water,Water
4967,Water,Built-up,Water,NULL,Water,NULL,Water,Forest
4968,Water,Built-up,Water,NULL,Water,Wetland,Wetland,Water
4969,Water,Built-up,Water,NULL,Water,Built-up,NULL,Grassland
4970,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
4971,Water,Built-up,Water,NULL,Water,Built-up,Water,Built-up
4972,Water,Built-up,Water,NULL,Water,Built-up,Water,Water
4973,Water,Built-up,Water,NULL,Water,Water,Water,Water
4974,Water,Built-up,Water,Non_Water,NULL,Water,Built-up,Built-up
4975,Water,Built-up,Water,Non_Water,Water,NULL,Water,Forest
4976,Water,Built-up,Water,Non_Water,Water,Water,Water,Water
4977,Water,Built-up,Water,Water,NULL,NULL,Water,Water
4978,Water,Built-up,Water,Water,NULL,Bareland,Water,Grassland
4979,Water,Built-up,Water,Water,NULL,Bareland,Water,Bareland
4980,Water,Built-up,Water,Water,NULL,Bareland,Water,Water
4981,Water,Built-up,Water,Water,NULL,Built-up,Water,Water
4982,Water,Built-up,Water,Water,NULL,Water,Water,Water
4983,Water,Built-up,Water,Water,Water,NULL,NULL,Water
4984,Water,Built-up,Water,Water,Water,NULL,Water,Grassland
4985,Water,Built-up,Water,Water,Water,NULL,Water,Built-up
4986,Water,Built-up,Water,Water,Water,NULL,Water,Water
4987,Water,Built-up,Water,Water,Water,NULL,Water,Forest
4988,Water,Built-up,Water,Water,Water,Wetland,Water,Water
4989,Water,Built-up,Water,Water,Water,Bareland,Water,Water
4990,Water,Built-up,Water,Water,Water,Built-up,NULL,Wetland
4991,Water,Built-up,Water,Water,Water,Built-up,NULL,Water
4992,Water,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
4993,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
4994,Water,Built-up,Water,Water,Water,Built-up,Water,Built-up
4995,Water,Built-up,Water,Water,Water,Built-up,Water,Water
4996,Water,Built-up,Water,Water,Water,Built-up,Water,Forest
4997,Water,Built-up,Water,Water,Water,Water,NULL,Water
4998,Water,Built-up,Water,Water,Water,Water,Wetland,Water
4999,Water,Built-up,Water,Water,Water,Water,Built-up,Bareland
5000,Water,Built-up,Water,Water,Water,Water,Built-up,Water
5001,Water,Built-up,Water,Water,Water,Water,Water,Grassland
5002,Water,Built-up,Water,Water,Water,Water,Water,Built-up
5003,Water,Built-up,Water,Water,Water,Water,Water,Water
5004,Water,Built-up,Water,Water,Water,Water,Water,Forest
5005,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5006,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5007,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
5008,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5009,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5010,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5011,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
5012,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5013,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5014,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5015,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Water
5016,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
5017,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5018,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5019,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Water
5020,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5021,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5022,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5023,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
5024,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Water
5025,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5026,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5027,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5028,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5029,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Water
5030,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5031,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
5032,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
5033,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Water
5034,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Built-up
5035,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Water
5036,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
5037,Water,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5038,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
5039,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
5040,Water,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
5041,Water,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5042,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5043,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
5044,Water,Built-up,Forest,Water,Non_Wetland,NULL,Wetland,Water
5045,Water,Built-up,Forest,Water,Non_Wetland,Bareland,NULL,Water
5046,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Built-up,Built-up
5047,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
5048,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5049,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5050,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5051,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5052,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5053,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
5054,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5055,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5056,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5057,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5058,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5059,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5060,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5061,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5062,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5063,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5064,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5065,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
5066,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
5067,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
5068,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5069,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
5070,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
5071,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Built-up
5072,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5073,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5074,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5075,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
5076,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5077,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5078,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5079,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5080,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5081,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5082,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
5083,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5084,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5085,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5086,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5087,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5088,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5089,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
5090,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5091,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5092,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5093,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5094,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5095,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
5096,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5097,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
5098,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5099,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5100,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5101,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
5102,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
5103,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5104,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5105,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
5106,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
5107,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Water
5108,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
5109,Water,Water,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
5110,Water,Water,NULL,NULL,Non_Wetland,Built-up,Wetland,Wetland
5111,Water,Water,NULL,NULL,Non_Wetland,Built-up,Wetland,Water
5112,Water,Water,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
5113,Water,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Water
5114,Water,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
5115,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
5116,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
5117,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Cropland
5118,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Wetland
5119,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Water
5120,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5121,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
5122,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Built-up
5123,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
5124,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
5125,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5126,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5127,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
5128,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5129,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5130,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5131,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Built-up
5132,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
5133,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
5134,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5135,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5136,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5137,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Built-up
5138,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5139,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5140,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5141,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5142,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5143,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5144,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
5145,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5146,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
5147,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5148,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5149,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5150,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
5151,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5152,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5153,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
5154,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
5155,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5156,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
5157,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5158,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
5159,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Built-up
5160,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5161,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5162,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
5163,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5164,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5165,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
5166,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5167,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
5168,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
