Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPB_M_R
6399,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
6400,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
6401,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
6402,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
6403,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
6404,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
6405,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
6406,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
6407,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6408,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
6409,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
6410,Forest,NULL,Water,Water,Water,Wetland,Bareland,Grassland
6411,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
6412,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
6413,Forest,NULL,Water,Water,Water,Wetland,Water,Water
6414,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
6415,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
6416,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
6417,Forest,NULL,Water,Water,Water,Bareland,Wetland,Grassland
6418,Forest,NULL,Water,Water,Water,Bareland,Water,Water
6419,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
6420,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
6421,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
6422,Forest,NULL,Water,Water,Water,Water,Wetland,Water
6423,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
6424,Forest,NULL,Water,Water,Water,Water,Water,Grassland
6425,Forest,NULL,Water,Water,Water,Water,Water,Wetland
6426,Forest,NULL,Water,Water,Water,Water,Water,Water
6427,Forest,NULL,Water,Water,Water,Water,Water,Forest
6428,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
6429,Forest,NULL,Water,Water,Water,Water,Forest,Forest
6430,Forest,NULL,Water,Water,Water,Forest,Water,Forest
6431,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6432,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6433,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6434,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6435,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6436,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
6437,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6438,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6439,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6440,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6441,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6442,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6443,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6444,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6445,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6446,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6447,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6448,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
6449,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6450,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6451,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6452,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6453,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6454,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6455,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6456,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6457,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6458,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6459,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6460,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6461,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6462,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6463,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
6464,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6465,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6466,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
6467,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6468,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6469,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6470,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6471,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6472,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6473,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6474,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6475,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6476,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6477,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6478,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6479,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6480,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6481,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6482,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
6483,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6484,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6485,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6486,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6487,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
6488,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6489,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
6490,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
6491,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
6492,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
6493,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6494,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
6495,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6496,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6497,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6498,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
6499,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6500,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6501,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
6502,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6503,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6504,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6505,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6506,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6507,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6508,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6509,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6510,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6511,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
6512,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6513,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6514,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6515,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6516,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6517,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6518,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6519,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6520,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6521,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6522,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6523,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6524,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6525,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6526,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
6527,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6528,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
6529,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
6530,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
6531,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6532,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
6533,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6534,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
6535,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6536,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6537,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6538,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
6539,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
6540,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
6541,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
6542,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6543,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
6544,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6545,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6546,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6547,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
6548,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
6549,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6550,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6551,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
6552,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
6553,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
6554,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
6555,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
6556,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
6557,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
6558,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6559,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6560,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
6561,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
6562,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
6563,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
6564,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
6565,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
6566,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
6567,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6568,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6569,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6570,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6571,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6572,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6573,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6574,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6575,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6576,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6577,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6578,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6579,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
6580,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6581,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
6582,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6583,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6584,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6585,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6586,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6587,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6588,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6589,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6590,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6591,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6592,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6593,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6594,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6595,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6596,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6597,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6598,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6599,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6600,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6601,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6602,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6603,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6604,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6605,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6606,Forest,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6607,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6608,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
6609,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6610,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6611,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6612,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6613,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6614,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6615,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6616,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6617,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6618,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6619,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
6620,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6621,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
6622,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
6623,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6624,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
6625,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Forest
6626,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
6627,Forest,Cropland,Water,Water,Water,Water,Wetland,Wetland
6628,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6629,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6630,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6631,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6632,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6633,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6634,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6635,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6636,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6637,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6638,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6639,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6640,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6641,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
6642,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6643,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6644,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6645,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Water
6646,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
6647,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6648,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6649,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6650,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6651,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6652,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6653,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6654,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6655,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6656,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6657,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6658,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6659,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6660,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6661,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6662,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6663,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6664,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6665,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6666,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6667,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6668,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6669,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6670,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6671,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6672,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6673,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6674,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6675,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6676,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6677,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6678,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6679,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6680,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6681,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
6682,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
6683,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
6684,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
6685,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
6686,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6687,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
6688,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6689,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
6690,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6691,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
6692,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6693,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6694,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6695,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6696,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
6697,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6698,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6699,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6700,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6701,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6702,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6703,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6704,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6705,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6706,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6707,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6708,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6709,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6710,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6711,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6712,Forest,Wetland,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
6713,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
6714,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
6715,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6716,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6717,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6718,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6719,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
6720,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
6721,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6722,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6723,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
6724,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6725,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
6726,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
6727,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Forest
6728,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
6729,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
6730,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
6731,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6732,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
