Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLK_M_R
6438,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6439,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6440,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6441,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6442,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6443,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6444,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6445,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
6446,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
6447,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
6448,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
6449,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
6450,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
6451,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6452,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6453,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6454,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
6455,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
6456,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6457,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6458,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6459,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6460,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6461,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6462,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6463,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6464,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6465,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6466,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6467,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6468,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6469,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6470,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6471,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6472,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6473,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6474,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6475,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6476,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
6477,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6478,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6479,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6480,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6481,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6482,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6483,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Bareland
6484,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
6485,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6486,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6487,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6488,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6489,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6490,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6491,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6492,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6493,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6494,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
6495,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6496,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
6497,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6498,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6499,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6500,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6501,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6502,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6503,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6504,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6505,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6506,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6507,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6508,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
6509,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6510,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6511,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
6512,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6513,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6514,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6515,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6516,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6517,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6518,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6519,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
6520,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6521,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6522,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
6523,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
6524,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
6525,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
6526,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
6527,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6528,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
6529,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
6530,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6531,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
6532,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6533,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6534,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6535,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6536,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6537,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
6538,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Bareland
6539,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
6540,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6541,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6542,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6543,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6544,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
6545,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
6546,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6547,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
6548,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
6549,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6550,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
6551,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6552,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6553,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6554,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
6555,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6556,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6557,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6558,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6559,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6560,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
6561,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6562,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6563,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
6564,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
6565,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6566,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6567,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6568,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
6569,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6570,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6571,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6572,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6573,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
6574,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6575,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6576,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
6577,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
6578,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6579,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,NULL
6580,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
6581,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
6582,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6583,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6584,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6585,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
6586,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
6587,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6588,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
6589,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6590,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
6591,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,NULL
6592,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
6593,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
6594,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,NULL
6595,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
6596,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
6597,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6598,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
6599,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,NULL
6600,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
6601,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
6602,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
6603,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
6604,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
6605,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
6606,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
6607,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,NULL
6608,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
6609,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
6610,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6611,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6612,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6613,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6614,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6615,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6616,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6617,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6618,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6619,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6620,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6621,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6622,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
6623,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6624,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6625,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6626,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6627,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6628,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6629,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6630,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6631,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6632,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6633,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6634,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6635,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6636,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6637,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6638,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6639,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6640,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6641,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6642,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6643,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6644,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6645,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6646,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6647,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6648,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6649,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6650,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6651,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6652,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6653,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6654,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6655,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6656,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6657,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6658,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6659,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6660,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6661,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6662,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6663,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6664,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6665,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6666,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6667,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6668,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6669,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6670,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6671,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6672,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6673,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6674,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6675,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6676,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6677,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6678,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6679,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6680,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6681,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6682,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6683,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6684,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6685,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6686,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6687,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6688,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6689,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6690,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6691,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6692,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6693,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6694,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6695,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6696,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6697,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6698,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6699,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6700,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6701,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6702,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6703,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6704,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6705,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6706,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6707,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6708,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6709,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6710,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6711,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6712,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6713,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6714,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6715,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6716,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6717,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6718,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6719,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6720,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6721,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6722,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6723,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6724,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6725,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6726,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6727,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6728,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6729,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6730,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6731,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6732,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6733,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6734,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6735,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6736,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6737,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6738,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6739,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6740,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6741,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6742,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6743,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6744,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
6745,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6746,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6747,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6748,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6749,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6750,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6751,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6752,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6753,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6754,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6755,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6756,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6757,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6758,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6759,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6760,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
