Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R
16757,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Forest
16758,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Shrubland,Forest
16759,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
16760,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
16761,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
16762,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16763,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
16764,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
16765,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
16766,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
16767,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
16768,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
16769,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
16770,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
16771,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
16772,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
16773,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
16774,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
16775,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
16776,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
16777,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16778,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16779,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16780,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16781,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
16782,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16783,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
16784,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
16785,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16786,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
16787,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16788,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
16789,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
16790,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
16791,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
16792,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
16793,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
16794,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16795,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
16796,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16797,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
16798,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
16799,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
16800,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
16801,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
16802,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
16803,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
16804,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
16805,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
16806,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Forest
16807,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
16808,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
16809,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
16810,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
16811,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
16812,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
16813,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
16814,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16815,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
16816,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
16817,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
16818,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
16819,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
16820,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
16821,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
16822,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
16823,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
16824,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
16825,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
16826,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
16827,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
16828,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
16829,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
16830,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
16831,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
16832,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
16833,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
16834,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
16835,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
16836,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
16837,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
16838,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
16839,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
16840,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
16841,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
16842,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
16843,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
16844,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
16845,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
16846,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
16847,Forest,NULL,Water,Non_Water,Water,NULL,Forest,Grassland
16848,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
16849,Forest,NULL,Water,Non_Water,Water,Shrubland,Bareland,Water
16850,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
16851,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Grassland
16852,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
16853,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
16854,Forest,NULL,Water,Non_Water,Water,Water,Forest,Grassland
16855,Forest,NULL,Water,Water,Water,NULL,Shrubland,Grassland
16856,Forest,NULL,Water,Water,Water,NULL,Shrubland,Forest
16857,Forest,NULL,Water,Water,Water,NULL,Bareland,Water
16858,Forest,NULL,Water,Water,Water,NULL,Forest,Grassland
16859,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
16860,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
16861,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
16862,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
16863,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
16864,Forest,NULL,Water,Water,Water,Shrubland,Forest,Grassland
16865,Forest,NULL,Water,Water,Water,Shrubland,Forest,Wetland
16866,Forest,NULL,Water,Water,Water,Shrubland,Forest,Bareland
16867,Forest,NULL,Water,Water,Water,Shrubland,Forest,Water
16868,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
16869,Forest,NULL,Water,Water,Water,Water,Shrubland,Forest
16870,Forest,NULL,Water,Water,Water,Water,Grassland,Water
16871,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
16872,Forest,NULL,Water,Water,Water,Water,Forest,Wetland
16873,Forest,NULL,Water,Water,Water,Water,Forest,Water
16874,Forest,NULL,Water,Water,Water,Forest,Shrubland,Grassland
16875,Forest,NULL,Water,Water,Water,Forest,Shrubland,Water
16876,Forest,NULL,Water,Water,Water,Forest,Water,Grassland
16877,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16878,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16879,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
16880,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
16881,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
16882,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16883,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
16884,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16885,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
16886,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
16887,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
16888,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
16889,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16890,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
16891,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16892,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
16893,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
16894,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16895,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
16896,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
16897,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
16898,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
16899,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
16900,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
16901,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
16902,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
16903,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
16904,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
16905,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
16906,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16907,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
16908,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16909,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
16910,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16911,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
16912,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
16913,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
16914,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16915,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16916,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16917,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16918,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16919,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16920,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16921,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
16922,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16923,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
16924,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16925,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16926,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
16927,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
16928,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16929,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
16930,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16931,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16932,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
16933,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16934,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
16935,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
16936,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16937,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
16938,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
16939,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
16940,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
16941,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16942,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
16943,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16944,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
16945,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
16946,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
16947,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
16948,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16949,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
16950,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16951,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
16952,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
16953,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16954,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16955,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16956,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16957,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16958,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16959,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
16960,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16961,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
16962,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
16963,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16964,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
16965,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
16966,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
16967,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
16968,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
16969,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
16970,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
16971,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
16972,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
16973,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16974,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
16975,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16976,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
16977,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
16978,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
16979,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
16980,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
16981,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
16982,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16983,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
16984,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
16985,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
16986,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
16987,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
16988,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,NULL
16989,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
16990,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
16991,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
16992,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
16993,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
16994,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
16995,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16996,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16997,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Bareland
16998,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
16999,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
17000,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
17001,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
17002,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
17003,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
17004,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
17005,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
17006,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
17007,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
17008,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
17009,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
17010,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
17011,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
17012,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
17013,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
17014,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
17015,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
17016,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17017,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
17018,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
17019,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
17020,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
17021,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
17022,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
17023,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
17024,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
17025,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
17026,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
17027,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
17028,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
17029,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
17030,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
17031,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
17032,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
17033,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
17034,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
17035,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
17036,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
17037,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
17038,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
17039,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
17040,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
17041,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
17042,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
17043,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
17044,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
17045,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
17046,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
17047,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
17048,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
17049,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
17050,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
17051,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
17052,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
17053,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
17054,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
17055,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
17056,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
17057,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
17058,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
17059,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
17060,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
17061,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
17062,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
17063,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
17064,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
17065,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
17066,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
17067,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
17068,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
17069,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17070,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
17071,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
17072,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
17073,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
17074,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
17075,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
17076,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
17077,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
17078,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
17079,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
17080,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
17081,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
17082,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
17083,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
17084,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
17085,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
17086,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
17087,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
17088,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
17089,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
17090,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
17091,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
17092,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17093,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
