Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLQ_M_R
12140,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
12141,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12142,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12143,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
12144,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12145,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
12146,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
12147,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
12148,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
12149,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12150,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
12151,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
12152,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
12153,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
12154,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
12155,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
12156,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
12157,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
12158,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
12159,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
12160,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
12161,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
12162,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12163,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
12164,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
12165,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
12166,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
12167,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
12168,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12169,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
12170,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12171,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12172,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12173,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12174,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12175,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12176,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12177,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12178,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12179,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12180,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12181,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12182,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12183,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12184,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12185,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
12186,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
12187,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12188,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12189,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12190,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
12191,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
12192,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12193,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12194,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12195,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12196,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12197,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12198,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12199,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12200,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12201,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
12202,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12203,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12204,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
12205,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
12206,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12207,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12208,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12209,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
12210,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
12211,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
12212,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
12213,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
12214,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Bareland
12215,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
12216,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12217,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
12218,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
12219,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12220,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12221,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
12222,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
12223,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12224,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12225,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12226,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12227,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12228,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12229,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12230,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12231,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12232,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12233,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
12234,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12235,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12236,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12237,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12238,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12239,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12240,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12241,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
12242,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
12243,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12244,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12245,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12246,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
12247,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
12248,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
12249,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12250,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12251,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
12252,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12253,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12254,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
12255,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12256,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
12257,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
12258,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12259,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12260,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12261,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
12262,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12263,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12264,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12265,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12266,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12267,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
12268,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
12269,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12270,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12271,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
12272,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12273,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12274,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12275,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12276,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12277,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
12278,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12279,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
12280,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
12281,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
12282,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
12283,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Water
12284,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
12285,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
12286,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
12287,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12288,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12289,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
12290,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12291,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12292,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12293,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
12294,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12295,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
12296,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
12297,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
12298,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12299,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
12300,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
12301,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
12302,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12303,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
12304,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
12305,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
12306,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
12307,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12308,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
12309,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
12310,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
12311,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
12312,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12313,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
12314,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
12315,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
12316,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
12317,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
12318,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12319,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
12320,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
12321,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
12322,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
12323,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12324,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
12325,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
12326,Water,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
12327,Water,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
12328,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12329,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
12330,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
12331,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
12332,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
12333,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
12334,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
12335,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
12336,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
12337,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
12338,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
12339,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
12340,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
12341,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
12342,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
12343,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
12344,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
12345,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
12346,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
12347,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
12348,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12349,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
12350,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Forest
12351,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
12352,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
12353,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
12354,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12355,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
12356,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
12357,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
12358,Water,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
12359,Water,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
12360,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12361,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
12362,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Built-up
12363,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
12364,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Bareland
12365,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
12366,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
12367,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
12368,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
12369,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
12370,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
12371,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12372,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
12373,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12374,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12375,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12376,Water,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
12377,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12378,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
12379,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
12380,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12381,Water,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
12382,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
12383,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
12384,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
12385,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12386,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
12387,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
12388,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
12389,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
12390,Water,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
12391,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12392,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
12393,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
12394,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
12395,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
12396,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
12397,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12398,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
12399,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
12400,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
12401,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
12402,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
12403,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
12404,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
12405,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
12406,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
12407,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
12408,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
12409,Water,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
12410,Water,NULL,Wetland,Water,Wetland,NULL,Built-up,Forest
12411,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
12412,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
12413,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
12414,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
12415,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
12416,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
12417,Water,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
12418,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
12419,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
12420,Water,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
12421,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
12422,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
12423,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
12424,Water,NULL,Wetland,Water,Wetland,Water,Built-up,Water
12425,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
12426,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
12427,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
12428,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
12429,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12430,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
12431,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12432,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
12433,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12434,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12435,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
12436,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
12437,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12438,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
12439,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
12440,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
12441,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
12442,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
12443,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
12444,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
12445,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12446,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12447,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
12448,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
12449,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
12450,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
12451,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
12452,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12453,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
12454,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
12455,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
12456,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
12457,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
12458,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
12459,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
12460,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
12461,Water,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Forest
12462,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
12463,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
12464,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
12465,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
12466,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12467,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12468,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12469,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
12470,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12471,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
12472,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
12473,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
12474,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12475,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
12476,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Bareland
12477,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
12478,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
12479,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
12480,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
12481,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
12482,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
12483,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
12484,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
