Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFF_M_R
17131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
17133,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
17134,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17135,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17136,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
17137,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
17138,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
17139,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
17140,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
17141,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
17142,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
17143,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
17144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
17145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
17146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
17147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
17148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
17150,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
17151,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
17152,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
17153,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
17154,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
17155,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
17156,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
17157,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
17158,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
17159,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
17160,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
17161,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
17162,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
17163,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
17164,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
17165,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17166,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
17167,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
17168,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
17169,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
17170,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
17171,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
17172,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17173,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
17174,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
17175,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
17176,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
17177,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
17178,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
17179,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
17180,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
17181,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
17182,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
17183,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
17184,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17185,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
17186,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
17188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
17189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
17190,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
17191,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
17192,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
17193,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
17194,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
17195,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
17196,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
17197,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
17198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
17199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
17200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
17201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
17202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
17203,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
17204,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
17205,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17206,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
17207,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
17208,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
17209,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
17210,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
17211,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
17212,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
17213,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17214,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
17215,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
17216,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
17217,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
17218,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
17219,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
17220,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
17221,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
17222,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
17223,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
17224,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
17225,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
17226,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
17227,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
17228,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
17229,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
17230,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
17231,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17232,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
17233,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17234,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17235,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17236,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17237,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
17238,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
17239,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
17240,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
17241,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
17242,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
17243,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17244,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
17245,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
17246,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17247,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17248,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
17249,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
17250,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
17251,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
17252,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17253,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
17254,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
17255,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
17256,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
17257,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
17258,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
17259,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
17260,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
17261,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
17262,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
17263,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
17264,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
17265,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
17266,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
17267,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
17268,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17269,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
17270,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
17271,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
17272,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
17273,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
17274,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
17275,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
17276,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
17277,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
17278,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
17279,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17280,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17281,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
17282,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
17283,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
17284,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17285,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
17286,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
17287,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
17288,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17289,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
17290,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
17291,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
17292,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
17293,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
17294,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
17295,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
17296,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
17297,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
17298,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
17299,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
17300,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
17301,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
17302,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
17303,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17304,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
17305,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
17306,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
17307,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17308,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17309,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
17310,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
17311,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
17312,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
17313,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
17314,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
17315,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
17316,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
17317,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
17318,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
17319,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
17320,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
17321,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
17322,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
17323,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17324,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
17325,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
17326,Forest,Built-up,Wetland,Water,Wetland,Forest,NULL,Forest
17327,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
17328,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
17329,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
17330,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
17331,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
17332,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
17333,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
17334,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
17335,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
17336,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
17337,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
17338,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
17339,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
17340,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
17341,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
17342,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
17343,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
17344,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
17345,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
17346,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
17347,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
17348,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
17349,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
17350,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
17351,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
17352,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
17353,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
17354,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
17355,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
17356,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
17357,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
17358,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
17359,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
17360,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
17361,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
17362,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
17363,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
17364,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
17365,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
17366,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
17367,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
17368,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
17369,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
17370,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
17371,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
17372,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
17373,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
17374,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
17375,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
17376,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
17377,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
17378,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
17379,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
17380,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
17381,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
17382,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
17383,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
17384,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
17385,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
17386,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
17387,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
17388,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
17389,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
17390,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
17391,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
17392,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
17393,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
17394,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
17395,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
17396,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
17397,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
17398,Forest,Built-up,Water,Water,Water,Bareland,Forest,Forest
17399,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
17400,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
17401,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
17402,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
17403,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
17404,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
17405,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
17406,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
17407,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
17408,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
17409,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
17410,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
17411,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
17412,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
17413,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
17414,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
17415,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17416,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17417,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
17418,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
17419,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
17420,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
17421,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
17422,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
17423,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17424,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
17425,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
17426,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
17427,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
17428,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
17429,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
17430,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
17431,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
17432,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
17433,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
17434,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
17435,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
17436,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
17437,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
