Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLR_M_R
9984,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9985,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9986,Water,Bareland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9987,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
9988,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
9989,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
9990,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9991,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9992,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
9993,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
9994,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
9995,Water,Bareland,Water,NULL,Water,Grassland,Water,Grassland
9996,Water,Bareland,Water,NULL,Water,Grassland,Water,Water
9997,Water,Bareland,Water,NULL,Water,Grassland,Water,Forest
9998,Water,Bareland,Water,NULL,Water,Bareland,Grassland,Grassland
9999,Water,Bareland,Water,Water,Water,Water,Bareland,Water
10000,Water,Bareland,Water,Water,Water,Water,Water,Bareland
10001,Water,Bareland,Water,Water,Water,Water,Water,Water
10002,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
10003,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
10004,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
10005,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10006,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
10007,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10008,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
10009,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
10010,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Water
10011,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10012,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10013,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
10014,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
10015,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
10016,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
10017,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Built-up
10018,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
10019,Water,Built-up,Wetland,Water,Wetland,Water,Grassland,Water
10020,Water,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
10021,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
10022,Water,Built-up,Wetland,Water,Wetland,Water,Water,Forest
10023,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Water
10024,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
10025,Water,Built-up,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
10026,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
10027,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10028,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
10029,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
10030,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
10031,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
10032,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10033,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10034,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10035,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10036,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10037,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10038,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
10039,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10040,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10041,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
10042,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10043,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10044,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10045,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
10046,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10047,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
10048,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
10049,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
10050,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
10051,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Forest
10052,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10053,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10054,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10055,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
10056,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10057,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
10058,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
10059,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
10060,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
10061,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
10062,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
10063,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
10064,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Forest
10065,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
10066,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Forest
10067,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
10068,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
10069,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
10070,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
10071,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
10072,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
10073,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
10074,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
10075,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
10076,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
10077,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
10078,Water,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
10079,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
10080,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
10081,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
10082,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
10083,Water,Built-up,Water,NULL,Water,Bareland,Water,Bareland
10084,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
10085,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
10086,Water,Built-up,Water,NULL,Water,Water,Water,Grassland
10087,Water,Built-up,Water,NULL,Water,Water,Water,Water
10088,Water,Built-up,Water,Non_Water,Water,Water,Water,Water
10089,Water,Built-up,Water,Water,Water,Grassland,Water,Water
10090,Water,Built-up,Water,Water,Water,Bareland,Grassland,Bareland
10091,Water,Built-up,Water,Water,Water,Bareland,Built-up,Bareland
10092,Water,Built-up,Water,Water,Water,Bareland,Water,Bareland
10093,Water,Built-up,Water,Water,Water,Bareland,Water,Built-up
10094,Water,Built-up,Water,Water,Water,Bareland,Water,Water
10095,Water,Built-up,Water,Water,Water,Built-up,Water,Water
10096,Water,Built-up,Water,Water,Water,Water,Grassland,Bareland
10097,Water,Built-up,Water,Water,Water,Water,Grassland,Forest
10098,Water,Built-up,Water,Water,Water,Water,Built-up,Bareland
10099,Water,Built-up,Water,Water,Water,Water,Built-up,Water
10100,Water,Built-up,Water,Water,Water,Water,Water,Bareland
10101,Water,Built-up,Water,Water,Water,Water,Water,Water
10102,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
10103,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10104,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
10105,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10106,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
10107,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10108,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10109,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
10110,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10111,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
10112,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
10113,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10114,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10115,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
10116,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10117,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10118,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
10119,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10120,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10121,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10122,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10123,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
10124,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10125,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
10126,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10127,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
10128,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10129,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
10130,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
10131,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10132,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
10133,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10134,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
10135,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
10136,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10137,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10138,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
10139,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10140,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
10141,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10142,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
10143,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
10144,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10145,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
10146,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
10147,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10148,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10149,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10150,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
10151,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10152,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10153,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10154,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10155,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
10156,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10157,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10158,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10159,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10160,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10161,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
10162,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10163,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10164,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
10165,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10166,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10167,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
10168,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10169,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
10170,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
10171,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
10172,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10173,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
10174,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
10175,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
10176,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10177,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
10178,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
10179,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10180,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
10181,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
10182,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
10183,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
10184,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
10185,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10186,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
10187,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
10188,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
10189,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
10190,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
10191,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
10192,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
10193,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10194,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10195,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10196,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10197,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
10198,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
10199,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10200,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10201,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10202,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
10203,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10204,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
10205,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10206,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10207,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10208,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
10209,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
10210,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
10211,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10212,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10213,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
10214,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10215,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
10216,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10217,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
10218,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
10219,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
10220,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10221,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10222,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
10223,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
10224,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10225,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
10226,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10227,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
10228,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10229,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Water
10230,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
10231,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
10232,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
10233,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
10234,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
10235,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
10236,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
10237,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
10238,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
10239,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
10240,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10241,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10242,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
10243,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
10244,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10245,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
10246,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
10247,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
10248,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
10249,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Water
10250,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
10251,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
10252,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
10253,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
10254,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
10255,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Water
10256,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Bareland
10257,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
10258,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
10259,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
10260,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
10261,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
10262,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
10263,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
10264,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
10265,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
10266,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
10267,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
10268,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
10269,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10270,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
10271,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
10272,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
10273,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
10274,Water,Water,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
10275,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
10276,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
10277,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
10278,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
10279,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
10280,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
10281,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
10282,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
10283,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
10284,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
10285,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
10286,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
10287,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
10288,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
10289,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
10290,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
10291,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
10292,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
10293,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
10294,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10295,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
10296,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10297,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10298,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10299,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10300,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10301,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
