Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R
9133,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9134,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9135,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9136,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9137,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9138,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9139,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9140,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9141,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9142,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9143,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9144,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9145,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
9146,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9147,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9148,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9149,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9150,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9151,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9152,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9153,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9154,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9155,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
9156,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9157,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9158,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9159,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9160,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9161,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9162,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9163,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Shrubland,Water
9164,Forest,Cropland,Bareland,Water,Non_Wetland,Forest,Shrubland,Water
9165,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
9166,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
9167,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
9168,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9169,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9170,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9171,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
9172,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9173,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9174,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
9175,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
9176,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9177,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
9178,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9179,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9180,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Water
9181,Forest,Cropland,Water,NULL,Water,NULL,Shrubland,Water
9182,Forest,Cropland,Water,NULL,Water,NULL,Shrubland,Forest
9183,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Wetland
9184,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Bareland
9185,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
9186,Forest,Cropland,Water,NULL,Water,Wetland,Shrubland,Water
9187,Forest,Cropland,Water,NULL,Water,Wetland,Water,Wetland
9188,Forest,Cropland,Water,Non_Water,Water,NULL,Shrubland,Grassland
9189,Forest,Cropland,Water,Water,Water,Wetland,Shrubland,Water
9190,Forest,Cropland,Water,Water,Water,Water,Water,Grassland
9191,Forest,Cropland,Water,Water,Water,Forest,Shrubland,Grassland
9192,Forest,Cropland,Water,Water,Water,Forest,Shrubland,Water
9193,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9194,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9195,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9196,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9197,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9198,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9199,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9200,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
9201,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
9202,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9203,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9204,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9205,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9206,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9207,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9208,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9209,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9210,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9211,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9212,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9213,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9214,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9215,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9216,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9217,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9218,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9219,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9220,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9221,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9222,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9223,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9224,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Water
9225,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9226,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9227,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
9228,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9229,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9230,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9231,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9232,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9233,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9234,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9235,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9236,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9237,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9238,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9239,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9240,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9241,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9242,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9243,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9244,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
9245,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9246,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
9247,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9248,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9249,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9250,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
9251,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9252,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9253,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
9254,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
9255,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9256,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9257,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
9258,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9259,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
9260,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9261,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9262,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9263,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9264,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
9265,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
9266,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9267,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9268,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9269,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9270,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9271,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9272,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9273,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9274,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9275,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9276,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9277,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9278,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9279,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9280,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9281,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
9282,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9283,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9284,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9285,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9286,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9287,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9288,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9289,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
9290,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9291,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9292,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9293,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9294,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
9295,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
9296,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9297,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9298,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
9299,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9300,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
9301,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9302,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9303,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9304,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9305,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9306,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9307,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9308,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9309,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9310,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9311,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9312,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
9313,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
9314,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9315,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Wetland
9316,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Forest
9317,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
9318,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9319,Forest,Wetland,Water,Water,Water,Water,Shrubland,Wetland
9320,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9321,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9322,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9323,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9324,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9325,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9326,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
9327,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9328,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9329,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9330,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9331,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9332,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9333,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9334,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9335,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9336,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9337,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9338,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9339,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9340,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9341,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9342,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9343,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9344,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9345,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9346,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9347,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9348,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9349,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9350,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9351,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9352,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9353,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
9354,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9355,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
9356,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
9357,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9358,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
9359,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9360,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9361,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9362,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9363,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9364,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9365,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9366,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9367,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9368,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9369,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9370,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9371,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9372,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9373,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9374,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9375,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9376,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9377,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9378,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9379,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9380,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9381,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9382,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9383,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
9384,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9385,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9386,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
9387,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
9388,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9389,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9390,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9391,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9392,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9393,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9394,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9395,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9396,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9397,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9398,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9399,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9400,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9401,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
9402,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9403,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9404,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9405,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9406,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9407,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9408,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9409,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9410,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9411,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9412,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9413,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9414,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9415,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9416,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9417,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
9419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
9420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
9422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
9423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9424,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
9425,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9426,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9427,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9429,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9430,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9431,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9432,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9433,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9434,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9435,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9436,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9437,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9438,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9439,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9440,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9441,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9442,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9443,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9444,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9445,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9446,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9447,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9448,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9449,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9450,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
9451,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9452,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9453,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
