Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCN_M_R
9864,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
9865,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
9866,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
9867,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
9868,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
9869,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
9870,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
9871,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
9872,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
9873,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
9874,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
9875,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9876,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
9877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9878,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9879,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9880,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9881,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9882,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9883,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9884,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9885,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
9886,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9887,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
9888,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9889,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
9890,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9891,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9892,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
9893,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9894,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9895,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9896,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9897,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9898,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
9899,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9900,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9901,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9902,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9903,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9904,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9905,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9906,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9907,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9908,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9909,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9910,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
9911,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9912,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
9913,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9914,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9915,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9916,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9917,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9918,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
9919,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9920,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9921,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9922,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9923,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
9924,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9925,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9926,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9927,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9928,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9929,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9930,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9931,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9932,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9933,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9934,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9935,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9936,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
9937,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9938,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
9939,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9940,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
9941,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
9942,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9943,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9944,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9945,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9946,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9947,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9948,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9949,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9950,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
9951,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
9952,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9953,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9954,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9955,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9956,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9957,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
9958,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9959,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9960,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9961,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
9962,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
9963,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
9964,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9965,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
9966,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
9967,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9968,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
9969,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9970,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
9971,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
9972,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
9973,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9974,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
9975,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9976,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9977,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9978,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9979,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9980,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
9981,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9982,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9983,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9984,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9985,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9986,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9987,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9988,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
9989,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
9990,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9991,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9992,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9993,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
9994,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9995,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9996,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9997,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9998,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9999,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10000,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10001,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10002,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10003,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10004,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10005,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10006,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
10007,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
10008,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10009,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10010,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
10011,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
10012,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10013,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
10014,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10015,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
10016,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10017,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10018,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
10019,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
10020,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
10021,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
10022,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10023,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10024,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10025,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
10026,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10027,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10028,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
10029,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10030,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
10031,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10032,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
10033,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
10034,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10035,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
10036,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10037,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10038,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10039,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
10040,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10041,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10042,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10043,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10044,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10045,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10046,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
10047,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
10048,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10049,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10050,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10051,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10052,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10053,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10054,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
10055,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
10056,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10057,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10058,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
10059,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10060,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10061,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10062,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10063,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10064,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
10065,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
10066,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10067,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
10068,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10069,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10070,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10071,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10072,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10073,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10074,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10075,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
10076,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
10077,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
10078,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
10079,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
10080,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
10081,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
10082,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
10083,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
10084,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
10085,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10086,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
10087,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
10088,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
10089,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
10090,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
10091,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
10092,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
10093,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Water
10094,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
10095,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
10096,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Bareland
10097,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
10098,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
10099,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
10100,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
10101,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
10102,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
10103,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
10104,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10105,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10106,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10107,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10108,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10109,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10110,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10111,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10112,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
10113,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10114,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
10115,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10116,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
10117,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
10118,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10119,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10120,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
10121,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10122,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10123,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10124,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10125,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10126,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10127,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10128,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10129,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10130,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10131,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10132,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10133,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10134,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10135,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10136,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
10137,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10138,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10139,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10140,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
10141,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10142,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
10143,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10144,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10145,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10146,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10147,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10148,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10149,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
10150,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
10151,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10152,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10153,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10154,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10155,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
10156,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
10157,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10158,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10159,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10160,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10161,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10162,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10163,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10164,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10165,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10166,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10167,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10168,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10169,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
10170,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10171,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
10172,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10173,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10174,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10175,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
10176,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10177,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10178,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10179,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10180,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10181,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10182,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
