Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCG_M_R
3087,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
3088,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
3089,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
3090,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
3091,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3092,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3093,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3094,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3095,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3096,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3097,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3098,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3099,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3100,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3101,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
3102,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3103,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3104,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3105,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
3106,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3107,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3108,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3109,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3110,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3111,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3112,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3113,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3114,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3115,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
3116,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3117,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3118,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3119,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3120,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3121,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3122,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3123,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3124,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3125,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3126,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3127,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3128,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3129,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3130,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3131,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3132,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3133,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3134,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3135,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3136,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3137,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3138,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
3139,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3140,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3141,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3142,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3143,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3144,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3145,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3146,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3147,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3148,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
3149,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
3150,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3151,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3152,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3153,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3154,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3155,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
3156,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
3157,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3158,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
3159,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3160,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3161,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3162,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3163,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3164,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3165,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3166,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3167,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3168,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3169,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3170,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3171,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3172,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3173,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3174,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
3175,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
3176,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
3177,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
3178,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3179,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3180,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3181,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3182,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3183,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3184,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3185,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3186,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3187,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3188,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
3189,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3190,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3191,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3192,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3193,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
3194,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3195,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3196,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3197,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3198,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3199,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3200,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
3201,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3202,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3203,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3204,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3205,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3206,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3207,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3208,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3209,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3210,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3211,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3212,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3213,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3214,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3215,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3216,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3217,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3218,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3219,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3220,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3221,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
3222,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3223,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3224,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3225,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3226,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3227,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3228,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3229,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3230,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3231,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3232,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3233,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
3234,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
3235,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3236,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3237,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3238,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
3239,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3240,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
3241,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
3242,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3243,Forest,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3244,Forest,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
3245,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3246,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3247,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3248,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3249,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3250,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3251,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3252,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
3253,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3254,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3255,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3256,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3257,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3258,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3259,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3260,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3261,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
3262,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
3263,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
3264,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
3265,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Water
3266,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
3267,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
3268,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3269,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3270,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3271,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
3272,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3273,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3274,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3275,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3276,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3277,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3278,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3279,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
3280,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
3281,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3282,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3283,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3284,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3285,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3286,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3287,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3288,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3289,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3290,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3291,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3292,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3293,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3294,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3295,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3296,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3297,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3298,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3299,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3300,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3301,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3302,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3303,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3304,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3305,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3306,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3307,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3308,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3309,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3310,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3311,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3312,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3313,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3314,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3315,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
3316,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3317,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3318,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3319,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3320,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3321,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3322,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3323,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3324,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3325,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3326,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3327,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
3328,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3329,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3330,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3331,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3332,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3333,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3334,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3335,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3336,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3337,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3338,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3339,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3340,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3341,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3342,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3343,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3344,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3345,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
3346,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3347,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3348,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3349,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3350,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3351,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3352,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3353,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3354,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3355,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3356,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3357,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3358,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3359,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3360,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3361,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3362,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3363,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3364,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3365,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3366,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3367,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3368,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3369,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3370,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
3371,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3372,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
3373,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
3374,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3375,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3376,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3377,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3378,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3379,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
3380,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3381,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3382,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3383,Forest,Water,Water,Water,Water,NULL,NULL,Water
3384,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3385,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3386,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3387,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3388,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3389,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3390,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3391,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3392,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3393,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3394,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3395,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3396,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3397,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3398,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3399,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3400,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3401,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3402,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3403,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3404,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3405,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3406,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3407,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3408,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3409,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3410,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3411,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3412,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3413,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3414,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3415,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3416,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3417,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3418,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3419,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3420,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3421,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3422,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3423,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3424,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3425,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3426,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3427,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3428,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
