Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRV_M_R
3459,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3460,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3461,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3462,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3463,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3464,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3465,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3466,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
3467,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3468,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3469,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3470,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3471,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3472,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3473,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
3474,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
3475,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3476,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3477,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
3478,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3479,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
3480,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3481,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3482,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
3483,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
3484,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3485,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3486,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3487,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3488,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3489,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3490,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3491,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3492,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3493,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3494,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3495,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3496,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3497,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3498,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3499,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3500,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3501,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3502,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3503,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3504,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3505,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3506,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
3507,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3508,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3509,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3510,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3511,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3512,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3513,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3514,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3515,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3516,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3517,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3518,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3519,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3520,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3521,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3522,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3523,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3524,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3525,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3526,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
3527,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
3528,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
3529,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
3530,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3531,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
3532,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3533,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3534,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3535,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3536,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3537,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3538,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3539,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3540,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3541,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3542,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3543,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3544,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3545,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3546,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3547,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3548,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3549,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3550,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3551,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3552,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3553,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3554,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3555,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3556,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
3557,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
3558,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
3559,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3560,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3561,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3562,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3563,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3564,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3565,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3566,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3567,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3568,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3569,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3570,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3571,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3572,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3573,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3574,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3575,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3576,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3577,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3578,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3579,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3580,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3581,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3582,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3583,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3584,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3585,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3586,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3587,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3588,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3589,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3590,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3591,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3592,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3593,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3594,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3595,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3596,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3597,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3598,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3599,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3600,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3601,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3602,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3603,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3604,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3605,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3606,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3607,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3608,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3609,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3610,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3611,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3612,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3613,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3614,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3615,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3616,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3617,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
3618,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Forest
3619,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3620,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3621,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3622,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3623,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
3624,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
3625,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
3626,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3627,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3628,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
3629,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3630,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
3631,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3632,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3633,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3634,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3635,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3636,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3637,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
3638,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3639,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3640,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
3641,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3642,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
3643,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3644,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3645,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3646,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3647,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3648,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3649,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3650,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3651,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3652,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3653,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3654,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3655,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3656,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3657,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3658,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3659,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3660,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3661,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3662,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3663,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3664,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3665,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
3666,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3667,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
3668,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3669,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3670,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3671,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3672,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3673,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3674,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3675,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3676,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3677,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3678,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3679,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3680,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3681,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
3682,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3683,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3684,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3685,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3686,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3687,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3688,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3689,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3690,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3691,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3692,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
3693,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3694,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3695,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3696,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3697,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3698,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3699,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3700,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3701,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3702,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3703,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3704,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3705,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3706,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3707,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3708,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3709,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3710,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
3711,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
3712,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
3713,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
3714,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3715,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
3716,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3717,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3718,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
3719,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
3720,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3721,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
3722,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3723,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
3724,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3725,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3726,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
3727,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3728,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3729,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3730,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3731,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3732,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3733,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3734,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3735,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
3736,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
3737,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
3738,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3739,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3740,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3741,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3742,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3743,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3744,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
3745,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3746,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
3747,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
3748,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
3749,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3750,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3751,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3752,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3753,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3754,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3755,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3756,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3757,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3758,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3759,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3760,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3761,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3762,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3763,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3764,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3765,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3766,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3767,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3768,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3769,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3770,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3771,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3772,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3773,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3774,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3775,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3776,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3777,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3778,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3779,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3780,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3781,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3782,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3783,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3784,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3785,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3786,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3787,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3788,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
