Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGR_M_R
1866,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1867,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1868,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1869,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1870,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1871,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1872,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1873,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1874,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1875,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1876,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1877,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1878,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1879,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1880,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1881,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1882,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1883,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1884,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1885,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1886,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1887,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1888,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1889,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1890,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1891,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1892,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
1893,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1894,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1895,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1896,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1897,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1898,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1899,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1900,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1901,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1902,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1903,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1904,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1905,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1906,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1907,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
1908,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1909,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1910,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1911,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1912,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1913,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1914,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1915,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1916,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1917,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1918,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1919,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1920,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1921,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1922,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1923,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1924,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1925,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1926,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1927,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1928,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1929,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1930,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1931,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1932,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1933,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1934,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1935,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1936,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1937,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1938,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1939,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1940,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1941,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1942,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1943,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1944,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1945,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1946,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1947,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1948,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1949,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1950,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1951,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1952,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1953,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1954,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1955,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1956,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1957,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1958,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1959,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1960,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1961,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1962,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1963,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1964,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1965,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1966,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1967,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1968,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1969,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1970,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1971,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1972,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1973,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1974,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1975,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1976,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1977,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1978,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1979,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1980,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1981,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1982,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1983,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1984,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1985,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1986,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1987,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1988,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1989,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1990,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1991,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1992,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1993,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1994,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1995,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1996,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1997,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1998,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1999,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2000,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2001,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2002,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2003,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2004,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2005,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2006,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2007,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2008,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2009,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2010,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2011,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2012,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2013,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2014,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2015,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2016,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2017,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2018,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2019,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2020,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2021,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2022,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2023,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2024,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2025,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2026,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2027,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2028,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2029,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2030,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2031,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2032,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2033,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2034,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2035,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2036,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2037,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2038,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2039,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2040,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2041,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2042,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2043,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2044,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2045,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2046,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2047,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
2048,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2049,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2050,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2051,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2052,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2053,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2054,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2055,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2056,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2057,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2058,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2059,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2060,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2061,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2062,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2063,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2064,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2065,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2066,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2067,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2068,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2069,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2070,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2071,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
2072,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2073,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2074,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2075,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2076,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2077,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2078,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2079,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2080,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2081,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2082,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2083,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2084,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2085,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2086,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
2087,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
2088,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Grassland
2089,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
2090,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
2091,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2092,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2093,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2094,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2095,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2096,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2097,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2098,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2099,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2100,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2101,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2102,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2103,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2104,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2105,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2106,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2107,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2108,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2109,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2110,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2111,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2112,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2113,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2114,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2115,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2116,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2117,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2118,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2119,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2120,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2121,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2122,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2123,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2124,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2125,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2126,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2127,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2128,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2129,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2130,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2131,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2132,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2133,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2134,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2135,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2136,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2137,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
2138,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2139,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2140,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2141,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2142,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2143,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2144,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
2145,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2146,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2147,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2148,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2149,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2150,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2151,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2152,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2153,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2154,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2155,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2156,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
2157,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2158,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
2159,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2160,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2161,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2162,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2163,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2164,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2165,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
2166,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
2167,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
2168,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2169,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2170,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2171,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2172,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
2173,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2174,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2175,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2176,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2177,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2178,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2179,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2180,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2181,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2182,Forest,Water,Water,NULL,Water,NULL,Water,Water
2183,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2184,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2185,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
2186,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
2187,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2188,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
2189,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2190,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2191,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
2192,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2193,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2194,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2195,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2196,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2197,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2198,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2199,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
2200,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2201,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2202,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2203,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2204,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2205,Forest,Water,Water,NULL,Water,Water,Water,Water
2206,Forest,Water,Water,NULL,Water,Water,Water,Forest
