Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVE_M_R
15455,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
15456,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
15457,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
15458,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
15459,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15460,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15461,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
15462,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15463,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15464,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15465,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
15466,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15467,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
15468,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
15469,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
15470,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15471,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
15472,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15473,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
15474,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15475,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15476,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
15477,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15478,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
15479,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
15480,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15481,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
15482,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15483,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Water
15484,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
15485,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
15486,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
15487,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
15488,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
15489,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
15490,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
15491,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
15492,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
15493,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
15494,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
15495,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
15496,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
15497,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
15498,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
15499,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
15500,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Wetland
15501,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
15502,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
15503,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
15504,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
15505,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
15506,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
15507,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
15508,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Grassland
15509,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
15510,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
15511,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Grassland
15512,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Cropland
15513,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
15514,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
15515,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15516,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
15517,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
15518,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
15519,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
15520,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15521,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
15522,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
15523,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
15524,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
15525,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15526,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
15527,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
15528,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
15529,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
15530,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
15531,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
15532,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
15533,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
15534,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
15535,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
15536,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
15537,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
15538,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
15539,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
15540,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
15541,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
15542,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
15543,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
15544,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
15545,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
15546,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
15547,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15548,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
15549,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
15550,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15551,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15552,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15553,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
15554,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
15555,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15556,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
15557,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
15558,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15559,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15560,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
15561,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
15562,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
15563,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
15564,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
15565,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
15566,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
15567,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
15568,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
15569,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15570,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
15571,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
15572,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
15573,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15574,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
15575,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15576,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
15577,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
15578,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
15579,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
15580,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
15581,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
15582,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
15583,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
15584,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
15585,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
15586,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
15587,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
15588,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15589,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
15590,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15591,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
15592,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
15593,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15594,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
15595,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
15596,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
15597,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
15598,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
15599,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
15600,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
15601,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
15602,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
15603,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
15604,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15605,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
15606,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
15607,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
15608,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
15609,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
15610,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
15611,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
15612,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Bareland
15613,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
15614,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
15615,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
15616,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
15617,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
15618,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
15619,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
15620,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
15621,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
15622,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
15623,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15624,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15625,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
15626,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
15627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
15628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
15630,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15631,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
15632,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
15633,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15634,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
15636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
15637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
15638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
15639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
15640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15641,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15642,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15643,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15644,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
15645,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15646,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15647,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
15648,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15649,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
15650,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15651,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15652,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15653,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
15654,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
15655,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15656,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
15657,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15658,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
15659,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
15660,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
15661,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
15662,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
15663,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15664,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
15665,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15666,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
15667,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
15668,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
15669,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
15670,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
15671,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15672,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15673,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
15674,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
15675,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
15676,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
15677,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
15678,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
15679,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
15680,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
15681,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
15682,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
15683,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
15684,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
15685,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
15686,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
15687,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
15688,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
15689,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
15690,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
15691,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
15692,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15693,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
15694,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
15695,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
15696,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
15697,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15698,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
15699,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
15700,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
15701,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15702,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
15703,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
15704,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
15705,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
15706,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Built-up
15707,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
15708,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
15709,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
15710,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
15711,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
15712,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
15713,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
15714,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
15715,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
15716,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
15717,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
15718,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
15719,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
15720,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15721,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
15722,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
15723,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15724,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15725,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15726,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
15727,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
15728,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15729,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15730,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
15731,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
15732,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
15733,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15734,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
15735,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15736,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
15737,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
15738,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
15739,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
15740,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
15741,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
15742,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
15743,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
15744,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
15745,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
15746,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
15747,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
15748,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
15749,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
15750,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
15751,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15752,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15753,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
15754,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
15755,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
15756,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
15757,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
15758,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
15759,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15760,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
15761,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
15762,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
15763,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
15764,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
15765,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15766,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
15767,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
15768,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
