Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMG_M_R
16137,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16138,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
16139,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
16140,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16141,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16142,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
16143,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
16144,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
16145,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
16146,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
16147,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
16148,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
16149,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16150,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16151,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16152,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16153,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16154,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16155,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
16156,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16157,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
16158,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16159,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16160,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16161,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
16162,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16163,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
16164,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
16165,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
16166,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
16167,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
16168,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16169,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16170,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16171,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
16172,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
16173,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
16174,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
16175,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
16176,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
16177,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
16178,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
16179,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16180,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16181,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
16182,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
16183,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16184,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
16185,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16186,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
16187,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
16188,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
16189,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
16190,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
16191,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
16192,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
16193,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
16194,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
16195,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
16196,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
16197,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
16198,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
16199,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
16200,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16201,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
16202,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
16203,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
16204,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
16205,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
16206,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
16207,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
16208,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
16209,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
16210,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
16211,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
16212,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
16213,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
16214,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
16215,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
16216,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
16217,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
16218,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
16219,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
16220,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
16221,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
16222,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16223,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16224,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
16225,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
16226,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16227,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16228,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16229,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16230,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
16231,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
16232,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
16233,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16234,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16235,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16236,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16237,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16238,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
16239,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
16240,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
16241,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
16242,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
16243,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
16244,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
16245,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
16246,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
16247,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
16248,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
16249,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
16250,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
16251,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
16252,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
16253,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16254,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16255,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
16256,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
16257,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
16258,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
16259,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
16260,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
16261,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16262,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
16263,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
16264,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
16265,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16266,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
16267,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16268,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
16269,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
16270,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
16271,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16272,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
16273,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16274,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16275,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16276,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16277,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16278,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16279,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16280,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
16281,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16282,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16283,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16284,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
16285,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
16286,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16287,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16288,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16289,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16290,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16291,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
16292,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16293,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16294,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
16295,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
16296,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16297,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
16298,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16299,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
16300,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
16301,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16302,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16303,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16304,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
16305,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16306,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16307,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16308,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16309,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16310,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
16311,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16312,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16313,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16314,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16315,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16316,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
16317,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
16318,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16319,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
16320,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16321,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
16322,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16323,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
16324,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16325,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
16326,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16327,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16328,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16329,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16330,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
16331,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16332,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16333,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16334,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16335,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16336,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16337,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16338,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16339,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16340,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16341,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
16342,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16343,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
16344,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16345,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16346,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16347,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16348,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16349,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16350,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
16351,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16352,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
16353,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16354,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16355,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
16356,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16357,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16358,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16359,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16360,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16361,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16362,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16363,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16364,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16365,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16366,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16367,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16368,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16369,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16370,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16371,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16372,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
16373,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16374,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16375,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16376,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16377,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16378,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
16379,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16380,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16381,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16382,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
16383,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16384,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
16385,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
16386,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
16387,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16388,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16389,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16390,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16391,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16392,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
16393,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
16394,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16395,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16396,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16397,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16398,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16399,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16400,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16401,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16402,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16403,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16404,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16405,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16406,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16407,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16408,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16409,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
16410,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
16411,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
16412,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16413,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16414,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16415,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
16416,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
16417,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
16418,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
16419,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
16420,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16421,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
16422,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16423,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16424,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16425,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
16426,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16427,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16428,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
16429,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16430,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
16431,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16432,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
16433,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16434,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16435,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16436,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16437,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16438,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16439,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16440,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16441,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16442,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
16443,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
16444,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16445,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
16446,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
16447,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16448,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16449,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16450,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16451,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16452,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,NULL
16453,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
16454,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
16455,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16456,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
