Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYQ_M_R
1946,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1947,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1948,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1949,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1950,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1951,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1952,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1953,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1954,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1955,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1956,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1957,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1958,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1959,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1960,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1961,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1962,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1963,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1964,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1965,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1966,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1967,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1968,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1969,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1970,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1971,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1972,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1973,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1974,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1975,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1976,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1977,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1978,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1979,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1980,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1981,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1982,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1983,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1984,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1985,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1986,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
1987,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1988,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1989,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1990,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
1991,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1992,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1993,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Forest
1994,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
1995,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1996,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1997,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1998,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1999,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2000,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2001,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2002,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2003,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2004,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2005,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2006,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2007,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2008,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2009,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2010,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2011,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2012,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2013,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2014,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2015,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2016,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2017,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2018,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2019,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2020,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2021,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2022,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2023,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2024,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2025,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2026,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2027,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2028,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2029,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2030,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2031,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2032,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2033,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
2034,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2035,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
2036,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2037,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
2038,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2039,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2040,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2041,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2042,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2043,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2044,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2045,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2046,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2047,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2048,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2049,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2050,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2051,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2052,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
2053,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2054,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2055,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2056,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
2057,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2058,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2059,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
2060,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2061,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2062,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
2063,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2064,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2065,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2066,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2067,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2068,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2069,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2070,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2071,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2072,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2073,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2074,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2075,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2076,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2077,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2078,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2079,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2080,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2081,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
2082,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2083,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2084,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
2085,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2086,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
2087,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2088,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2089,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
2090,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
2091,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2092,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2093,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2094,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2095,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2096,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2097,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2098,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2099,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2100,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2101,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2102,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2103,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
2104,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
2105,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2106,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
2107,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2108,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2109,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2110,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2111,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2112,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2113,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2114,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2115,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
2116,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2117,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2118,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2119,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2120,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2121,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2122,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2123,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Forest
2124,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2125,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2126,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
2127,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2128,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Water,Forest
2129,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2130,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
2131,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
2132,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2133,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2134,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2135,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2136,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2137,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
2138,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
2139,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
2140,Forest,Wetland,Water,Non_Water,Water,Water,Water,Bareland
2141,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2142,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
2143,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
2144,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2145,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2146,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
2147,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
2148,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2149,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2150,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2151,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2152,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2153,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
2154,Forest,Wetland,Water,Water,Water,Water,Water,Water
2155,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2156,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2157,Forest,Wetland,Water,Water,Water,Forest,Water,Grassland
2158,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
2159,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2160,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2161,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2162,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
2163,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2164,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2165,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2166,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2167,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2168,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2169,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2170,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2171,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2172,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2173,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2174,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2175,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2176,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
2177,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2178,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2179,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2180,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2181,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2182,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2183,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2184,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2185,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
2186,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2187,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2188,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
2189,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2190,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2191,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2192,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2193,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
2194,Forest,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2195,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2196,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
2197,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2198,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
2199,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2200,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2201,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2202,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2203,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2204,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2205,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2206,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2207,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2208,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2209,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2210,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2211,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2212,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2213,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2214,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2215,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2216,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
2217,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2218,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2219,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2220,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2221,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2222,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2223,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2224,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2225,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2226,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2227,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
2228,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2229,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2230,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2231,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
2232,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2233,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2234,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2235,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2236,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2237,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2238,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2239,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2240,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2241,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2242,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2243,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2244,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2245,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
2246,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2247,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2248,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2249,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2250,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2251,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
2252,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2253,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2254,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2255,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2256,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2257,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2258,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2259,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
2260,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2261,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2262,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2263,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2264,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2265,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2266,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
2267,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2268,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2269,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2270,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
2271,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2272,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2273,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2274,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2275,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2276,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2277,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
2278,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2279,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2280,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2281,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2282,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
