Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUP_M_R
2746,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2747,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2748,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2749,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2750,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2751,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
2752,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2753,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
2754,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2755,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2756,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2757,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2758,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2759,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2760,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2761,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2762,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
2763,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2764,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2765,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2766,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2767,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2768,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2769,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2770,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2771,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2772,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2773,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2774,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2775,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2776,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2777,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2778,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2779,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2780,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2781,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2782,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2783,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2784,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2785,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
2786,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2787,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2788,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2789,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2790,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2791,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2792,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2793,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2794,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2795,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2796,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2797,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2798,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2799,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2800,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2801,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2802,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2803,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2804,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2805,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2806,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2807,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2808,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2809,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2810,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
2811,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
2812,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
2813,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2814,Forest,NULL,Water,Non_Water,Water,Water,Bareland,Forest
2815,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
2816,Forest,NULL,Water,Water,Water,Wetland,Bareland,Water
2817,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
2818,Forest,NULL,Water,Water,Water,Bareland,Bareland,Forest
2819,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2820,Forest,NULL,Water,Water,Water,Water,Water,Water
2821,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2822,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2823,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2824,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2825,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2826,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2827,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2828,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2829,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2830,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2831,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2832,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2833,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2834,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2835,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2836,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2837,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2838,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2839,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2840,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2841,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2842,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2843,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2844,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2845,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2846,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2847,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2848,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2849,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2850,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2851,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2852,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2853,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2854,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2855,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2856,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2857,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2858,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2859,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2860,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2861,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2862,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2863,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2864,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2865,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2866,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2867,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2868,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2869,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2870,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2871,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2872,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2873,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2874,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2875,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2876,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2877,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2878,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2879,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2880,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2881,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2882,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2883,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2884,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2885,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2886,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2887,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2888,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2889,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2890,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2891,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
2892,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2893,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2894,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2895,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2896,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2897,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2898,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2899,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2900,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2901,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2902,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2903,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2904,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2905,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2906,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2907,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2908,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2909,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2910,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2911,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2912,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2913,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2914,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2915,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2916,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2917,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2918,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2919,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2920,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2921,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2922,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2923,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2924,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2925,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2926,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2927,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2928,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2929,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2930,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2931,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2932,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2933,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2934,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2935,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2936,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2937,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2938,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2939,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2940,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2941,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2942,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2943,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2944,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2945,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2946,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2947,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2948,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2949,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2950,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2951,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2952,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2953,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2954,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2955,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
2956,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2957,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2958,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2959,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2960,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2961,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2962,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2963,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2964,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2965,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2966,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2967,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2968,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2969,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2970,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2971,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2972,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2973,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2974,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2975,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2976,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2977,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2978,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2979,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2980,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2981,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2982,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2983,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2984,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2985,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2986,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2987,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2988,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
2989,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2990,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2991,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2992,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
2993,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2994,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2995,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2996,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2997,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2998,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2999,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3000,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3001,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3002,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3003,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3004,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
3005,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
3006,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
3007,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3008,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3009,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3010,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
3011,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3012,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3013,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
3014,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3015,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3016,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
3017,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3018,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3019,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3020,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3021,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3022,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3023,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3024,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3025,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3026,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3027,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3028,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3029,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3030,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3031,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3032,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3033,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
3034,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3035,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
3036,Forest,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3037,Forest,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Forest
3038,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3039,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3040,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3041,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
3042,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
3043,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3044,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Forest
3045,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
3046,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3047,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3048,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3049,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3050,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3051,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3052,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
3053,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Forest
3054,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
3055,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Water
3056,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
3057,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
3058,Forest,Wetland,Water,Water,Water,Water,Water,Forest
3059,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3060,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3061,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3062,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
3063,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3064,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3065,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3066,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3067,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3068,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3069,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3070,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3071,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3072,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3073,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3074,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3075,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3076,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3077,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
