Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTG_M_R
2468,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2469,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2470,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2471,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
2472,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2473,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2474,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2475,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2476,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2477,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
2478,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2479,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2480,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2481,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2482,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2483,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2484,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2485,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2486,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2487,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2488,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2489,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2490,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2491,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2492,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2493,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
2494,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2495,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2496,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2497,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2498,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2499,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2500,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2501,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2502,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2503,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2504,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
2505,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2506,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2507,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2508,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2509,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2510,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2511,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2512,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2513,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2514,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2515,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2516,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2517,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2518,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2519,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2520,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
2521,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2522,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2523,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
2524,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
2525,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
2526,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2527,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
2528,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
2529,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
2530,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2531,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
2532,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
2533,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2534,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2535,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
2536,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
2537,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
2538,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
2539,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
2540,Forest,NULL,Water,NULL,Water,Water,Water,Water
2541,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
2542,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2543,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
2544,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2545,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2546,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2547,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2548,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2549,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2550,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2551,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2552,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2553,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2554,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2555,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2556,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2557,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2558,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2559,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2560,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2561,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2562,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2563,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2564,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2565,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2566,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2567,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2568,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2569,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2570,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2571,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2572,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2573,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2574,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2575,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2576,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2577,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2578,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2579,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2580,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2581,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2582,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2583,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2584,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2585,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2586,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2587,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2588,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2589,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2590,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2591,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2592,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2593,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2594,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2595,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2596,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2597,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2598,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2599,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
2600,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2601,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2602,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2603,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2604,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2605,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2606,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2607,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2608,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2609,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2610,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2611,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2612,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2613,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2614,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2615,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2616,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2617,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2618,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2619,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2620,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2621,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2622,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2623,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2624,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2625,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2626,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2627,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2628,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2629,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2630,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2631,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2632,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2633,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2634,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
2635,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2636,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2637,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2638,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2639,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2640,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2641,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2642,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2643,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2644,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2645,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2646,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2647,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2648,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2649,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2650,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2651,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2652,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2653,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2654,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2655,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2656,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2657,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2658,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2659,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2660,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
2661,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2662,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2663,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2664,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2665,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2666,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2667,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2668,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2669,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2670,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2671,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2672,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2673,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2674,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2675,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2676,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2677,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2678,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2679,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2680,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2681,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2682,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2683,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2684,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2685,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2686,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2687,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2688,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2689,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2690,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2691,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2692,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2693,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2694,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2695,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2696,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2697,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2698,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2699,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2700,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2701,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2702,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2703,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2704,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2705,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2706,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2707,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2708,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2709,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2710,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2711,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2712,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2713,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2714,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2715,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2716,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2717,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2718,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2719,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2720,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2721,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2722,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2723,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2724,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2725,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2726,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2727,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2728,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2729,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2730,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2731,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2732,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2733,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2734,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2735,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2736,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2737,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2738,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2739,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2740,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2741,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2742,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2743,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2744,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2745,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2746,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2747,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2748,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2749,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2750,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2751,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2752,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2753,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2754,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2755,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2756,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2757,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2758,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2759,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2760,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2761,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2762,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2763,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2764,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2765,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2766,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2767,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2768,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2769,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2770,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2771,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2772,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2773,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2774,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2775,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2776,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2777,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2778,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2779,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2780,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2781,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2782,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2783,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2784,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2785,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2786,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2787,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2788,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2789,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2790,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2791,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2792,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2793,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2794,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2795,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
