Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R
11858,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11859,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11860,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11861,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11862,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11863,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11864,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11865,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11866,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11867,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11868,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11869,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11870,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11871,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
11872,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11873,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11874,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
11875,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11876,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
11877,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11878,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11879,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11880,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11881,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11882,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11883,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11884,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11885,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11886,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
11887,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11888,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11889,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
11890,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
11891,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
11892,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11893,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11894,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11895,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11896,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
11897,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11898,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11899,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
11900,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
11901,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
11902,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
11903,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
11904,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11905,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11906,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Water
11907,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11908,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11909,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11910,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
11911,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
11912,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
11913,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
11914,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
11915,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11916,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11917,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11918,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11919,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11920,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11921,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
11922,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11923,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11924,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
11925,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
11926,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
11927,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
11928,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11929,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
11930,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
11931,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
11932,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
11933,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
11934,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
11935,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
11936,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
11937,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
11938,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11939,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11940,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
11941,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11942,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Water
11943,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11944,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
11945,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11946,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11947,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
11948,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
11949,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11950,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11951,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11952,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11953,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11954,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11955,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11956,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11957,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11958,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11959,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11960,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11961,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11962,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11963,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11964,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11965,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
11966,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11967,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11968,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11969,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11970,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11971,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11972,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11973,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11974,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11975,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11976,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11977,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11978,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11979,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11980,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11981,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11982,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11983,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11984,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11985,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11986,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11987,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
11988,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11989,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11990,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11991,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11992,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11993,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11994,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11995,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11996,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11997,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11998,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11999,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12000,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12001,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12002,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12003,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12004,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12005,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12006,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12007,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12008,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
12009,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12010,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12011,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12012,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
12013,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12014,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12015,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
12016,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12017,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12018,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12019,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
12020,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12021,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12022,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12023,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12024,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12025,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12026,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12027,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12028,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12029,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12030,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12031,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12032,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12033,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12034,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
12035,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12036,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
12037,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12038,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12039,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
12040,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12041,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12042,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12043,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12044,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12045,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12046,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12047,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12048,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12049,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
12050,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
12051,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12052,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
12053,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
12054,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
12055,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
12056,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12057,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12058,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12059,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12060,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12061,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12062,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
12063,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
12064,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
12065,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
12066,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12067,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12068,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12069,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
12070,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
12071,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
12072,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
12073,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
12074,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
12075,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
12076,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12077,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12078,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
12079,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
12080,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
12081,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
12082,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
12083,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
12084,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
12085,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
12086,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
12087,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
12088,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
12089,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
12090,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
12091,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
12092,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
12093,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
12094,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12095,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
12096,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
12097,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
12098,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12099,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
12100,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12101,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12102,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
12103,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12104,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
12105,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
12106,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12107,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
12108,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
12109,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
12110,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12111,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12112,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12113,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
12114,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
12115,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
12116,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12117,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12118,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
12119,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12120,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12121,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
12122,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
12123,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
12124,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
12125,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
12126,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
12127,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
12128,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
12129,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
12130,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
12131,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12132,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
12133,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12134,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12135,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12136,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12137,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12138,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12139,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12140,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12141,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12142,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12143,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
12144,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12145,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Water
12146,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12147,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12148,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12149,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
12150,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
12151,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
12152,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
12153,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
12154,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
12155,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
12156,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
12157,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12158,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12159,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
12160,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
12161,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
12162,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
12163,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
12164,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
12165,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Forest
12166,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
12167,Forest,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
12168,Forest,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Forest
12169,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
12170,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12171,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12172,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12173,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12174,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12175,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12176,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
12177,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12178,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
12179,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
12180,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12181,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
12182,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
12183,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12184,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
12185,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12186,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
