Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCH_M_R
13984,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13985,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13986,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13987,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13988,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13989,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
13990,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13991,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13992,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13993,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13994,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13995,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
13996,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
13997,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13998,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13999,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14000,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
14001,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
14002,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14003,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
14004,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
14005,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
14006,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
14007,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14008,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
14009,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
14010,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
14011,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
14012,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
14013,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
14014,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
14015,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
14016,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14017,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
14018,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
14019,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14020,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
14021,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
14022,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
14023,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
14024,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
14025,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
14026,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
14027,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14028,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
14029,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
14030,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
14031,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
14032,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
14033,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
14034,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
14035,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
14036,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
14037,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
14038,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
14039,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
14040,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14041,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
14042,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
14043,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Forest
14044,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
14045,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
14046,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
14047,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
14048,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
14049,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
14050,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
14051,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
14052,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
14053,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
14054,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
14055,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
14056,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
14057,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
14058,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
14059,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
14060,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Water
14061,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
14062,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
14063,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
14064,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
14065,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14066,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14067,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14068,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14069,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14070,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14071,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14072,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14073,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14074,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
14075,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
14076,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14077,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14078,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14079,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
14080,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14081,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
14082,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
14083,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
14084,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
14085,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14086,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
14087,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
14088,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
14089,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
14090,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14091,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
14092,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14093,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
14094,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
14095,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14096,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14097,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14098,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14099,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14100,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
14101,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14102,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14103,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14104,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14105,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14106,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14107,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14108,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14109,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14110,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14111,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14112,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14113,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14114,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14115,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
14116,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14117,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14118,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14119,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
14120,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14121,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14122,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14123,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14124,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14125,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14126,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14127,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
14128,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
14129,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
14130,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14131,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
14132,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
14133,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
14134,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14135,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14136,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14137,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14138,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
14139,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14140,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14141,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14142,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14143,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14144,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14145,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
14146,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14147,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14148,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14149,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14150,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14151,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14152,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
14153,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14154,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
14155,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14156,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
14157,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
14158,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
14159,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14160,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
14161,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
14162,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14163,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
14164,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14165,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
14166,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Water
14167,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
14168,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
14169,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14170,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
14171,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
14172,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
14173,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14174,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
14175,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
14176,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
14177,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
14178,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
14179,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14180,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
14181,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
14182,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
14183,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
14184,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
14185,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
14186,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
14187,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
14188,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
14189,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
14190,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14191,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
14192,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
14193,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14194,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
14195,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14196,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
14197,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14198,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
14199,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
14200,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14201,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
14202,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
14203,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
14204,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
14205,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
14206,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
14207,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14208,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14209,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
14210,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
14211,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14212,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14213,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14214,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
14215,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14216,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14217,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
14218,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14219,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
14220,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14221,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14222,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
14223,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
14224,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
14225,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14226,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
14227,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
14228,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14229,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14230,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14231,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14232,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
14233,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14234,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14235,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
14236,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
14237,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
14238,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
14239,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
14240,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
14241,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
14242,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14243,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
14244,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
14245,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14246,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14247,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14248,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
14249,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
14250,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14251,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
14252,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14253,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
14254,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
14255,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
14256,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14257,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14258,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14259,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
14260,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
14261,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
14262,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
14263,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14264,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
14265,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
14266,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14267,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
14268,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14269,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
14270,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
14271,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
14272,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
14273,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
14274,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
14275,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14276,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
14277,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
14278,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
14279,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
14280,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
14281,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
14282,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
14283,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
14284,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
14285,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
14286,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
14287,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
14288,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14289,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14290,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
14291,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
14292,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14293,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
14294,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14295,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14296,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
14297,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
14298,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
