Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQU_M_R
4489,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4490,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4491,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4492,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
4493,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
4494,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4495,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Water
4496,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
4497,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
4498,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4499,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4500,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4501,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4502,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4503,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4504,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
4505,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4506,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
4507,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
4508,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4509,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4510,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4511,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
4512,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Wetland
4513,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
4514,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
4515,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
4516,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
4517,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
4518,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4519,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4520,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4521,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4522,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4523,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4524,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4525,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4526,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4527,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4528,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4529,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4530,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4531,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4532,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4533,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4534,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4535,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4536,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4537,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4538,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4539,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4540,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4541,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4542,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4543,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4544,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4545,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4546,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4547,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4548,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4549,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4550,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4551,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4552,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4553,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4554,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4555,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4556,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4557,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4558,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4559,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4560,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4561,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
4562,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4563,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4564,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
4565,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4566,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
4567,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4568,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
4569,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Forest
4570,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
4571,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
4572,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
4573,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Water
4574,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4575,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4576,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4577,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4578,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4579,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4580,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4581,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
4582,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
4583,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4584,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4585,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
4586,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4587,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4588,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4589,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4590,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4591,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4592,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4593,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4594,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
4595,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4596,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4597,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4598,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4599,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
4600,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4601,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
4602,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4603,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
4604,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4605,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4606,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4607,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4608,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4609,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
4610,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4611,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4612,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4613,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4614,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4615,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4616,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4617,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4618,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4619,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
4620,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4621,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
4622,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4623,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4624,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4625,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4626,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4627,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4628,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4629,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4630,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4631,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
4632,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4633,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4634,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4635,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4636,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
4637,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
4638,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
4639,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
4640,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4641,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
4642,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
4643,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
4644,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4645,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4646,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
4647,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4648,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
4649,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4650,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
4651,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
4652,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4653,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4654,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4655,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4656,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4657,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4658,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4659,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
4660,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4661,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4662,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4663,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4664,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4665,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4666,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4667,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4668,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4669,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4670,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4671,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
4672,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4673,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4674,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
4675,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4676,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4677,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4678,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4679,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4680,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4681,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4682,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4683,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4684,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4685,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4686,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
4687,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
4688,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4689,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4690,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
4691,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4692,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4693,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4694,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4695,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4696,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4697,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4698,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4699,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
4700,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4701,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
4702,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4703,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
4704,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4705,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
4706,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4707,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
4708,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4709,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4710,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
4711,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4712,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
4713,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
4714,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4715,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Grassland
4716,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
4717,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
4718,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
4719,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
4720,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
4721,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
4722,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
4723,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
4724,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
4725,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
4726,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
4727,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4728,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4729,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
4730,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
4731,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
4732,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
4733,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
4734,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
4735,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
4736,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
4737,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4738,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4739,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
4740,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4741,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4742,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
4743,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4744,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4745,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
4746,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
4747,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
4748,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4749,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
4750,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
4751,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
4752,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
4753,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4754,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
4755,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
4756,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
4757,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
4758,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
4759,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
4760,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
4761,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
4762,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
4763,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
4764,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
4765,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4766,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
4767,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
4768,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
4769,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
4770,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Grassland
4771,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Wetland
4772,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
4773,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
4774,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
4775,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
4776,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
4777,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
4778,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
4779,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
4780,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Grassland
4781,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Forest
4782,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4783,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
4784,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4785,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4786,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4787,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4788,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
4789,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4790,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4791,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
4792,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4793,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4794,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4795,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4796,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4797,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
4798,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4799,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4800,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4801,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4802,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4803,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4804,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4805,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4806,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4807,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4808,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4809,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4810,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4811,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4812,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
4813,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4814,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4815,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4816,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4817,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4818,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4819,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4820,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4821,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4822,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
4823,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
