Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KME_M_R
2886,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2887,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2888,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2889,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2890,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2891,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2892,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2893,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2894,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2895,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2896,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2897,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2898,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2899,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2900,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2901,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2902,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2903,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2904,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2905,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2906,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2907,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2908,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2909,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2910,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2911,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2912,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2913,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2914,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2915,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2916,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2917,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2918,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2919,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2920,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2921,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2922,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2923,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2924,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2925,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2926,Forest,Cropland,Water,NULL,Water,NULL,NULL,Built-up
2927,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2928,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2929,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2930,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2931,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2932,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2933,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2934,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2935,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2936,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2937,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2938,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2939,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2940,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2941,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2942,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2943,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2944,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2945,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2946,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2947,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2948,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2949,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2950,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2951,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2952,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2953,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2954,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2955,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2956,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2957,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2958,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2959,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2960,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2961,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2962,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2963,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2964,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2965,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2966,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2967,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2968,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2969,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2970,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2971,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2972,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2973,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2974,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2975,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2976,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2977,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2978,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2979,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2980,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2981,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2982,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2983,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2984,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2985,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2986,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2987,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2988,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2989,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2990,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2991,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2992,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2993,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2994,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2995,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2996,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2997,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2998,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2999,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3000,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3001,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3002,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3003,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3004,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3005,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3006,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
3007,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
3008,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3009,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3010,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
3011,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3012,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3013,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3014,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3015,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3016,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3017,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3018,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3019,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3020,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3021,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3022,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3023,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3024,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
3025,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3026,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
3027,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
3028,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
3029,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
3030,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
3031,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3032,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3033,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3034,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3035,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3036,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3037,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3038,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3039,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3040,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3041,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3042,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3043,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3044,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3045,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3046,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3047,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3048,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3049,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3050,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3051,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3052,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3053,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3054,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3055,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3056,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3057,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3058,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3059,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3060,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3061,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3062,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3063,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3064,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3065,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3066,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3067,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3068,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3069,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3070,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3071,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3072,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3073,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3074,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3075,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3076,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
3077,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3078,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3079,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3080,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3081,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3082,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3083,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3084,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3085,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3086,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
3087,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
3088,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3089,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3090,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3091,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3092,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3093,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3094,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
3095,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3096,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3097,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3098,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3099,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3100,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3101,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3102,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3103,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3104,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3105,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3106,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
3107,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3108,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3109,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3110,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3111,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3112,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3113,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3114,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3115,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3116,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3117,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3118,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3119,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3120,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3121,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3122,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3123,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3124,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3125,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3126,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3127,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3128,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3129,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3130,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3131,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3132,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3133,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3134,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3135,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3136,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3137,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3138,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3139,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3140,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3141,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3142,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3143,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3144,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3145,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3146,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3147,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3148,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
3149,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3150,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
3151,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3152,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3153,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3154,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3155,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3156,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3157,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3158,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3159,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3160,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3161,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3162,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3163,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3164,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3165,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3166,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3167,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3168,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3169,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3170,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3171,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3172,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3173,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3174,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3175,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
3176,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3177,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3178,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3179,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3180,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3181,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3182,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3183,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
3184,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3185,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3186,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
3187,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
3188,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3189,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3190,Forest,Water,Water,Non_Water,Water,NULL,NULL,NULL
3191,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3192,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3193,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
3194,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3195,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3196,Forest,Water,Water,Water,Water,NULL,NULL,Water
3197,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3198,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3199,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3200,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3201,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3202,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3203,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3204,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3205,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3206,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3207,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3208,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3209,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3210,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3211,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
3212,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3213,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3214,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3215,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3216,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3217,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3218,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3219,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3220,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3221,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3222,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3223,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3224,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3225,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3226,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
