Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEH_M_R
16460,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
16461,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Water
16462,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16463,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16464,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
16465,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
16466,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
16467,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
16468,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
16469,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
16470,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
16471,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
16472,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
16473,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
16474,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16475,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16476,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
16477,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
16478,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
16479,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
16480,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
16481,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
16482,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
16483,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16484,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
16485,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
16486,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
16487,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
16488,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
16489,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Water
16490,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
16491,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
16492,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
16493,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
16494,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
16495,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
16496,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
16497,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
16498,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16499,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
16500,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
16501,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
16502,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
16503,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16504,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
16505,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
16506,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Forest
16507,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
16508,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
16509,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
16510,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
16511,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
16512,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
16513,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,NULL
16514,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
16515,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Water
16516,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
16517,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
16518,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
16519,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Water
16520,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Forest
16521,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
16522,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
16523,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
16524,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
16525,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
16526,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
16527,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Water
16528,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Forest
16529,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
16530,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
16531,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Water
16532,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Forest
16533,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
16534,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
16535,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
16536,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
16537,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
16538,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
16539,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
16540,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Wetland
16541,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
16542,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
16543,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
16544,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
16545,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Bareland
16546,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
16547,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
16548,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
16549,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
16550,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
16551,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Water
16552,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
16553,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
16554,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
16555,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
16556,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
16557,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16558,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Shrubland,Forest
16559,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
16560,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
16561,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
16562,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
16563,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
16564,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16565,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16566,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16567,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16568,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
16569,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
16570,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
16571,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16572,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16573,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
16574,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
16575,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16576,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
16577,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
16578,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
16579,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
16580,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
16581,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
16582,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
16583,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
16584,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
16585,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
16586,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
16587,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
16588,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16589,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16590,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16591,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16592,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16593,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
16594,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
16595,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
16596,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16597,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
16598,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
16599,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
16600,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
16601,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
16602,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
16603,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
16604,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Water
16605,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
16606,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Water
16607,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Forest
16608,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
16609,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
16610,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
16611,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
16612,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16613,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
16614,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
16615,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
16616,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
16617,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
16618,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
16619,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
16620,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
16621,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
16622,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
16623,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
16624,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
16625,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16626,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16627,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16628,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16629,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16630,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
16631,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
16632,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
16633,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
16634,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
16635,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
16636,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
16637,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
16638,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16639,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
16640,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
16641,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
16642,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16643,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16644,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
16645,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
16646,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
16647,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
16648,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
16649,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
16650,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
16651,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
16652,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
16653,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
16654,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
16655,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
16656,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
16657,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16658,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16659,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
16660,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
16661,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16662,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
16663,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
16664,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
16665,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
16666,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
16667,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
16668,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
16669,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
16670,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
16671,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
16672,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
16673,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
16674,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
16675,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
16676,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
16677,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
16678,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
16679,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
16680,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
16681,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
16682,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
16683,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Water
16684,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
16685,Forest,Forest,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Forest
16686,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
16687,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
16688,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
16689,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16690,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Bareland,Forest
16691,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
16692,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
16693,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
16694,Forest,Forest,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Forest
16695,Forest,Forest,Built-up,Water,Non_Wetland,Shrubland,Water,Forest
16696,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Shrubland,Forest
16697,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Water
16698,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Forest,Water
16699,Forest,Forest,Built-up,Water,Non_Wetland,Water,Shrubland,Forest
16700,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Water,Forest
16701,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Forest,Forest
16702,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
16703,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
16704,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
16705,Forest,Forest,Water,NULL,Water,NULL,Grassland,Grassland
16706,Forest,Forest,Water,NULL,Water,NULL,Water,Water
16707,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
16708,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
16709,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
16710,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
16711,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Grassland
16712,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Water
16713,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
16714,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
16715,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
16716,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
16717,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Water
16718,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
16719,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
16720,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Water
16721,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
16722,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,NULL
16723,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Grassland
16724,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
16725,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
16726,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Grassland
16727,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Water
16728,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
16729,Forest,Forest,Water,NULL,Water,Grassland,NULL,Water
16730,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Grassland
16731,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
16732,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
16733,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
16734,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
16735,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
16736,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
16737,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
16738,Forest,Forest,Water,NULL,Water,Cropland,Water,Water
16739,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
16740,Forest,Forest,Water,NULL,Water,Wetland,NULL,Wetland
16741,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
16742,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,NULL
16743,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Grassland
16744,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
16745,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
16746,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
16747,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
16748,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
16749,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
16750,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
16751,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
16752,Forest,Forest,Water,NULL,Water,Wetland,Forest,Wetland
16753,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
16754,Forest,Forest,Water,NULL,Water,Bareland,NULL,Grassland
16755,Forest,Forest,Water,NULL,Water,Bareland,NULL,Wetland
16756,Forest,Forest,Water,NULL,Water,Bareland,NULL,Water
16757,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
16758,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,NULL
16759,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Grassland
16760,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Wetland
16761,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Water
16762,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
16763,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
16764,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
16765,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
16766,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
16767,Forest,Forest,Water,NULL,Water,Bareland,Water,Grassland
16768,Forest,Forest,Water,NULL,Water,Bareland,Water,Wetland
16769,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
16770,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
16771,Forest,Forest,Water,NULL,Water,Bareland,Forest,Wetland
16772,Forest,Forest,Water,NULL,Water,Bareland,Forest,Bareland
16773,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
16774,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
16775,Forest,Forest,Water,NULL,Water,Water,Shrubland,Water
16776,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
16777,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
16778,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
16779,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
16780,Forest,Forest,Water,NULL,Water,Water,Water,Water
16781,Forest,Forest,Water,NULL,Water,Water,Water,Forest
16782,Forest,Forest,Water,NULL,Water,Water,Forest,Wetland
16783,Forest,Forest,Water,NULL,Water,Water,Forest,Water
16784,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
16785,Forest,Forest,Water,NULL,Water,Forest,NULL,Grassland
16786,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
