Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGR_M_R
9537,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
9538,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
9539,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9540,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9541,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
9542,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
9543,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9544,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
9545,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9546,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9547,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9548,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9549,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9550,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9551,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9552,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9553,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9554,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9555,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
9556,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9557,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9558,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9559,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
9560,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9561,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9562,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
9563,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
9564,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9565,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9566,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9567,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9568,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9569,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9570,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
9571,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
9572,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
9573,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9574,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9575,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9576,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
9577,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
9578,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
9579,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
9580,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
9581,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
9582,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
9583,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9584,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
9585,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
9586,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
9587,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
9588,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
9589,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
9590,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
9591,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
9592,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
9593,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
9594,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9595,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9596,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9597,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9598,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9599,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
9600,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9601,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9602,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9603,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9604,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9605,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9606,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9607,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9608,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
9609,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
9610,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9611,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9612,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9613,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9614,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9615,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9616,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9617,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9618,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9619,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9620,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9621,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9622,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
9623,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
9624,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Wetland
9625,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9626,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9627,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9628,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9629,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9630,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9631,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9632,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
9633,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9634,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Forest
9635,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9636,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
9637,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9638,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9639,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9640,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9641,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9642,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9643,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9644,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9645,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9646,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
9647,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9648,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9649,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9650,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9651,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
9652,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9653,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9654,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
9655,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9656,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9657,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9658,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9659,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
9660,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9661,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9662,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9663,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
9664,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9665,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9666,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9667,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9668,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9669,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9670,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
9671,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9672,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9673,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9674,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
9675,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9676,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9677,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9678,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
9679,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
9680,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
9681,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
9682,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
9683,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
9684,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
9685,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
9686,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
9687,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
9688,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
9689,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
9690,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
9691,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
9692,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
9693,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
9694,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
9695,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
9696,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
9697,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
9698,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
9699,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
9700,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
9701,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
9702,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
9703,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
9704,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
9705,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
9706,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
9707,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
9708,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
9709,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
9710,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
9711,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
9712,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
9713,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
9714,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
9715,Forest,NULL,Water,NULL,Water,Water,Water,Water
9716,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
9717,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
9718,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
9719,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
9720,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
9721,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
9722,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
9723,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
9724,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
9725,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
9726,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
9727,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Forest
9728,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
9729,Forest,NULL,Water,Water,Water,NULL,Water,Forest
9730,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
9731,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
9732,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
9733,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Forest
9734,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
9735,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
9736,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
9737,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
9738,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
9739,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Forest
9740,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
9741,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
9742,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
9743,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
9744,Forest,NULL,Water,Water,Water,Water,Shrubland,Forest
9745,Forest,NULL,Water,Water,Water,Water,Wetland,Water
9746,Forest,NULL,Water,Water,Water,Water,Water,Water
9747,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9748,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9749,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9750,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9751,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9752,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9753,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9754,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9755,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
9756,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9757,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9758,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9759,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9760,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9761,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
9762,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9763,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9764,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9765,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9766,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9767,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9768,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9769,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9770,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9771,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9772,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9773,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9774,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9775,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
9776,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9777,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9778,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9779,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9780,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9781,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9782,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
9783,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9784,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9785,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9786,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9787,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9788,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9789,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9790,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
9791,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9792,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9793,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Built-up
9794,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9795,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
9796,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9797,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9798,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
9799,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9800,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9801,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9802,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9803,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9804,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9805,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9806,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9807,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
9808,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9809,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9810,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9811,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9812,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9813,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9814,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9815,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9816,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9817,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9818,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9819,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9820,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9821,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9822,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9823,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9824,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9825,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9826,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9827,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
9828,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9829,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9830,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9831,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
9832,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9833,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9834,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9835,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
9836,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
9837,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9838,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9839,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9840,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9841,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9842,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
9843,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
9844,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9845,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
9846,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9847,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
9848,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9849,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
9850,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9851,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
9852,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9853,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9854,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9855,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9856,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
9857,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9858,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9859,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9860,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
9861,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9862,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9863,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
9864,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9865,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9866,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9867,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9868,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9869,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9870,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
9871,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9872,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9873,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9874,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
9875,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9876,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9877,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
