Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPK_M_R
4286,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4287,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4288,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4289,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4290,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4291,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4292,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4293,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4294,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4295,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4296,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
4297,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
4298,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
4299,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4300,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4301,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4302,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4303,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
4304,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4305,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4306,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4307,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4308,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4309,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4310,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4311,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
4312,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
4313,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4314,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4315,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4316,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4317,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4318,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4319,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
4320,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
4321,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4322,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4323,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4324,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4325,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4326,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
4327,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4328,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4329,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4330,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4331,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4332,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4333,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4334,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4335,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4336,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4337,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
4338,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4339,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4340,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4341,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4342,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4343,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4344,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4345,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4346,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4347,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4348,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4349,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4350,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4351,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
4352,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
4353,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4354,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4355,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4356,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4357,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4358,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4359,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4360,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
4361,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4362,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4363,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4364,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4365,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4366,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4367,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4368,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4369,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4370,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4371,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4372,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4373,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
4374,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
4375,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4376,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4377,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
4378,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
4379,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
4380,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
4381,Bareland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4382,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
4383,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
4384,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
4385,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
4386,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
4387,Bareland,Wetland,Water,Water,Water,NULL,NULL,Forest
4388,Bareland,Wetland,Water,Water,Water,NULL,Wetland,Forest
4389,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4390,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4391,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4392,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4393,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4394,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4395,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4396,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4397,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
4398,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
4399,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4400,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4401,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4402,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4403,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4404,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4405,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4406,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4407,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4408,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4409,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4410,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4411,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4412,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4413,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4414,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4415,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4416,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4417,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4418,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4419,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4420,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4421,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4422,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4423,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
4424,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4425,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4426,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4427,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4428,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4429,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4430,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Forest
4431,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4432,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4433,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4434,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4435,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4436,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
4437,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4438,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4439,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4440,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4441,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4442,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4443,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
4444,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
4445,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
4446,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4447,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
4448,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
4449,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
4450,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
4451,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4452,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4453,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4454,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4455,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4456,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
4457,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
4458,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
4459,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
4460,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
4461,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Water
4462,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
4463,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
4464,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
4465,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
4466,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
4467,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
4468,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
4469,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
4470,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
4471,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
4472,Bareland,Bareland,Water,Water,Water,Wetland,Water,Forest
4473,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
4474,Bareland,Bareland,Water,Water,Water,Water,Water,Water
4475,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
4476,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4477,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4478,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4479,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4480,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4481,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4482,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4483,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4484,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4485,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4486,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
4487,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4488,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4489,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4490,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4491,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4492,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4493,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4494,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4495,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4496,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4497,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4498,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4499,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4500,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4501,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4502,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4503,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4504,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4505,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4506,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4507,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4508,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4509,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
4510,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4511,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4512,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4513,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4514,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4515,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4516,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4517,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4518,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4519,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4520,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4521,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4522,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4523,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4524,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
4525,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
4526,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4527,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4528,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4529,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4530,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4531,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4532,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4533,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
4534,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
4535,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
4536,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
4537,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
4538,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
4539,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4540,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4541,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4542,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4543,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4544,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4545,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4546,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
4547,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4548,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
4549,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4550,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4551,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4552,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4553,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4554,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4555,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4556,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4557,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4558,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4559,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
4560,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4561,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
4562,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4563,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
4564,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4565,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4566,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4567,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4568,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4569,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4570,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4571,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4572,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4573,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4574,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4575,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4576,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
4577,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4578,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4579,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4580,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4581,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4582,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
4583,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
4584,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
4585,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4586,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
4587,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4588,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4589,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4590,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4591,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4592,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4593,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4594,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4595,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4596,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4597,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4598,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4599,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4600,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4601,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
4602,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4603,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4604,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4605,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
4606,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
