Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R
4300,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
4301,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
4302,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4303,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4304,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4305,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4306,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4307,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4308,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4309,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4310,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4311,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4312,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4313,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
4314,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
4315,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
4316,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
4317,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4318,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
4319,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4320,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4321,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4322,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4323,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4324,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4325,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4326,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4327,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4328,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4329,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4330,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4331,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4332,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4333,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4334,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4335,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4336,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4337,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
4338,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
4339,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
4340,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4341,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4342,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4343,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4344,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4345,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4346,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4347,Water,Water,Cropland,Water,Non_Wetland,Wetland,Bareland,Forest
4348,Water,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
4349,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4350,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
4351,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
4352,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
4353,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4354,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
4355,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4356,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4357,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4358,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
4359,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
4360,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
4361,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4362,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4363,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
4364,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4365,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
4366,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
4367,Water,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Water
4368,Water,Water,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
4369,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
4370,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
4371,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4372,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4373,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4374,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4375,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4376,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
4377,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4378,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4379,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4380,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4381,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4382,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4383,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4384,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4385,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4386,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4387,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
4388,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4389,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4390,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4391,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4392,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4393,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
4394,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
4395,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4396,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
4397,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
4398,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4399,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4400,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
4401,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4402,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4403,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4404,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4405,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
4406,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4407,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4408,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
4409,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4410,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4411,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
4412,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
4413,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4414,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
4415,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4416,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4417,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4418,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4419,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4420,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4421,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4422,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
4423,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
4424,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
4425,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
4426,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4427,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4428,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4429,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4430,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4431,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4432,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4433,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4434,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4435,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
4436,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
4437,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
4438,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4439,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4440,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4441,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4442,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
4443,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
4444,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4445,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4446,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4447,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
4448,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4449,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4450,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4451,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4452,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4453,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4454,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
4455,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4456,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4457,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4458,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4459,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
4460,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4461,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4462,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4463,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4464,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4465,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4466,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4467,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4468,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4469,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4470,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4471,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4472,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
4473,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
4474,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
4475,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4476,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4477,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4478,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4479,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4480,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4481,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4482,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4483,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4484,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
4485,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
4486,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
4487,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4488,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4489,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4490,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4491,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4492,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
4493,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
4494,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4495,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4496,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4497,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4498,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4499,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4500,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
4501,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4502,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4503,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
4504,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4505,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
4506,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4507,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4508,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
4509,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
4510,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4511,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
4512,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
4513,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
4514,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4515,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4516,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4517,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4518,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
4519,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
4520,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
4521,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4522,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4523,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4524,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4525,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4526,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4527,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
4528,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
4529,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Bareland,Bareland
4530,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4531,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4532,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4533,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4534,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
4535,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Water
4536,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4537,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4538,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4539,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
4540,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4541,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4542,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4543,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
4544,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4545,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4546,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4547,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4548,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4549,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
4550,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4551,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4552,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4553,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
4554,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4555,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4556,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4557,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
4558,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4559,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
4560,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
4561,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
4562,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4563,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4564,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
4565,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4566,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
4567,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4568,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4569,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4570,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4571,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
4572,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
4573,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
4574,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4575,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4576,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4577,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4578,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4579,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4580,Water,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Water
4581,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4582,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4583,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
4584,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4585,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4586,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4587,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
4588,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4589,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
4590,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4591,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4592,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
4593,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
4594,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
4595,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4596,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4597,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4598,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4599,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
4600,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
4601,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
4602,Water,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Water
4603,Water,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
4604,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
4605,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4606,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
4607,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
4608,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
4609,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
4610,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4611,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4612,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
4613,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
4614,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4615,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
4616,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4617,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4618,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
4619,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4620,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4621,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
4622,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4623,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4624,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
4625,Water,Water,Water,NULL,Water,NULL,Grassland,Water
4626,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
4627,Water,Water,Water,NULL,Water,NULL,Wetland,Water
4628,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4629,Water,Water,Water,NULL,Water,NULL,Bareland,Water
4630,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
4631,Water,Water,Water,NULL,Water,NULL,Water,Water
4632,Water,Water,Water,NULL,Water,NULL,Water,Forest
4633,Water,Water,Water,NULL,Water,NULL,Forest,Forest
4634,Water,Water,Water,NULL,Water,Shrubland,Grassland,Forest
