Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHL_M_R
8018,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8019,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8020,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
8021,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
8022,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
8023,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8024,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8025,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8026,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
8027,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
8028,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8029,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
8030,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
8031,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
8032,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8033,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
8034,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8035,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
8036,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
8037,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
8038,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8039,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8040,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8041,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8042,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8043,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
8044,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
8045,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8046,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
8047,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8048,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8049,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
8050,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8051,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
8052,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8053,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
8054,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
8055,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8056,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
8057,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
8058,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8059,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8060,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8061,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
8062,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
8063,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
8064,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
8065,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8066,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
8067,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8068,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8069,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8070,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8071,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8072,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
8073,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8074,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
8075,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8076,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
8077,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8078,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8079,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8080,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8081,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8082,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
8083,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
8084,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8085,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
8086,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8087,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8088,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8089,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8090,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
8091,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8092,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8093,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8094,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8095,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
8096,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8097,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
8098,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8099,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
8100,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
8101,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
8102,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Bareland
8103,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
8104,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
8105,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8106,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8107,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8108,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
8109,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8110,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8111,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
8112,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8113,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
8114,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8115,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
8116,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
8117,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8118,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
8119,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
8120,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
8121,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
8122,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
8123,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
8124,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
8125,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
8126,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,NULL
8127,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
8128,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
8129,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8130,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
8131,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
8132,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
8133,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
8134,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
8135,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
8136,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
8137,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
8138,Forest,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
8139,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
8140,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
8141,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
8142,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
8143,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,NULL
8144,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
8145,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
8146,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
8147,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
8148,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
8149,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
8150,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
8151,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
8152,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
8153,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
8154,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
8155,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
8156,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
8157,Forest,NULL,Forest,Water,Non_Wetland,Forest,Bareland,Forest
8158,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Water
8159,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
8160,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
8161,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
8162,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8163,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8164,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8165,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8166,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8167,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8168,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8169,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8170,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8171,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8172,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8173,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8174,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8175,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8176,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8177,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8178,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8179,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8180,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8181,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8182,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8183,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8184,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8185,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8186,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8187,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8188,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8189,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8190,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8191,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8192,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8193,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8194,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8195,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8196,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8197,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
8198,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8199,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8200,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8201,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8202,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8203,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8204,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8205,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8206,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8207,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8208,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8209,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8210,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8211,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8212,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8213,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8214,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8215,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8216,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8217,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8218,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8219,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8220,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8221,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8222,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8223,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8224,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8225,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8226,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8227,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8228,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8229,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8230,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8231,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8232,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8233,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8234,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8235,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8236,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8237,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8238,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8239,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8240,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8241,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8242,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8243,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
8244,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8245,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8246,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8249,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8250,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8251,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
8252,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8253,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8254,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8255,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8256,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8257,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8258,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8259,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8260,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8261,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8262,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8263,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8264,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8265,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8266,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8267,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8268,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8269,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8270,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8271,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8272,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8273,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8274,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8275,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8276,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8277,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8278,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8279,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8280,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8281,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8282,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8283,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8284,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8285,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8286,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8287,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8288,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8289,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8290,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8291,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8292,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8293,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8294,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8295,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8296,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8297,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8298,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8299,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Wetland
8300,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Forest
8301,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
8302,Forest,Cropland,Water,Non_Water,Water,Shrubland,Shrubland,Water
8303,Forest,Cropland,Water,Non_Water,Water,Water,Shrubland,Water
8304,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8305,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8306,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8307,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8308,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8309,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8310,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8311,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8312,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8313,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8314,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8315,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8316,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8317,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8318,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8319,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8320,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8321,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8322,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8323,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8324,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8325,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8326,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8327,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8328,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8329,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8330,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8331,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8332,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8333,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8334,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8335,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8336,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8337,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8338,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8339,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8340,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8341,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8342,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
