Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R
12222,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12223,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12224,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12225,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12226,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12227,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
12228,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12229,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
12230,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
12231,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12232,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
12233,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
12234,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
12235,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
12236,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
12237,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
12238,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
12239,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
12240,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
12241,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12242,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12243,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
12244,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
12245,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12246,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12247,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12248,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
12249,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12250,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
12251,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
12252,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
12253,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12254,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12255,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
12256,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
12257,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12258,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12259,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12260,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
12261,Forest,Built-up,Forest,Water,Non_Wetland,Water,Water,Forest
12262,Forest,Built-up,Forest,Water,Non_Wetland,Forest,NULL,Forest
12263,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12264,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12265,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
12266,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
12267,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12268,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12269,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12270,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12271,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12272,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12273,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12274,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
12275,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
12276,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12277,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12278,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
12279,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
12280,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12281,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12282,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
12283,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
12284,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12285,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12286,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
12287,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
12288,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12289,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
12290,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12291,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12292,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12293,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12294,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12295,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12296,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12297,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
12298,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
12299,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
12300,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
12301,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
12302,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12303,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12304,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12305,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12306,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12307,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12308,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12309,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12310,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12311,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12312,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12313,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12314,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
12315,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
12316,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12317,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12318,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12319,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12320,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
12321,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12322,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12323,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12324,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12325,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
12326,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
12327,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12328,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12329,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
12330,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
12331,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12332,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
12333,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
12334,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
12335,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
12336,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12337,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12338,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
12339,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
12340,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
12341,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12342,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
12343,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
12344,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
12345,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
12346,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
12347,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
12348,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
12349,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
12350,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
12351,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
12352,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
12353,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
12354,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
12355,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12356,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
12357,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
12358,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
12359,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12360,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12361,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
12362,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
12363,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
12364,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
12365,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
12366,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
12367,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
12368,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
12369,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
12370,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
12371,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
12372,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
12373,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
12374,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12375,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12376,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12377,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
12378,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
12379,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
12380,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
12381,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
12382,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
12383,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
12384,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12385,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
12386,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
12387,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
12388,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
12389,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
12390,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
12391,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
12392,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
12393,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
12394,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12395,Forest,Water,Water,NULL,Water,NULL,NULL,Water
12396,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
12397,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
12398,Forest,Water,Water,NULL,Water,NULL,Water,Forest
12399,Forest,Water,Water,NULL,Water,Grassland,NULL,Built-up
12400,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
12401,Forest,Water,Water,NULL,Water,Grassland,Water,Water
12402,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
12403,Forest,Water,Water,NULL,Water,Grassland,Forest,Bareland
12404,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
12405,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
12406,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
12407,Forest,Water,Water,NULL,Water,Wetland,Water,Water
12408,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
12409,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
12410,Forest,Water,Water,NULL,Water,Bareland,Water,Water
12411,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
12412,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
12413,Forest,Water,Water,NULL,Water,Water,NULL,Water
12414,Forest,Water,Water,NULL,Water,Water,NULL,Forest
12415,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
12416,Forest,Water,Water,NULL,Water,Water,Water,Grassland
12417,Forest,Water,Water,NULL,Water,Water,Water,Water
12418,Forest,Water,Water,NULL,Water,Water,Water,Forest
12419,Forest,Water,Water,NULL,Water,Water,Forest,Water
12420,Forest,Water,Water,NULL,Water,Water,Forest,Forest
12421,Forest,Water,Water,NULL,Water,Forest,NULL,Water
12422,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
12423,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
12424,Forest,Water,Water,NULL,Water,Forest,Water,Forest
12425,Forest,Water,Water,NULL,Water,Forest,Forest,Water
12426,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
12427,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
12428,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
12429,Forest,Water,Water,Non_Water,Water,Water,Water,Water
12430,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
12431,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
12432,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
12433,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
12434,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
12435,Forest,Water,Water,Water,Water,NULL,NULL,Water
12436,Forest,Water,Water,Water,Water,NULL,Water,Water
12437,Forest,Water,Water,Water,Water,NULL,Water,Forest
12438,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
12439,Forest,Water,Water,Water,Water,Grassland,Water,Water
12440,Forest,Water,Water,Water,Water,Grassland,Water,Forest
12441,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
12442,Forest,Water,Water,Water,Water,Wetland,Water,Water
12443,Forest,Water,Water,Water,Water,Wetland,Water,Forest
12444,Forest,Water,Water,Water,Water,Wetland,Forest,Water
12445,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
12446,Forest,Water,Water,Water,Water,Bareland,Water,Water
12447,Forest,Water,Water,Water,Water,Water,NULL,Forest
12448,Forest,Water,Water,Water,Water,Water,Wetland,Water
12449,Forest,Water,Water,Water,Water,Water,Water,Water
12450,Forest,Water,Water,Water,Water,Water,Water,Forest
12451,Forest,Water,Water,Water,Water,Water,Forest,Water
12452,Forest,Water,Water,Water,Water,Water,Forest,Forest
12453,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
12454,Forest,Water,Water,Water,Water,Forest,Water,Water
12455,Forest,Water,Water,Water,Water,Forest,Water,Forest
12456,Forest,Water,Water,Water,Water,Forest,Forest,Water
12457,Forest,Water,Water,Water,Water,Forest,Forest,Forest
12458,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12459,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
12460,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12461,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12462,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12463,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12464,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12465,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12466,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
12467,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
12468,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12469,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
12470,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
12471,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
12472,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12473,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12474,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
12475,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12476,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12477,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12478,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
12479,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12480,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12481,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12482,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12483,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12484,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12485,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
12486,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
12487,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
12488,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12489,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
12490,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
12491,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12492,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
12493,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12494,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12495,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12496,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12497,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12498,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12499,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
12500,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12501,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12502,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
12503,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12504,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12505,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
12506,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12507,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
12508,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12509,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
12510,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
12511,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12512,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
12513,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12514,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
12515,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
12516,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12517,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
12518,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
12519,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
12520,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
12521,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12522,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
12523,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
12524,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
12525,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
12526,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
12527,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
12528,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
12529,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12530,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12531,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Built-up
12532,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
12533,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12534,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12535,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
12536,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12537,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
12538,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
12539,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
12540,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
12541,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12542,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
12543,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12544,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
12545,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12546,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
12547,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
12548,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12549,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
12550,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12551,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
12552,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12553,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
12554,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
12555,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12556,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
12557,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12558,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
12559,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
12560,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
12561,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
12562,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
12563,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12564,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12565,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
12566,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
12567,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
12568,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
