Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKP_M_R
2654,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2655,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
2656,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
2657,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
2658,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2659,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2660,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2661,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2662,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2663,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
2664,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water
2665,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
2666,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
2667,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2668,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
2669,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
2670,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
2671,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2672,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2673,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2674,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
2675,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
2676,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
2677,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
2678,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
2679,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
2680,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
2681,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water
2682,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2683,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2684,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland
2685,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
2686,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
2687,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland
2688,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest
2689,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL
2690,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
2691,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
2692,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland
2693,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
2694,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
2695,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL
2696,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
2697,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
2698,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland
2699,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
2700,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2701,Forest,Forest,Wetland,Water,Wetland,NULL,NULL
2702,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
2703,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland
2704,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland
2705,Forest,Forest,Wetland,Water,Wetland,NULL,Water
2706,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
2707,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL
2708,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
2709,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland
2710,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
2711,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2712,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
2713,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
2714,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland
2715,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest
2716,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL
2717,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
2718,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland
2719,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up
2720,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2721,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2722,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest
2723,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Grassland
2724,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Forest
2725,Forest,Forest,Water,NULL,Water,NULL,Grassland
2726,Forest,Forest,Water,NULL,Water,NULL,Wetland
2727,Forest,Forest,Water,NULL,Water,NULL,Water
2728,Forest,Forest,Water,NULL,Water,NULL,Forest
2729,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
2730,Forest,Forest,Water,Non_Water,Water,NULL,Wetland
2731,Forest,Forest,Water,Non_Water,Water,NULL,Water
2732,Forest,Forest,Water,Non_Water,Water,NULL,Forest
2733,Forest,Forest,Water,Water,Water,NULL,Grassland
2734,Forest,Forest,Water,Water,Water,NULL,Wetland
2735,Forest,Forest,Water,Water,Water,NULL,Water
2736,Forest,Forest,Water,Water,Water,NULL,Forest
2737,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
2738,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2739,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2740,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
2741,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
2742,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2743,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
2744,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
2745,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
2746,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2747,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2748,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland
2749,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland
2750,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
2751,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
