Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMV_M_R
19937,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Water
19938,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
19939,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
19940,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
19941,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
19942,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
19943,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
19944,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
19945,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
19946,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
19947,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
19948,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
19949,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
19950,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
19951,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
19952,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Forest
19953,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
19954,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
19955,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
19956,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
19957,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
19958,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
19959,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
19960,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
19961,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
19962,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
19963,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
19964,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
19965,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
19966,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
19967,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
19968,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
19969,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
19970,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
19971,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
19972,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
19973,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
19974,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
19975,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
19976,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
19977,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
19978,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
19979,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
19980,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
19981,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
19982,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
19983,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
19984,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
19985,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
19986,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
19987,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
19988,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
19989,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
19990,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
19991,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
19992,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
19993,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
19994,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
19995,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
19996,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
19997,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Forest
19998,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
19999,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
20000,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
20001,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
20002,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
20003,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
20004,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
20005,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
20006,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
20007,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
20008,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
20009,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
20010,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
20011,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
20012,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
20013,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
20014,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
20015,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
20016,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Bareland
20017,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
20018,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
20019,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
20020,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
20021,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
20022,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
20023,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
20024,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
20025,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
20026,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
20027,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
20028,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
20029,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
20030,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
20031,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
20032,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
20033,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
20034,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
20035,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
20036,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
20037,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
20038,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
20039,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
20040,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
20041,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
20042,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
20043,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
20044,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
20045,Forest,NULL,Wetland,NULL,Wetland,Forest,Built-up,Forest
20046,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
20047,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
20048,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
20049,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
20050,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
20051,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
20052,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
20053,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
20054,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
20055,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
20056,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
20057,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
20058,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
20059,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
20060,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
20061,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
20062,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
20063,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
20064,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
20065,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
20066,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
20067,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
20068,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
20069,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
20070,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
20071,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
20072,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
20073,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
20074,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
20075,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
20076,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
20077,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
20078,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
20079,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
20080,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
20081,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
20082,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
20083,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
20084,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
20085,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
20086,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Bareland
20087,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
20088,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
20089,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
20090,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
20091,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
20092,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
20093,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
20094,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
20095,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
20096,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
20097,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
20098,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
20099,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
20100,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
20101,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
20102,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
20103,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
20104,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
20105,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
20106,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
20107,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
20108,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
20109,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
20110,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
20111,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
20112,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
20113,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
20114,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
20115,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Bareland
20116,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
20117,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
20118,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
20119,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
20120,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
20121,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
20122,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
20123,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
20124,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
20125,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
20126,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
20127,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
20128,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
20129,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
20130,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
20131,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
20132,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
20133,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
20134,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
20135,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
20136,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
20137,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
20138,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
20139,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
20140,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
20141,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
20142,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
20143,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
20144,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
20145,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
20146,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
20147,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
20148,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
20149,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
20150,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
20151,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
20152,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
20153,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
20154,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
20155,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,NULL
20156,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
20157,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
20158,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
20159,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
20160,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
20161,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
20162,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
20163,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
20164,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
20165,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
20166,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
20167,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
20168,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
20169,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
20170,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
20171,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
20172,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
20173,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
20174,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
20175,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
20176,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
20177,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
20178,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
20179,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
20180,Forest,NULL,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
20181,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
20182,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
20183,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
20184,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
20185,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
20186,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
20187,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
20188,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
20189,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
20190,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Bareland
20191,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
20192,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
20193,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
20194,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
20195,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
20196,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
20197,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
20198,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,NULL
20199,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
20200,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
20201,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
20202,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
20203,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
20204,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
20205,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
20206,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
20207,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
20208,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
20209,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
20210,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
20211,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
20212,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
20213,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
20214,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
20215,Forest,NULL,Wetland,Water,Wetland,NULL,Water,NULL
20216,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
20217,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
20218,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
20219,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
20220,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
20221,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
20222,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
20223,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
20224,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
20225,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
20226,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
20227,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
20228,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
20229,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
20230,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
20231,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
20232,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
20233,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
20234,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
20235,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
20236,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
20237,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
20238,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
20239,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
20240,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
20241,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
20242,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
20243,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
20244,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
20245,Forest,NULL,Wetland,Water,Wetland,Water,NULL,NULL
20246,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
20247,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
20248,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
20249,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
20250,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
20251,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
20252,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
20253,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
20254,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
20255,Forest,NULL,Wetland,Water,Wetland,Water,Water,NULL
20256,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
20257,Forest,NULL,Wetland,Water,Wetland,Water,Water,Cropland
20258,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
20259,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
20260,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
20261,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
20262,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
20263,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
20264,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
20265,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
20266,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
20267,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
20268,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
20269,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
20270,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
20271,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
20272,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20273,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20274,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
20275,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
20276,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
20277,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
20278,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
20279,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
20280,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
20281,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
20282,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
20283,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
20284,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
20285,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
20286,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
