Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUR_M_R
3796,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3797,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3798,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3799,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3800,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3801,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3802,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3803,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3804,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3805,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3806,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3807,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3808,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3809,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
3810,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3811,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3812,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3813,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3814,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3815,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3816,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3817,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3818,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3819,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3820,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3821,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3822,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3823,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3824,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3825,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3826,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3827,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3828,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3829,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3830,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3831,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3832,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3833,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3834,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3835,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3836,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3837,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3838,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
3839,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
3840,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3841,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3842,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3843,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3844,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3845,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3846,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3847,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3848,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3849,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
3850,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3851,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
3852,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
3853,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
3854,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3855,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
3856,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3857,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
3858,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3859,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3860,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3861,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3862,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3863,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3864,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3865,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3866,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3867,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3868,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3869,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3870,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3871,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3872,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3873,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3874,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3875,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
3876,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3877,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3878,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3879,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3880,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3881,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3882,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3883,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3884,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3885,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3886,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3887,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3888,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3889,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3890,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3891,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3892,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3893,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3894,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3895,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
3896,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
3897,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3898,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
3899,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3900,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3901,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
3902,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Wetland
3903,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3904,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
3905,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3906,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3907,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3908,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3909,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3910,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3911,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3912,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
3913,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
3914,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3915,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3916,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3917,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3918,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
3919,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3920,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3921,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
3922,Forest,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
3923,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3924,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
3925,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
3926,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3927,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3928,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3929,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3930,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3931,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3932,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
3933,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
3934,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
3935,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
3936,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3937,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Bareland
3938,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3939,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3940,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3941,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3942,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3943,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3944,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3945,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3946,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3947,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3948,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3949,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3950,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3951,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3952,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3953,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3954,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3955,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3956,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3957,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3958,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3959,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3960,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3961,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
3962,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3963,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3964,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3965,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3966,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3967,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
3968,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3969,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3970,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3971,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3972,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3973,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3974,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3975,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3976,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
3977,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3978,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3979,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3980,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3981,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3982,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3983,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3984,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3985,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3986,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3987,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3988,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3989,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3990,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3991,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3992,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
3993,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3994,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
3995,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3996,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
3997,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3998,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3999,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4000,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4001,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4002,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4003,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
4004,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
4005,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4006,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4007,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
4008,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
4009,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
4010,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
4011,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4012,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4013,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4014,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4015,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4016,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4017,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
4018,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4019,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4020,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4021,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4022,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4023,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4024,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
4025,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
4026,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
4027,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
4028,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
4029,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4030,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
4031,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4032,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4033,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
4034,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4035,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Forest
4036,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
4037,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
4038,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
4039,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
4040,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
4041,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
4042,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
4043,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
4044,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
4045,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
4046,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
4047,Forest,NULL,Water,NULL,Water,Water,Water,Forest
4048,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
4049,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
4050,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4051,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4052,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
4053,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4054,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4055,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
4056,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4057,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4058,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4059,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
4060,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
4061,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
4062,Forest,NULL,Water,Non_Water,Water,Water,Forest,Grassland
4063,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
4064,Forest,NULL,Water,Water,Water,NULL,Forest,Forest
4065,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
4066,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
4067,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
4068,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
4069,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
4070,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
4071,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4072,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4073,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
4074,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
4075,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
4076,Forest,NULL,Water,Water,Water,Wetland,Water,Water
4077,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
4078,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
4079,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
4080,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
4081,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
4082,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
4083,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
4084,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
4085,Forest,NULL,Water,Water,Water,Water,Wetland,Water
4086,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
4087,Forest,NULL,Water,Water,Water,Water,Water,Grassland
4088,Forest,NULL,Water,Water,Water,Water,Water,Wetland
4089,Forest,NULL,Water,Water,Water,Water,Water,Bareland
4090,Forest,NULL,Water,Water,Water,Water,Water,Water
4091,Forest,NULL,Water,Water,Water,Water,Water,Forest
4092,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
4093,Forest,NULL,Water,Water,Water,Water,Forest,Wetland
4094,Forest,NULL,Water,Water,Water,Water,Forest,Forest
4095,Forest,NULL,Water,Water,Water,Forest,Wetland,Forest
4096,Forest,NULL,Water,Water,Water,Forest,Water,Forest
4097,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4098,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4099,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4100,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4101,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4102,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
4103,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4104,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4105,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4106,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4107,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4108,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4109,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4110,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4111,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4112,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4113,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4114,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4115,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4116,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4117,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4118,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4119,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4120,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4121,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4122,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4123,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4124,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4125,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4126,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4127,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4128,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4129,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4130,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4131,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4132,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4133,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4134,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4135,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4136,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4137,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4138,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4139,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4140,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4141,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4142,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4143,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4144,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4145,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4146,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4147,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4148,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4149,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4150,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
