Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHC_M_R
3092,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3093,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
3094,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3095,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3096,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3097,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3098,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3099,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
3100,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3101,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3102,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3103,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3104,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3105,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3106,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3107,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3108,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3109,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3110,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3111,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3112,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3113,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3114,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
3115,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3116,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3117,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
3118,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3119,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3120,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3121,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3122,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
3123,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3124,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3125,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3126,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3127,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3128,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3129,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3130,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3131,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3132,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3133,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3134,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3135,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3136,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
3137,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
3138,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3139,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3140,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3141,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3142,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3143,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3144,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
3145,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3146,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3147,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3148,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3149,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3150,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3151,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3152,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3153,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3154,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3155,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3156,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3157,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3158,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3159,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3160,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3161,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3162,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3163,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3164,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3165,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3166,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3167,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3168,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3169,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3170,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3171,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3172,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3173,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3174,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3175,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3176,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3177,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3178,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3179,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3180,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3181,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3182,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3183,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3184,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3185,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3186,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3187,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3188,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3189,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3190,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3191,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3192,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3193,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3194,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3195,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3196,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3197,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3198,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3199,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3200,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3201,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3202,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3203,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3204,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3205,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3206,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3207,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3208,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3209,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3210,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3211,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
3212,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3213,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3214,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3215,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3216,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3217,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3218,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3219,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3220,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3221,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
3222,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3223,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
3224,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3225,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3226,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3227,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3228,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3229,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3230,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3231,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3232,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3233,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3234,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3235,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3236,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3237,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
3238,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3239,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3240,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3241,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3242,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
3243,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
3244,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3245,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3246,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
3247,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3248,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3249,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3250,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3251,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3252,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3253,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3254,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3255,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3256,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3257,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3258,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3259,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3260,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3261,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3262,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3263,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3264,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3265,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3266,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3267,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
3268,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3269,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
3270,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3271,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
3272,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
3273,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
3274,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3275,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3276,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3277,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3278,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3279,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3280,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
3281,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3282,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3283,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3284,Forest,Water,Water,Water,Water,NULL,NULL,Water
3285,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3286,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3287,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3288,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3289,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3290,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3291,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3292,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3293,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3294,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3295,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3296,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3297,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3298,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3299,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
3300,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3301,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3302,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3303,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3304,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3305,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3306,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3307,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3308,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3309,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3310,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3311,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3312,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3313,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3314,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3315,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3316,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3317,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3318,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3319,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3320,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3321,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
3322,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3323,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3324,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3325,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3326,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3327,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3328,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3329,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3330,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3331,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3332,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3333,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3334,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3335,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3336,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3337,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3338,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3339,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3340,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3341,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3342,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3343,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3344,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3345,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3346,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3347,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3348,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3349,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3350,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3351,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3352,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3353,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3354,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3355,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3356,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3357,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3358,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3359,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3360,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3361,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3362,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3363,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
3364,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3365,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3366,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3367,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3368,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
3369,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3370,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3371,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3372,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3373,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3374,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3375,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3376,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3377,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3378,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3379,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3380,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3381,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3382,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3383,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3384,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3385,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
3386,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3387,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3388,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3389,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3390,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
3391,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3392,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
3393,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3394,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
3395,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3396,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
3397,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
3398,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3399,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3400,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3401,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3402,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3403,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3404,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3405,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3406,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
3407,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
3408,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
3409,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3410,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
3411,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3412,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3413,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
3414,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3415,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
3416,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
3417,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3418,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
3419,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
3420,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
3421,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
3422,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3423,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
3424,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3425,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3426,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3427,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3428,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3429,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3430,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3431,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3432,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3433,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
