Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R
14271,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14272,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14273,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
14274,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14275,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
14276,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14277,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
14278,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
14279,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14280,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Water
14281,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
14282,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14283,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14284,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
14285,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
14286,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14287,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
14288,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
14289,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
14290,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14291,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
14292,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
14293,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
14294,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
14295,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14296,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
14297,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
14298,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
14299,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
14300,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
14301,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14302,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
14303,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
14304,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
14305,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
14306,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
14307,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
14308,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
14309,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
14310,Water,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
14311,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
14312,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
14313,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
14314,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
14315,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
14316,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
14317,Water,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
14318,Water,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
14319,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
14320,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
14321,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
14322,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
14323,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14324,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
14325,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
14326,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
14327,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
14328,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
14329,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
14330,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
14331,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
14332,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
14333,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
14334,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
14335,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
14336,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
14337,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
14338,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
14339,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Grassland
14340,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
14341,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
14342,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
14343,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
14344,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
14345,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
14346,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
14347,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
14348,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
14349,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
14350,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
14351,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
14352,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
14353,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
14354,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
14355,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
14356,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
14357,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
14358,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
14359,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
14360,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
14361,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
14362,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
14363,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
14364,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
14365,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
14366,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
14367,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
14368,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
14369,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
14370,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
14371,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
14372,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
14373,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
14374,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
14375,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
14376,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
14377,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
14378,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
14379,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
14380,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
14381,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
14382,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
14383,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
14384,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
14385,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
14386,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Built-up
14387,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
14388,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
14389,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
14390,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
14391,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
14392,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
14393,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
14394,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
14395,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
14396,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
14397,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
14398,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
14399,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
14400,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
14401,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
14402,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
14403,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
14404,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
14405,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
14406,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
14407,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
14408,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
14409,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
14410,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
14411,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
14412,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
14413,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
14414,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
14415,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
14416,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
14417,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
14418,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
14419,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
14420,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
14421,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
14422,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
14423,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
14424,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
14425,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
14426,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
14427,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
14428,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
14429,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
14430,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
14431,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
14432,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
14433,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
14434,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
14435,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
14436,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
14437,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
14438,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
14439,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
14440,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
14441,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
14442,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14443,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
14444,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
14445,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
14446,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
14447,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
14448,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
14449,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
14450,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
14451,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
14452,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
14453,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
14454,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
14455,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
14456,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14457,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
14458,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
14459,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14460,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
14461,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
14462,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
14463,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14464,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
14465,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14466,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
14467,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
14468,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
14469,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
14470,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
14471,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
14472,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
14473,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
14474,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
14475,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
14476,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
14477,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
14478,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
14479,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
14480,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
14481,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14482,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
14483,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
14484,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
14485,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
14486,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
14487,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
14488,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
14489,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
14490,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
14491,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
14492,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
14493,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
14494,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
14495,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
14496,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
14497,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
14498,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
14499,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
14500,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
14501,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
14502,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
14503,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
14504,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
14505,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
14506,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
14507,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
14508,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
14509,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
14510,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
14511,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
14512,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
14513,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
14514,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
14515,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
14516,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
14517,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
14518,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
14519,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
14520,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
14521,Water,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
14522,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
14523,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
14524,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
14525,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
14526,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
14527,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
14528,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
14529,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
14530,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
14531,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
14532,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
14533,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
14534,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
14535,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
14536,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
14537,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
14538,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
14539,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
14540,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
14541,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
14542,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
14543,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
14544,Water,Water,Wetland,Water,Wetland,Water,Water,Water
14545,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
14546,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
14547,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
14548,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
14549,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Grassland
14550,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
14551,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
14552,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
14553,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
14554,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
14555,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
14556,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
14557,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
14558,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
14559,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
14560,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
14561,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
14562,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
14563,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
14564,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14565,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
14566,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
14567,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
14568,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
14569,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
14570,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
14571,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
14572,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
14573,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
14574,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
14575,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
14576,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
14577,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14578,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
14579,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
14580,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
14581,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14582,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
14583,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
14584,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
14585,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
