Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R
11934,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11935,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
11936,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11937,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11938,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11939,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
11940,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11941,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
11942,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11943,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
11944,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
11945,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11946,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11947,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11948,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11949,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
11950,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
11951,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11952,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
11953,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Water
11954,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11955,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11956,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11957,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11958,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11959,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11960,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11961,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11962,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11963,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11964,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11965,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11966,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11967,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11968,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11969,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11970,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11971,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
11972,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11973,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11974,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11975,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11976,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11977,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11978,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11979,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11980,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11981,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
11982,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11983,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
11984,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11985,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11986,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11987,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11988,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11989,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
11990,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
11991,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11992,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
11993,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11994,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11995,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
11996,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11997,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11998,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
11999,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
12000,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
12001,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
12002,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
12003,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
12004,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
12005,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
12006,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
12007,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
12008,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
12009,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
12010,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
12011,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12012,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
12013,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
12014,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12015,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12016,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
12017,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12018,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12019,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
12020,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12021,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
12022,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
12023,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
12024,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12025,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
12026,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12027,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
12028,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12029,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
12030,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12031,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12032,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
12033,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
12034,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12035,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12036,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
12037,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12038,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
12039,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12040,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
12041,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
12042,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
12043,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12044,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12045,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12046,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12047,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
12048,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
12049,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12050,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
12051,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12052,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12053,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12054,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12055,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12056,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
12057,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12058,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
12059,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12060,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
12061,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
12062,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
12063,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12064,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12065,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12066,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12067,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12068,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
12069,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12070,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
12071,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
12072,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
12073,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Water
12074,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12075,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
12076,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,Water
12077,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
12078,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
12079,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12080,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
12081,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
12082,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12083,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12084,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12085,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12086,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
12087,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12088,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
12089,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12090,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
12091,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
12092,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
12093,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12094,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12095,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
12096,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Grassland
12097,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Water
12098,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
12099,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12100,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12101,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
12102,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Water
12103,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12104,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12105,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
12106,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12107,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12108,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12109,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
12110,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
12111,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
12112,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
12113,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
12114,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12115,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12116,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
12117,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
12118,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12119,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12120,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12121,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
12122,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12123,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
12124,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12125,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12126,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12127,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12128,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
12129,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12130,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12131,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12132,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12133,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
12134,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
12135,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
12136,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
12137,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
12138,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Forest
12139,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Water
12140,Forest,Cropland,NULL,Water,Non_Wetland,Forest,NULL,Forest
12141,Forest,Cropland,NULL,Water,Non_Wetland,Forest,Wetland,Forest
12142,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12143,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12144,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12145,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
12146,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12147,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12148,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12149,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12150,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12151,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12152,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12153,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12154,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12155,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12156,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12157,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
12158,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12159,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
12160,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12161,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
12162,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
12163,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
12164,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
12165,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
12166,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12167,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12168,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12169,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12170,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12171,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12172,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12173,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
12174,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
12175,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
12176,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12177,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12178,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12179,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12180,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12181,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12182,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12183,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12184,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12185,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12186,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12187,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12188,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12189,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12190,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12191,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12192,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12193,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12194,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12195,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12196,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12197,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12198,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12199,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12200,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
12201,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12202,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12203,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12204,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12205,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12206,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12207,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12208,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12209,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12210,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12211,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12212,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
12213,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12214,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12215,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12216,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12217,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12218,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12219,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12220,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12221,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12222,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12223,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
12224,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
12225,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
12226,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12227,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
12228,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12229,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12230,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
12231,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12232,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
12233,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12234,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12235,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
12236,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
12237,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
12238,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
12239,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
12240,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
12241,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
12242,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
12243,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
12244,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
12245,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12246,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
12247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
12248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
12249,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
12250,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12251,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12252,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12253,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
