Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQR_M_R
12640,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12641,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
12642,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Built-up
12643,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
12644,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
12645,Forest,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
12646,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
12647,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Cropland
12648,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
12649,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
12650,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
12651,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
12652,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
12653,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
12654,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
12655,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
12656,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
12657,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
12658,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
12659,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
12660,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12661,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12662,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12663,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12664,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12665,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12666,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
12667,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Water
12668,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
12669,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12670,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12671,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
12672,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
12673,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12674,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
12675,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12676,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
12677,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12678,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12679,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
12680,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
12681,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
12682,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
12683,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12684,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12685,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
12686,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12687,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12688,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
12689,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,NULL,Grassland
12690,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12691,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
12692,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
12693,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
12694,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
12695,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
12696,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
12697,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
12698,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
12699,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
12700,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
12701,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
12702,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
12703,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12704,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
12705,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
12706,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
12707,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
12708,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
12709,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
12710,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
12711,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
12712,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
12713,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
12714,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
12715,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
12716,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12717,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
12718,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
12719,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
12720,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
12721,Forest,NULL,Wetland,Water,Wetland,Built-up,Built-up,Water
12722,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
12723,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
12724,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
12725,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
12726,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
12727,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
12728,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
12729,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
12730,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12731,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
12732,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
12733,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12734,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12735,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12736,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
12737,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12738,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
12739,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12740,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
12741,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
12742,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12743,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
12744,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12745,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12746,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
12747,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
12748,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
12749,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
12750,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
12751,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12752,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
12753,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Bareland
12754,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
12755,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
12756,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
12757,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
12758,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
12759,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
12760,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
12761,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12762,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12763,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
12764,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12765,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
12766,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Wetland
12767,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12768,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
12769,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
12770,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Cropland
12771,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Water
12772,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12773,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
12774,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
12775,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12776,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
12777,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12778,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12779,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
12780,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
12781,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
12782,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
12783,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12784,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
12785,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
12786,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
12787,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12788,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
12789,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
12790,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
12791,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
12792,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
12793,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12794,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
12795,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
12796,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
12797,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
12798,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
12799,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
12800,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Wetland
12801,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
12802,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12803,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
12804,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
12805,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
12806,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12807,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
12808,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12809,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12810,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
12811,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
12812,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12813,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12814,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12815,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
12816,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
12817,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12818,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
12819,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
12820,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
12821,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
12822,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
12823,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
12824,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
12825,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
12826,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
12827,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
12828,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
12829,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
12830,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
12831,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
12832,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
12833,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
12834,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
12835,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
12836,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
12837,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
12838,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
12839,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12840,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12841,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12842,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12843,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12844,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12845,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
12846,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12847,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12848,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12849,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12850,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12851,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
12852,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12853,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12854,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12855,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
12856,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
12857,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
12858,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
12859,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
12860,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
12861,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
12862,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
12863,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
12864,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
12865,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
12866,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
12867,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
12868,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12869,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12870,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12871,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12872,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
12873,Forest,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Wetland
12874,Forest,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Water
12875,Forest,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
12876,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
12877,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
12878,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
12879,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
12880,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
12881,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Wetland
12882,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12883,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
12884,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
12885,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Forest
12886,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12887,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
12888,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
12889,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
12890,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
12891,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
12892,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Forest
12893,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12894,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12895,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
12896,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
12897,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
12898,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12899,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
12900,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12901,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Wetland,Forest
12902,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12903,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12904,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12905,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
12906,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
12907,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
12908,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12909,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
12910,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
12911,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
12912,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
12913,Forest,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Forest
12914,Forest,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12915,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
12916,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest,NULL,Wetland
12917,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Wetland
12918,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
12919,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
12920,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Wetland
12921,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Wetland,Wetland
12922,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Built-up
12923,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
12924,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Water,Forest
12925,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
12926,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
12927,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
12928,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
12929,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
12930,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
12931,Forest,NULL,Built-up,Water,Non_Wetland,Water,NULL,Wetland
12932,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
12933,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
12934,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
12935,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
12936,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
12937,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
12938,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
12939,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
12940,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
12941,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
12942,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
12943,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
12944,Forest,NULL,Water,NULL,Water,NULL,Forest,Grassland
12945,Forest,NULL,Water,NULL,Water,NULL,Forest,Wetland
12946,Forest,NULL,Water,NULL,Water,NULL,Forest,Water
12947,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
12948,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
12949,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
12950,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
12951,Forest,NULL,Water,NULL,Water,Wetland,NULL,Water
12952,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
12953,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
12954,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
12955,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
12956,Forest,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
12957,Forest,NULL,Water,NULL,Water,Water,NULL,Water
12958,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
12959,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
12960,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
12961,Forest,NULL,Water,NULL,Water,Water,Water,Water
12962,Forest,NULL,Water,NULL,Water,Water,Water,Forest
12963,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
12964,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
12965,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
12966,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
12967,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
12968,Forest,NULL,Water,NULL,Water,Forest,Water,Wetland
12969,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
12970,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
12971,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
12972,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
12973,Forest,NULL,Water,Non_Water,Water,NULL,Water,Wetland
12974,Forest,NULL,Water,Non_Water,Water,Water,NULL,Water
12975,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
12976,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
12977,Forest,NULL,Water,Non_Water,Water,Water,Forest,Water
12978,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Wetland
12979,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
12980,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
12981,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
12982,Forest,NULL,Water,Water,Water,NULL,NULL,Water
12983,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
12984,Forest,NULL,Water,Water,Water,NULL,Grassland,Water
12985,Forest,NULL,Water,Water,Water,NULL,Grassland,Forest
12986,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
