Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHA_M_R
5121,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5122,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5123,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5124,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
5125,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5126,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5127,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5128,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5129,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5130,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5131,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5132,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5133,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5134,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
5135,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5136,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5137,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5138,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5139,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
5140,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5141,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5142,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5143,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5144,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
5145,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5146,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
5147,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5148,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5149,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5150,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5151,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5152,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
5153,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5154,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5155,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5156,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5157,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5158,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5159,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5160,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5161,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
5162,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
5163,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5164,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
5165,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5166,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5167,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
5168,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
5169,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5170,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5171,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5172,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
5173,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5174,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5175,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
5176,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5177,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
5178,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5179,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5180,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
5181,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
5182,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5183,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5184,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
5185,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
5186,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
5187,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland,Grassland,Forest
5188,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
5189,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5190,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5191,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5192,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5193,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5194,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5195,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5196,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5197,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
5198,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
5199,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Forest
5200,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
5201,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5202,Bareland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
5203,Bareland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
5204,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
5205,Bareland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Grassland
5206,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
5207,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
5208,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
5209,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Forest,Forest
5210,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5211,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
5212,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5213,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5214,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5215,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
5216,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
5217,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
5218,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5219,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5220,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
5221,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
5222,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
5223,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5224,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5225,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
5226,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
5227,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5228,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5229,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5230,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5231,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5232,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5233,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
5234,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5235,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
5236,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
5237,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5238,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5239,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5240,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
5241,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5242,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5243,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5244,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5245,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5246,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5247,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5248,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5249,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5250,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
5251,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5252,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5253,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
5254,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5255,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
5256,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5257,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5258,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5259,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5260,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5261,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5262,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5263,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5264,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5265,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5266,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5267,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5268,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5269,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5270,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5271,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5272,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5273,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5274,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5275,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5276,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland,Bareland,Built-up
5277,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5278,Bareland,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
5279,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
5280,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
5281,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
5282,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
5283,Bareland,Cropland,Water,Non_Water,Water,Cropland,Grassland,Grassland
5284,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5285,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5286,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5287,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5288,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5289,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5290,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5291,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5292,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5293,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5294,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5295,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5296,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5297,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
5298,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5299,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5300,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5301,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5302,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
5303,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Built-up
5304,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5305,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5306,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
5307,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5308,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5309,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
5310,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5311,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5312,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5313,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5314,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5315,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5316,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5317,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5318,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5319,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5320,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5321,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5322,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5323,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5324,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5325,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5326,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5327,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5328,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5329,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5330,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5331,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5332,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland,Grassland,Grassland
5333,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland,Grassland,Forest
5334,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland,Forest,Grassland
5335,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland,Forest,Cropland
5336,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5337,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5338,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5339,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5340,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5341,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5342,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5343,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5344,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5345,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5346,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
5347,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5348,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5349,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
5350,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
5351,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5352,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5353,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5354,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5355,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5356,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5357,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5358,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5359,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5360,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5361,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5362,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5363,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5364,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
5365,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5366,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5367,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5368,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5369,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5370,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5371,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5372,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5373,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5374,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5375,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5376,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5377,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
5378,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5379,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5380,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5381,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
5382,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5383,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5384,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5385,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5386,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
5387,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5388,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5389,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5390,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5391,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
5392,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5393,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5394,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5395,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5396,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5397,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5398,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5399,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5400,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5401,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5402,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5403,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5404,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5405,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5406,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5407,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
5408,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5409,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5410,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
5411,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5412,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5413,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5414,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5415,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5416,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5417,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5418,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5419,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
5420,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
5421,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5422,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
