Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R
2872,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2873,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2874,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2875,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2876,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2877,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2878,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2879,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2880,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2881,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2882,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2883,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
2884,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2885,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2886,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2887,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2888,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2889,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2890,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2891,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2892,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2893,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2894,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2895,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2896,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2897,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2898,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2899,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2900,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2901,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2902,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2903,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2904,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
2905,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2906,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2907,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2908,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2909,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
2910,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2911,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2912,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2913,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2914,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2915,Forest,Wetland,Water,Water,Water,NULL,NULL,NULL
2916,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2917,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2918,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2919,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2920,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2921,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2922,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2923,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2924,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2925,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2926,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2927,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2928,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2929,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2930,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2931,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2932,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2933,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2934,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2935,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2936,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2937,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2938,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2939,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2940,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2941,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2942,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2943,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2944,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2945,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2946,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2947,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2948,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2949,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2950,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2951,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2952,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2953,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2954,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2955,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2956,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2957,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2958,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2959,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2960,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2961,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2962,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2963,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2964,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2965,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2966,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2967,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2968,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2969,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2970,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2971,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2972,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
2973,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2974,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2975,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2976,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2977,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2978,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2979,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2980,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2981,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2982,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2983,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2984,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2985,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2986,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
2987,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
2988,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2989,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2990,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2991,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
2992,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2993,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
2994,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2995,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2996,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2997,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2998,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2999,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3000,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3001,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3002,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
3003,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3004,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3005,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3006,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3007,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
3008,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3009,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3010,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3011,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3012,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3013,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3014,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3015,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3016,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3017,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3018,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3019,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3020,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3021,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3022,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3023,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3024,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3025,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3026,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3027,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3028,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
3029,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3030,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3031,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3032,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3033,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
3034,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3035,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3036,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3037,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3038,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3039,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3040,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3041,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3042,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3043,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
3044,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
3045,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
3046,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
3047,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
3048,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3049,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3050,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3051,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3052,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3053,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3054,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
3055,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3056,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3057,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3058,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3059,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3060,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3061,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3062,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3063,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3064,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3065,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3066,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3067,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3068,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3069,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3070,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3071,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3072,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3073,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3074,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3075,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3076,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3077,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3078,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3079,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3080,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3081,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3082,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3083,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3084,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3085,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3086,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3087,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3088,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3089,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3090,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3091,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3092,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3093,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3094,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3095,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3096,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3097,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3098,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3099,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
3100,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3101,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3102,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3103,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3104,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3105,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3106,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3107,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3108,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3109,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3110,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3111,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3112,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3113,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3114,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3115,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3116,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3117,Forest,Water,Wetland,Water,Wetland,NULL,NULL,NULL
3118,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3119,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
3120,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3121,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3122,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3123,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3124,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3125,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
3126,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3127,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3128,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3129,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3130,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3131,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3132,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3133,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3134,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3135,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3136,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3137,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3138,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3139,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3140,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3141,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3142,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3143,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3144,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3145,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3146,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3147,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3148,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3149,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
3150,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3151,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
3152,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
3153,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
3154,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3155,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3156,Forest,Water,Water,Non_Water,Water,NULL,NULL,NULL
3157,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3158,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3159,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3160,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3161,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
3162,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3163,Forest,Water,Water,Water,Water,NULL,NULL,Cropland
3164,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3165,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3166,Forest,Water,Water,Water,Water,NULL,NULL,Water
3167,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3168,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3169,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3170,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3171,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3172,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3173,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3174,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3175,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3176,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3177,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3178,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3179,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3180,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3181,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3182,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3183,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3184,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3185,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3186,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3187,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3188,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3189,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3190,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3191,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3192,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3193,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3194,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3195,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3196,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3197,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3198,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3199,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3200,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3201,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3202,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
3203,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3204,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3205,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3206,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3207,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3208,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3209,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3210,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3211,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3212,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3213,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3214,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3215,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3216,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3217,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3218,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3219,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
