Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUS_M_R
5857,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
5858,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
5859,Forest,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
5860,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
5861,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Water
5862,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
5863,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
5864,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
5865,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
5866,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5867,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
5868,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Wetland
5869,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
5870,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
5871,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
5872,Forest,Wetland,Water,Water,Water,Grassland,NULL,Wetland
5873,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
5874,Forest,Wetland,Water,Water,Water,Wetland,NULL,Wetland
5875,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
5876,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
5877,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
5878,Forest,Wetland,Water,Water,Water,Water,NULL,Wetland
5879,Forest,Wetland,Water,Water,Water,Water,NULL,Water
5880,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
5881,Forest,Wetland,Water,Water,Water,Water,Water,Water
5882,Forest,Wetland,Water,Water,Water,Forest,NULL,Wetland
5883,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5884,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5885,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5886,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
5887,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5888,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
5889,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5890,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5891,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5892,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5893,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
5894,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
5895,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5896,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5897,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5898,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5899,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5900,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5901,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5902,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5903,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5904,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5905,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5906,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5907,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5908,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5909,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5910,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5911,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5912,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
5913,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5914,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5915,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5916,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5917,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5918,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5919,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5920,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5921,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5922,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5923,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5924,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5925,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5926,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5927,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
5928,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5929,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5930,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
5931,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5932,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
5933,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
5934,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5935,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5936,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5937,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
5938,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5939,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
5940,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5941,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
5942,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5943,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5944,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
5945,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
5946,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5947,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5948,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
5949,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5950,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5951,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5952,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5953,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5954,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
5955,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5956,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5957,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5958,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5959,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5960,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5961,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5962,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5963,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5964,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5965,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5966,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Wetland
5967,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
5968,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5969,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5970,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5971,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5972,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5973,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
5974,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5975,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5976,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5977,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5978,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5979,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5980,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5981,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
5982,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5983,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5984,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5985,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5986,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5987,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5988,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5989,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5990,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5991,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
5992,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5993,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
5994,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5995,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5996,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5997,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5998,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5999,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6000,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6001,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6002,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6003,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
6004,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6005,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6006,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6007,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
6008,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6009,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
6010,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
6011,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
6012,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6013,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6014,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6015,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
6016,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6017,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6018,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6019,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6020,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6021,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6022,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6023,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6024,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6025,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6026,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
6027,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6028,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6029,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6030,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6031,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6032,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6033,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6034,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6035,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6036,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6037,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6038,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
6039,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6040,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6041,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
6042,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
6043,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6044,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6045,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
6046,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6047,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
6048,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6049,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6050,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6051,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6052,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
6053,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6054,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6055,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6056,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
6057,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6058,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6059,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6060,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6061,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6062,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6063,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6064,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6065,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6066,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
6067,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6068,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6069,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6070,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6071,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
6072,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6073,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6074,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6075,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
6076,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6077,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6078,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6079,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6080,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6081,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
6082,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6083,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6084,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Shrubland,Built-up
6085,Forest,Built-up,Wetland,NULL,Wetland,Water,NULL,Wetland
6086,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Wetland
6087,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
6088,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6089,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6090,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6091,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6092,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6093,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6094,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6095,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6096,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6097,Forest,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6098,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6099,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6100,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6101,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
6102,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6103,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6104,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6105,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6106,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Wetland
6107,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6108,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6109,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
6110,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Wetland
6111,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
6112,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6113,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6114,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
6115,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6116,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6117,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6118,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
6119,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6120,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
6121,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6122,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
6123,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
6124,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6125,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
6126,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
6127,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6128,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6129,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
6130,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6131,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6132,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
6133,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6134,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6135,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Built-up
6136,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
6137,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
6138,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Water,NULL,Wetland
6139,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
6140,Forest,Built-up,Water,NULL,Water,NULL,NULL,Wetland
6141,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
6142,Forest,Built-up,Water,NULL,Water,Shrubland,Grassland,Wetland
6143,Forest,Built-up,Water,NULL,Water,Grassland,NULL,Wetland
6144,Forest,Built-up,Water,NULL,Water,Grassland,NULL,Forest
6145,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
6146,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Built-up
6147,Forest,Built-up,Water,Non_Water,Water,Grassland,NULL,Wetland
6148,Forest,Built-up,Water,Non_Water,Water,Grassland,NULL,Forest
6149,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
6150,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
6151,Forest,Built-up,Water,Water,Water,Wetland,NULL,Water
6152,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6153,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6154,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6155,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6156,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6157,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6158,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6159,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6160,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6161,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6162,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6163,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6164,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Wetland
6165,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
6166,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6167,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6168,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6169,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6170,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6171,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6172,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6173,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6174,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6175,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6176,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6177,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
6178,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6179,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6180,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6181,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Wetland
6182,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
