Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVB_M_R
6835,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
6836,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
6837,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6838,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
6839,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
6840,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Water
6841,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6842,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
6843,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6844,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6845,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
6846,Water,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Water
6847,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
6848,Water,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
6849,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6850,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
6851,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
6852,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
6853,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
6854,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
6855,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
6856,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
6857,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
6858,Water,Bareland,Water,Water,Water,Water,Water,Water
6859,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
6860,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6861,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6862,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6863,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6864,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6865,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
6866,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
6867,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6868,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6869,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6870,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6871,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6872,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6873,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
6874,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6875,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
6876,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
6877,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
6878,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6879,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6880,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6881,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6882,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6883,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6884,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6885,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6886,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
6887,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6888,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6889,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
6890,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6891,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6892,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6893,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6894,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6895,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
6896,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6897,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6898,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6899,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6900,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
6901,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
6902,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6903,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6904,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6905,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6906,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6907,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
6908,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Wetland
6909,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
6910,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6911,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
6912,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
6913,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6914,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
6915,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6916,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
6917,Water,Water,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
6918,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6919,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6920,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6921,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6922,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6923,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6924,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6925,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
6926,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6927,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6928,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6929,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6930,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6931,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6932,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6933,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6934,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6935,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6936,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6937,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6938,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
6939,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
6940,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
6941,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6942,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6943,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6944,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6945,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6946,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6947,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6948,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6949,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6950,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6951,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6952,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6953,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6954,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6955,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6956,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6957,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
6958,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6959,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
6960,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6961,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
6962,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6963,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6964,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6965,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6966,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6967,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
6968,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6969,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
6970,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6971,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6972,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6973,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6974,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
6975,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
6976,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
6977,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
6978,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6979,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
6980,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6981,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
6982,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
6983,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6984,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6985,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6986,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6987,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6988,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
6989,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6990,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6991,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6992,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6993,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6994,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
6995,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6996,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6997,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
6998,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6999,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7000,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
7001,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7002,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7003,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7004,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7005,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7006,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
7007,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
7008,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7009,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7010,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7011,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7012,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7013,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7014,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7015,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7016,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7017,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7018,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7019,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7020,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7021,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7022,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7023,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7024,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7025,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
7026,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
7027,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7028,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7029,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7030,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7031,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7032,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
7033,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
7034,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7035,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7036,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7037,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
7038,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
7039,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7040,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
7041,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
7042,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
7043,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
7044,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
7045,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
7046,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
7047,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7048,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
7049,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
7050,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7051,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7052,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
7053,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7054,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7055,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
7056,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7057,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
7058,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
7059,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
7060,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
7061,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
7062,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
7063,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
7064,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
7065,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7066,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7067,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
7068,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7069,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7070,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7071,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7072,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7073,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7074,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7075,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7076,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
7077,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7078,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
7079,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
7080,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
7081,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
7082,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
7083,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
7084,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
7085,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
7086,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
7087,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
7088,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7089,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7090,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7091,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7092,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7093,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7094,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
7095,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
7096,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7097,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
7098,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7099,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
7100,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
7101,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
7102,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
7103,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7104,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
7105,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
7106,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7107,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
7108,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7109,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7110,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
7111,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
7112,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7113,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
7114,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7115,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
7116,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7117,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
7118,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
7119,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7120,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7121,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
7122,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7123,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
7124,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
7125,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
7126,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7127,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
7128,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7129,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7130,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7131,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7132,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7133,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7134,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7135,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
7136,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
7137,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7138,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
7139,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
7140,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
7141,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
7142,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
7143,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7144,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
7145,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
7146,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7147,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7148,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7149,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7150,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7151,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7152,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7153,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7154,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7155,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
7156,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
7157,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7158,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
7159,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
7160,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
7161,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
7162,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7163,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
7164,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7165,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
7166,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
